N	2gram	Tiupa_Lite_3	SlovoVZh
1	не может	8	16
2	точки зрения	7	14
3	может быть	12	14
4	и его	6	13
5	как бы	8	13
6	и в	16	12
7	отношению к	4	11
8	по отношению	4	11
9	и не	22	10
10	если бы	2	9
11	прежде всего	3	8
12	художественного произведения	2	7
13	в нем	2	6
14	все время	3	6
15	при этом	15	6
16	в том	12	6
17	и героя	2	6
18	только в	7	6
19	к предмету	2	5
20	в жизни	8	5
21	то что	12	5
22	никогда не	4	5
23	а не	12	5
24	можно сказать	2	5
25	то же	9	5
26	как и	5	5
27	том что	8	5
28	отнюдь не	3	5
29	как в	5	5
30	но в	3	5
31	и к	3	4
32	ни было	2	4
33	все же	2	4
34	отношение к	2	4
35	жизни и	3	4
36	так и	9	4
37	с другой	6	4
38	уже не	3	4
39	что не	2	4
40	не в	10	4
41	в этом	14	4
42	и на	2	4
43	художественного события	2	4
44	его в	2	4
45	в самом	3	4
46	не только	14	4
47	бы то	2	3
48	не менее	2	3
49	когда он	2	3
50	в своей	7	3
51	художественное произведение	2	3
52	то ни	2	3
53	по себе	2	3
54	это как	3	3
55	но и	14	3
56	того что	9	3
57	и наконец	3	3
58	так же	2	3
59	самом деле	3	3
60	и с	2	3
61	о том	6	3
62	художественного творчества	2	3
63	и ее	2	3
64	в себе	6	3
65	для него	2	3
66	еще не	6	3
67	в поэзии	5	3
68	и для	4	3
69	здесь не	2	3
70	между тем	3	3
71	место в	4	2
72	автора и	2	2
73	с этой	2	2
74	с его	6	2
75	что и	2	2
76	что в	2	2
77	данном случае	4	2
78	вместе с	5	2
79	себя и	2	2
80	все они	2	2
81	другой стороны	2	2
82	это не	5	2
83	тому же	5	2
84	за его	2	2
85	с одной	4	2
86	к этому	2	2
87	автором и	2	2
88	искусства и	3	2
89	едва ли	3	2
90	с точки	3	2
91	же самое	2	2
92	как на	3	2
93	стороны и	2	2
94	более того	3	2
95	в данном	4	2
96	но не	4	2
97	быть только	2	2
98	еще раз	2	2
99	до конца	4	2
100	в то	9	2
101	одной стороны	4	2
102	там где	3	2
103	оно не	2	2
104	как это	3	2
105	в его	6	2
106	и потому	2	2
