N	2gram	Vinokur_Vv_1	Hudozhes
1	и в	27	28
2	том что	26	19
3	в ее	11	18
4	и не	13	18
5	своего рода	3	16
6	в том	31	15
7	а не	3	14
8	не в	8	13
9	в этом	34	13
10	о том	15	12
11	как и	5	11
12	при этом	3	11
13	в его	10	11
14	не только	21	11
15	уже не	5	10
16	но и	5	9
17	в себе	4	9
18	о чем	4	8
19	что он	4	8
20	может быть	24	8
21	себя в	2	8
22	между тем	8	8
23	к тому	4	7
24	об этом	5	7
25	в частности	3	7
26	отношению к	4	7
27	что она	3	7
28	по отношению	4	7
29	тогда как	2	7
30	состоит в	2	7
31	как это	5	7
32	казалось бы	2	6
33	это не	8	6
34	можно сказать	3	6
35	в котором	4	6
36	то что	17	6
37	жизни и	2	6
38	в своей	4	6
39	если бы	2	6
40	то же	8	6
41	а в	5	6
42	и с	2	6
43	тем что	6	6
44	в то	5	6
45	что это	3	5
46	не менее	8	5
47	в своем	3	5
48	как бы	5	5
49	да и	4	5
50	в этой	3	5
51	что в	11	5
52	и сам	2	5
53	в самом	12	5
54	наряду с	2	5
55	никогда не	3	5
56	в тексте	4	5
57	только на	3	5
58	и его	5	5
59	жизни как	2	5
60	рядом с	2	5
61	одно из	5	5
62	ничего не	2	5
63	бы и	2	4
64	тому что	2	4
65	тем не	8	4
66	говорит о	3	4
67	но не	7	4
68	в качестве	7	4
69	же время	5	4
70	для того	21	4
71	что и	3	4
72	и уже	3	4
73	и т	43	4
74	как раз	4	4
75	не может	13	4
76	того чтобы	21	4
77	как будто	3	4
78	только в	13	4
79	в них	4	3
80	о них	2	3
81	с другой	8	3
82	в одном	4	3
83	прежде всего	8	3
84	в нем	13	3
85	и ее	4	3
86	в соответствии	2	3
87	самом деле	6	3
88	как о	4	3
89	есть и	4	3
90	еще не	4	3
91	одной стороны	4	3
92	было бы	5	3
93	несмотря на	2	3
94	одной из	3	3
95	в ней	3	3
96	в этих	3	3
97	со стороны	12	3
98	все это	6	3
99	с одной	4	3
100	внимание на	4	3
101	по его	2	3
102	так же	3	3
103	можно было	7	3
104	и на	3	3
105	соответствии с	2	3
106	же самое	2	3
107	будто бы	2	3
108	как он	6	3
109	и это	6	3
110	к нему	2	3
111	он сам	3	2
112	т е	38	2
113	однако в	3	2
114	именно в	8	2
115	не столько	2	2
116	не как	3	2
117	из этих	5	2
118	гораздо более	3	2
119	вовсе не	6	2
120	а как	3	2
121	как уже	2	2
122	со всей	3	2
123	не с	2	2
124	как мы	9	2
125	о которых	2	2
126	в г	5	2
127	в строгом	3	2
128	же как	3	2
129	одна из	2	2
130	на этом	3	2
131	что не	5	2
132	а также	3	2
133	до сих	5	2
134	один из	6	2
135	в соответствующих	2	2
136	все же	8	2
137	в первом	5	2
138	отношение к	3	2
139	во второй	3	2
140	из них	3	2
141	ни с	2	2
142	вместе с	6	2
143	дело не	3	2
144	сих пор	5	2
145	данном случае	5	2
146	что же	3	2
147	мысли и	2	2
148	и тогда	3	2
149	дело с	6	2
150	как на	11	2
151	здесь не	2	2
152	т п	5	2
153	т д	37	2
154	того как	3	2
155	еще и	3	2
156	о которой	2	2
157	именно на	2	2
158	во втором	2	2
159	в принципе	2	2
160	между ними	2	2
161	хотя бы	5	2
162	и для	4	2
163	с точки	2	2
164	той же	4	2
165	самое что	2	2
166	в данном	11	2
167	и то	5	2
168	сказать что	5	2
169	потому что	14	2
170	в виде	4	2
171	нуждается в	2	2
172	точки зрения	7	2
173	говорить о	3	2
174	в другом	3	2
175	что даже	2	2
176	и т.д	4	2
177	его в	6	2
178	ответ на	3	2
179	но в	10	2
180	видит в	4	2
