N	2gram	Vinokur_St_3	Myshleni
1	в этом	24	29
2	точки зрения	7	28
3	и в	25	26
4	не только	12	24
5	то что	12	24
6	таким образом	10	23
7	с точки	4	21
8	в том	20	18
9	и не	10	18
10	для того	2	18
11	том что	15	17
12	потому что	5	16
13	как и	4	15
14	к слову	2	14
15	того что	5	14
16	так как	3	14
17	как мы	2	14
18	что в	19	12
19	вместе с	2	12
20	и его	3	12
21	в которой	4	11
22	но и	9	11
23	не может	7	11
24	что они	2	10
25	в развитии	2	10
26	тому что	3	9
27	в самом	2	9
28	что мы	3	9
29	в сущности	2	9
30	тем что	19	9
31	то же	5	8
32	сказать что	4	8
33	что он	19	8
34	ее в	2	8
35	той же	2	8
36	только в	6	8
37	самого начала	2	7
38	к тому	2	7
39	прежде всего	10	7
40	с самого	2	7
41	может быть	19	7
42	и к	4	7
43	мы не	2	7
44	в какой	3	6
45	в смысле	4	6
46	нас к	2	6
47	и тем	4	6
48	заключается в	2	6
49	как на	6	6
50	как бы	6	6
51	и что	3	6
52	было бы	7	6
53	во всех	2	6
54	все эти	3	6
55	все же	4	6
56	самом деле	2	6
57	а не	5	6
58	что это	16	6
59	что эта	2	6
60	на вопрос	3	5
61	с этой	3	5
62	можно сказать	4	5
63	до конца	3	5
64	одной стороны	3	5
65	если бы	4	5
66	в виду	2	5
67	в целом	4	5
68	с одной	2	5
69	и с	4	5
70	одно из	2	5
71	в начале	4	5
72	с тем	4	5
73	тогда когда	2	5
74	в качестве	4	5
75	только что	2	5
76	слова как	2	5
77	в речи	4	5
78	и для	4	5
79	что этот	3	5
80	не менее	2	4
81	никогда не	2	4
82	что у	2	4
83	с другой	5	4
84	в конце	6	4
85	в такой	2	4
86	на то	5	4
87	так что	11	4
88	отношения между	5	4
89	в котором	5	4
90	если в	2	4
91	то и	2	4
92	и наконец	3	4
93	и во	2	4
94	в его	12	4
95	о том	8	4
96	но в	5	4
97	по этому	3	4
98	связи с	3	4
99	еще не	2	4
100	одной из	2	4
101	гораздо более	2	4
102	как в	6	4
103	не в	6	4
104	это есть	4	4
105	и только	2	4
106	в области	6	4
107	связана с	4	3
108	для этого	2	3
109	все это	8	3
110	это не	7	3
111	из этих	6	3
112	но также	2	3
113	тем не	2	3
114	но это	4	3
115	такой же	2	3
116	есть в	2	3
117	движения в	2	3
118	для него	3	3
119	в ней	4	3
120	не является	3	3
121	на котором	2	3
122	этом отношении	4	3
123	мы находим	2	3
124	во втором	2	3
125	и по	2	3
126	он не	5	3
127	что эти	4	3
128	находит свое	3	3
129	состоит в	4	3
130	об этом	5	3
131	в то	7	3
132	но не	2	3
133	в одной	2	3
134	до сих	2	3
135	этого слова	2	3
136	нет и	2	3
137	в своей	4	3
138	сих пор	2	3
139	так и	5	3
140	как раз	3	3
141	этому поводу	2	3
142	к нему	4	3
143	отличается от	4	3
144	мы видим	4	3
145	случае в	2	3
146	в этой	14	3
147	в чем	4	3
148	уже в	3	2
149	что если	2	2
150	себя и	2	2
151	в этих	11	2
152	точку зрения	2	2
153	одного из	2	2
154	что все	3	2
155	то время	4	2
156	показывает что	3	2
157	его к	2	2
158	а по	2	2
159	ни в	5	2
160	что его	2	2
161	в свою	2	2
162	на его	4	2
163	несмотря на	3	2
164	не мог	2	2
165	или в	2	2
166	именно поэтому	2	2
167	один из	2	2
168	с ее	2	2
169	отношение к	4	2
170	всего в	4	2
171	в их	3	2
172	и других	2	2
173	время как	4	2
174	этого термина	2	2
175	лишь в	4	2
176	не имеет	2	2
177	а в	6	2
178	что для	3	2
179	в своих	8	2
180	в которых	2	2
181	но он	3	2
182	с которыми	2	2
183	к этой	2	2
184	что по	3	2
185	и которые	2	2
186	во время	3	2
187	от нее	3	2
188	нельзя не	3	2
189	с этим	7	2
190	этих двух	2	2
191	к этому	3	2
192	вовсе не	2	2
193	и здесь	3	2
194	у нас	4	2
195	то в	4	2
196	к ней	4	2
197	относится к	4	2
198	о которых	3	2
199	из этого	4	2
200	в отношении	2	2
201	внимание на	2	2
202	говорит что	5	2
203	что не	2	2
204	из которых	4	2
205	во всяком	4	2
206	могут быть	2	2
207	и ее	2	2
208	которые в	2	2
209	ответ на	5	2
210	ничего не	4	2
