N	2gram	Medvedev_F_2	Analitik
1	в этом	27	18
2	и в	38	16
3	не только	9	16
4	литературного произведения	3	16
5	так и	8	15
6	как и	9	14
7	в том	11	12
8	но и	13	12
9	и не	20	12
10	том что	2	12
11	в качестве	2	11
12	могут быть	6	10
13	как бы	4	10
14	при этом	9	10
15	а не	6	10
16	в пределах	12	9
17	лишь в	7	9
18	и даже	4	9
19	в этой	6	9
20	ничего не	4	9
21	отнюдь не	8	8
22	состоит в	2	8
23	в целом	3	8
24	к тому	4	7
25	то что	6	7
26	особенно в	3	7
27	с другой	3	6
28	в самом	16	6
29	и на	3	6
30	говорить о	5	6
31	может быть	23	6
32	как это	2	6
33	но в	4	6
34	в сторону	4	5
35	произведения в	2	5
36	и к	4	5
37	столь же	2	4
38	в конце	2	4
39	уже не	7	4
40	не в	15	4
41	но не	2	4
42	тем самым	2	4
43	для него	7	4
44	в сущности	4	4
45	по преимуществу	5	4
46	совпадает с	2	4
47	и тем	2	4
48	во второй	2	4
49	во всех	5	4
50	как в	4	4
51	все это	3	4
52	как раз	6	4
53	не может	14	4
54	на этом	2	4
55	и его	21	4
56	то же	6	4
57	не так	2	4
58	хотя и	3	4
59	между двумя	2	4
60	он в	2	4
61	точки зрения	8	4
62	только в	6	4
63	борьбы с	2	3
64	место в	3	3
65	сюжета и	3	3
66	борьба с	2	3
67	никогда не	2	3
68	как о	4	3
69	не столько	4	3
70	одного из	3	3
71	на фоне	4	3
72	прежде всего	15	3
73	или иного	5	3
74	что на	2	3
75	его от	4	3
76	было бы	6	3
77	ни о	5	3
78	или в	3	3
79	что и	8	3
80	из них	4	3
81	со стороны	2	3
82	в их	6	3
83	приводит к	2	3
84	только на	3	3
85	если бы	5	3
86	этом отношении	7	3
87	именно в	5	3
88	того или	4	3
89	а в	6	3
90	как мы	7	3
91	с ними	2	3
92	и то	2	3
93	в результате	6	3
94	тем что	8	3
95	сводится к	5	3
96	бы в	5	3
97	едва ли	2	3
98	и все	3	3
99	в общем	5	2
100	а как	3	2
101	художественного произведения	6	2
102	того что	3	2
103	была бы	3	2
104	или даже	2	2
105	этом смысле	2	2
106	к этому	4	2
107	вовсе не	11	2
108	по себе	7	2
109	его как	2	2
110	он был	2	2
111	отличие от	2	2
112	по существу	7	2
113	должна была	2	2
114	превращается в	2	2
115	же время	5	2
116	что в	7	2
117	она не	2	2
118	значительной степени	3	2
119	в своей	7	2
120	не о	4	2
121	в котором	2	2
122	к предмету	3	2
123	для нее	2	2
124	даже в	2	2
125	один из	2	2
126	это было	3	2
127	не есть	3	2
128	и их	3	2
129	в отличие	2	2
130	вместе с	6	2
131	всего в	2	2
132	другой стороны	4	2
133	языка и	12	2
134	таким образом	20	2
135	на котором	2	2
136	т е	26	2
137	еще более	5	2
138	в значительной	3	2
139	не имеет	2	2
140	и для	5	2
141	с точки	7	2
142	роль в	3	2
143	в таком	2	2
144	и до	3	2
145	не следует	4	2
146	в ритме	2	2
147	между тем	2	2
148	речи и	3	2
149	он не	6	2
150	он и	3	2
151	к его	2	2
152	в то	5	2
153	в его	10	2
154	в поэзии	12	2
155	его в	3	2
156	же является	2	2
157	в этих	2	2
158	сказать что	2	2
159	с ним	2	2
160	произведения как	2	2
