N	2gram	Ircho_Kome_1	FransuaR
1	и в	22	41
2	таким образом	8	19
3	в этом	3	15
4	и все	3	14
5	как и	9	14
6	в этой	7	13
7	то же	6	13
8	в его	5	12
9	прежде всего	5	11
10	в том	11	11
11	как мы	4	11
12	в себе	2	11
13	так и	5	10
14	все это	5	10
15	в то	10	10
16	в качестве	4	9
17	и его	8	9
18	не в	6	9
19	же время	4	9
20	но и	11	9
21	что в	6	9
22	в конце	6	8
23	то что	2	8
24	но в	4	8
25	в них	3	7
26	вовсе не	2	7
27	в нем	4	7
28	и не	8	7
29	у него	3	6
30	ни в	6	6
31	только в	3	6
32	о том	8	6
33	уже в	5	5
34	к этому	4	5
35	не только	10	5
36	на этом	2	5
37	вместе с	2	5
38	что и	4	5
39	мы видели	2	5
40	всего в	3	5
41	как в	5	5
42	до нас	5	5
43	того как	3	5
44	в году	3	5
45	и у	3	5
46	а в	6	5
47	к нему	2	5
48	так же	3	5
49	точки зрения	4	5
50	потому что	5	5
51	место в	3	4
52	хотя и	3	4
53	но он	2	4
54	в образе	3	4
55	и здесь	2	4
56	том что	12	4
57	одна из	2	4
58	все что	2	4
59	после того	3	4
60	было бы	2	4
61	в сущности	2	4
62	может быть	9	4
63	он не	3	4
64	и на	3	4
65	в более	3	4
66	и с	3	4
67	конце концов	4	4
68	одном из	4	4
69	ничего не	3	4
70	в отношении	6	3
71	что у	2	3
72	того же	2	3
73	во время	5	3
74	нового времени	5	3
75	в одном	8	3
76	он был	2	3
77	но это	2	3
78	такой же	2	3
79	совсем не	2	3
80	в свою	2	3
81	при этом	5	3
82	из них	10	3
83	несмотря на	4	3
84	что он	6	3
85	с ее	2	3
86	в форме	2	3
87	в их	4	3
88	не может	2	3
89	мы найдем	2	3
90	и по	6	3
91	нас в	2	3
92	тем что	4	3
93	связанные с	2	3
94	его в	3	3
95	так как	4	3
96	ни было	2	2
97	именно в	4	2
98	здесь и	2	2
99	и во	2	2
100	в следующем	2	2
101	и ее	3	2
102	к тому	6	2
103	и еще	3	2
104	отношению к	3	2
105	и как	3	2
106	из всех	2	2
107	всего этого	2	2
108	по своему	3	2
109	в себя	2	2
110	до конца	2	2
111	отношение к	3	2
112	тот же	3	2
113	еще не	2	2
114	в доме	2	2
115	одного из	6	2
116	на всю	3	2
117	одной из	3	2
118	и самого	2	2
119	а также	4	2
120	в состоянии	2	2
121	же в	4	2
122	во второй	3	2
123	в первой	2	2
124	на землю	3	2
125	или менее	2	2
126	по отношению	3	2
127	этом отношении	3	2
128	в течение	3	2
129	и других	7	2
130	находится в	2	2
131	и вот	4	2
132	не мог	3	2
133	для всех	2	2
134	из которых	2	2
135	мы не	3	2
136	или в	2	2
137	в результате	4	2
138	во всяком	2	2
139	пародией на	3	2
140	ту же	2	2
141	в чем	3	2
142	в которой	6	2
143	по адресу	14	2
144	в области	2	2
