N	2gram	Bakhtin_Fr_8	Myslijsy
1	потому что	6	52
2	то есть	24	42
3	и в	56	39
4	может быть	3	27
5	в том	13	26
6	только в	9	25
7	что в	5	22
8	не может	2	22
9	а не	2	21
10	так как	4	21
11	не только	8	21
12	в нем	8	20
13	но и	9	20
14	и не	9	18
15	языка и	6	17
16	том что	8	16
17	так что	3	16
18	не в	3	15
19	в этом	14	15
20	если бы	2	14
21	так и	13	13
22	в себе	4	13
23	таким образом	17	13
24	было бы	2	12
25	мы не	2	10
26	то что	3	10
27	речи и	3	10
28	как и	5	9
29	но в	6	9
30	в одном	2	8
31	но не	5	8
32	вместе с	2	8
33	язык в	4	8
34	в слове	2	8
35	точки зрения	6	8
36	с другой	2	7
37	в ней	4	7
38	это не	2	7
39	в этих	11	7
40	и как	2	6
41	еще не	10	6
42	что на	2	6
43	как бы	11	6
44	что и	3	6
45	все же	2	6
46	то же	11	6
47	при этом	4	6
48	между собою	2	6
49	языка в	2	6
50	в каком	2	6
51	того как	2	6
52	с тем	2	5
53	вовсе не	6	5
54	несмотря на	2	5
55	но это	2	5
56	и потому	4	5
57	в его	18	5
58	другой стороны	2	5
59	во всех	8	5
60	так же	2	5
61	а в	2	5
62	и для	2	5
63	и его	12	5
64	между тем	3	5
65	язык и	2	5
66	никогда не	5	4
67	прежде всего	6	4
68	мы видели	5	4
69	мы видим	6	4
70	же время	10	4
71	для него	2	4
72	слов и	3	4
73	в действительности	2	4
74	в своих	4	4
75	не было	5	4
76	и других	4	4
77	и даже	8	4
78	все остальные	2	4
79	во всем	4	4
80	в то	12	4
81	слова и	3	4
82	там где	3	4
83	бы в	3	4
84	что это	4	3
85	в них	11	3
86	и во	2	3
87	что все	4	3
88	друг другу	2	3
89	так например	2	3
90	когда в	2	3
91	в этой	6	3
92	в своем	3	3
93	одной стороны	2	3
94	только на	2	3
95	в своей	2	3
96	и их	8	3
97	для того	2	3
98	в мире	2	3
99	связи с	6	3
100	судить о	2	3
101	в самом	9	3
102	то ни	2	3
103	с одной	4	3
104	не мог	3	3
105	той же	6	3
106	что для	3	3
107	с ним	2	3
108	и то	2	3
109	вопрос об	2	3
110	сказать что	3	3
111	хотя и	2	3
112	он не	5	3
113	и при	2	3
114	с точки	2	3
115	и все	6	3
116	языка а	2	3
117	к которому	3	3
118	и с	8	3
119	и более	4	2
120	только не	2	2
121	их и	2	2
122	все они	6	2
123	но он	3	2
124	с этой	2	2
125	но с	2	2
126	бы то	2	2
127	связь с	3	2
128	как например	3	2
129	значение и	2	2
130	как мы	7	2
131	ни было	2	2
132	уже не	3	2
133	переходим к	4	2
134	не были	3	2
135	того чтобы	4	2
136	между явлениями	2	2
137	в сущности	8	2
138	за пределы	4	2
139	и о	3	2
140	одним из	5	2
141	с ее	5	2
142	образом и	3	2
143	в их	3	2
144	но дело	2	2
145	времени и	4	2
146	с какою	2	2
147	и практики	2	2
148	языка к	2	2
149	к языку	4	2
150	в таких	3	2
151	к ним	2	2
152	его к	3	2
153	о том	4	2
154	дело в	2	2
155	так сказать	5	2
156	не потому	2	2
157	в которой	4	2
158	не могли	2	2
159	в других	2	2
160	и которые	4	2
