N	2gram	Medvedev_F_2	FransuaR
1	и в	38	29
2	таким образом	20	20
3	и не	20	16
4	в эпоху	2	15
5	и все	3	13
6	в этой	6	13
7	как и	9	12
8	но в	4	12
9	так и	8	11
10	и на	3	11
11	в этом	27	11
12	то же	6	10
13	как мы	7	10
14	в то	5	10
15	не только	9	10
16	вовсе не	11	9
17	в конце	2	9
18	но и	13	9
19	все эти	6	9
20	и с	9	9
21	его в	3	9
22	же время	5	8
23	прежде всего	15	8
24	в его	10	8
25	и его	21	8
26	как бы	4	8
27	мы видели	4	7
28	в том	11	7
29	так как	4	7
30	из них	4	6
31	в большинстве	4	6
32	в сущности	4	6
33	что это	3	5
34	это не	2	5
35	это и	5	5
36	до конца	2	5
37	и о	2	5
38	в нем	13	5
39	в своей	7	5
40	и до	3	5
41	большинстве случаев	3	5
42	и по	2	5
43	сказать что	2	5
44	он и	3	5
45	перед нами	2	4
46	с его	11	4
47	что он	5	4
48	но это	2	4
49	конце концов	2	4
50	и др	3	4
51	один из	2	4
52	то что	6	4
53	жизни и	3	4
54	все это	3	4
55	на самом	3	4
56	с помощью	10	4
57	с другой	3	4
58	в результате	6	4
59	тем что	8	4
60	точки зрения	8	4
61	в которой	2	4
62	в плане	2	4
63	все время	6	3
64	всех этих	3	3
65	они были	2	3
66	в качестве	2	3
67	превращается в	2	3
68	отметить что	2	3
69	самого начала	2	3
70	и здесь	3	3
71	в ее	2	3
72	все же	8	3
73	но как	2	3
74	с самого	2	3
75	том что	2	3
76	и как	3	3
77	в дальнейшем	4	3
78	то в	2	3
79	такой же	3	3
80	того что	3	3
81	здесь и	4	3
82	и их	3	3
83	по преимуществу	5	3
84	он не	6	3
85	к нему	3	3
86	здесь не	4	3
87	другой стороны	4	3
88	за счет	4	3
89	как к	3	3
90	в известной	2	3
91	при этом	9	3
92	и других	2	3
93	того чтобы	3	3
94	для того	3	3
95	и даже	4	3
96	все остальные	2	3
97	особенно в	3	3
98	роль в	3	3
99	с ними	2	3
100	в ней	6	3
101	же и	2	3
102	там где	4	3
103	в чем	2	3
104	место в	3	2
105	уже в	2	2
106	времени и	2	2
107	в основу	2	2
108	сам он	2	2
109	связи с	13	2
110	время и	3	2
111	и другие	2	2
112	к этому	4	2
113	в этих	2	2
114	формы и	2	2
115	а как	3	2
116	к тому	4	2
117	и к	4	2
118	на первый	2	2
119	ни в	2	2
120	он был	2	2
121	из этого	2	2
122	что они	4	2
123	именно в	5	2
124	на этом	2	2
125	но не	2	2
126	на нем	2	2
127	кроме того	2	2
128	было в	2	2
129	не может	14	2
130	может быть	23	2
131	хотя и	3	2
132	никогда не	2	2
133	уже не	7	2
134	в виду	2	2
135	в котором	2	2
136	если в	3	2
137	со стороны	2	2
138	на котором	2	2
139	и для	5	2
140	вот как	4	2
141	как в	4	2
142	в их	6	2
143	как раз	6	2
144	в особенности	4	2
145	в других	7	2
146	во второй	2	2
147	в той	2	2
148	они не	4	2
149	он становится	3	2
150	от всех	2	2
151	и наконец	4	2
152	с точки	7	2
153	между ними	2	2
154	не столько	4	2
155	в слове	5	2
156	или в	3	2
157	здесь с	2	2
158	и то	2	2
159	их в	2	2
160	в основе	5	2
161	в одной	2	2
162	даже и	4	2
163	только в	6	2
164	если же	2	2
165	и это	2	2
166	так сказать	3	2
167	и этим	2	2
168	с ним	2	2
