N	2gram	Nazirov_Tv_2	FransuaR
1	и в	20	41
2	то есть	5	20
3	таким образом	10	19
4	в этом	8	15
5	как и	6	14
6	в этой	5	13
7	то же	7	13
8	все эти	4	13
9	в его	10	12
10	прежде всего	8	11
11	в том	8	11
12	в себе	3	11
13	так и	6	10
14	все это	6	10
15	в то	10	10
16	и его	9	9
17	не в	4	9
18	же время	7	9
19	но и	8	9
20	что в	7	9
21	в конце	6	8
22	и от	4	8
23	то что	3	8
24	но в	4	8
25	вовсе не	2	7
26	в романе	15	7
27	как бы	11	7
28	в нем	3	7
29	и не	9	7
30	у него	6	6
31	это не	7	6
32	мы видим	4	6
33	для него	3	6
34	только в	2	6
35	о том	5	6
36	уже в	2	5
37	к этому	3	5
38	не только	13	5
39	вместе с	3	5
40	как в	4	5
41	в году	16	5
42	и у	2	5
43	а в	4	5
44	так же	5	5
45	и это	3	5
46	потому что	7	5
47	в плане	3	5
48	место в	3	4
49	хотя и	4	4
50	в образе	3	4
51	том что	4	4
52	одна из	3	4
53	может быть	8	4
54	он не	3	4
55	к жизни	2	4
56	и наконец	2	4
57	при виде	2	4
58	рядом с	2	4
59	и на	5	4
60	и с	8	4
61	одном из	2	4
62	ничего не	4	4
63	я не	2	3
64	и есть	2	3
65	что у	4	3
66	в одном	2	3
67	и потому	4	3
68	в мире	5	3
69	но это	5	3
70	такой же	2	3
71	в своей	6	3
72	при этом	8	3
73	из них	2	3
74	например в	5	3
75	в область	3	3
76	что он	6	3
77	в их	3	3
78	в свете	3	3
79	не может	7	3
80	не было	2	3
81	тем самым	4	3
82	и по	2	3
83	с ними	2	3
84	тем что	3	3
85	как о	2	3
86	проникает в	2	3
87	его в	3	3
88	так сказать	2	3
89	так как	3	3
90	все время	2	2
91	именно в	6	2
92	и др	3	2
93	никогда не	11	2
94	в лице	4	2
95	в одной	3	2
96	человека в	3	2
97	и ее	2	2
98	и еще	2	2
99	отношению к	3	2
100	точка зрения	2	2
101	еще не	5	2
102	своего рода	3	2
103	одной из	3	2
104	человеческой культуры	2	2
105	в первой	2	2
106	в процессе	2	2
107	на землю	2	2
108	по отношению	3	2
109	и других	2	2
110	а не	6	2
111	в силах	2	2
112	уже не	3	2
113	особенно в	2	2
114	роль в	2	2
115	мы не	4	2
116	их в	2	2
117	во всяком	2	2
118	в литературе	2	2
119	к самому	2	2
120	в которых	3	2
121	которой он	2	2
122	года он	3	2
123	теперь я	2	2
124	в чем	4	2
125	это прежде	2	2
126	в которой	2	2
127	с ним	3	2
128	начинается с	2	2
