N	2gram	Trubetskoy_1	Tvorches
1	и в	23	20
2	не только	7	13
3	никогда не	4	11
4	как бы	10	11
5	в его	5	10
6	таким образом	31	10
7	в то	6	10
8	и не	8	9
9	прежде всего	3	8
10	в том	30	8
11	при этом	9	8
12	но и	9	8
13	может быть	16	8
14	в этом	12	8
15	и с	5	8
16	это не	3	7
17	представление о	3	7
18	же время	2	7
19	что в	8	7
20	не может	17	7
21	то же	4	7
22	потому что	9	7
23	у него	5	6
24	в конце	4	6
25	что он	7	6
26	как и	9	6
27	в целом	5	6
28	так и	10	6
29	все это	11	6
30	именно в	5	6
31	если он	2	5
32	в мире	6	5
33	еще не	5	5
34	но не	2	5
35	и сам	2	5
36	все же	13	5
37	так же	8	5
38	и на	6	5
39	в этой	6	5
40	о том	7	5
41	то есть	2	5
42	что у	2	4
43	и от	5	4
44	том что	19	4
45	в дальнейшем	2	4
46	что они	2	4
47	отнюдь не	2	4
48	хотя и	4	4
49	все эти	19	4
50	тем самым	3	4
51	не в	8	4
52	а в	3	4
53	и потому	3	4
54	если бы	8	4
55	но в	4	4
56	а с	4	3
57	же как	3	3
58	с этой	3	3
59	к этому	5	3
60	с ним	6	3
61	в пользу	5	3
62	а затем	2	3
63	отношению к	9	3
64	одна из	2	3
65	для него	2	3
66	в самом	8	3
67	он не	3	3
68	в котором	2	3
69	в нем	3	3
70	то что	18	3
71	и это	3	3
72	вместе с	6	3
73	сих пор	8	3
74	в их	4	3
75	по отношению	9	3
76	тогда как	6	3
77	так как	7	3
78	одним из	4	3
79	в таком	4	3
80	этот вопрос	2	3
81	в своих	2	3
82	в которых	2	3
83	в себе	5	3
84	в начале	2	3
85	как у	3	3
86	его в	5	3
87	между тем	12	3
88	до сих	8	3
89	не менее	7	2
90	давно уже	2	2
91	и без	5	2
92	точку зрения	2	2
93	с другой	6	2
94	в такой	4	2
95	я не	2	2
96	вовсе не	2	2
97	со своими	2	2
98	во всяком	2	2
99	такой же	2	2
100	и ее	2	2
101	что его	4	2
102	тому же	6	2
103	у нас	3	2
104	так что	5	2
105	при виде	2	2
106	между людьми	2	2
107	как известно	3	2
108	не стоит	2	2
109	и если	6	2
110	в частности	2	2
111	том же	4	2
112	но если	2	2
113	всяком случае	2	2
114	него в	2	2
115	в процессе	2	2
116	в истории	3	2
117	на него	2	2
118	в ту	2	2
119	чем их	2	2
120	не было	2	2
121	и других	2	2
122	сводится к	2	2
123	самом деле	12	2
124	и что	8	2
125	и у	4	2
126	может служить	3	2
127	и наконец	3	2
128	другой стороны	5	2
129	не так	4	2
130	и по	3	2
131	друг друга	2	2
132	из этой	2	2
133	с ними	2	2
134	более всего	2	2
135	в основе	2	2
136	из них	5	2
137	в виде	4	2
138	в которой	5	2
139	говорить о	2	2
140	и вообще	3	2
141	и только	2	2
142	только в	6	2
143	при помощи	3	2
144	из этого	6	2
145	их в	2	2
146	отличие от	3	2
147	и поэтому	2	2
148	же не	3	2
149	однако это	2	2
