N	2gram	Bakhtin_Fr_6	Tvorches
1	и в	41	21
2	как бы	7	17
3	в то	6	15
4	в его	7	13
5	то же	5	13
6	что в	7	12
7	как и	7	12
8	же время	5	12
9	то есть	24	12
10	с его	5	11
11	том что	7	11
12	в романе	2	10
13	все это	11	10
14	как в	4	8
15	он не	2	8
16	то что	10	8
17	у него	7	7
18	в том	2	7
19	при этом	3	7
20	не только	10	7
21	и не	3	7
22	в году	6	7
23	и на	9	7
24	но в	8	7
25	он сам	3	6
26	что он	6	6
27	и все	9	6
28	в котором	4	6
29	а в	4	6
30	и его	13	6
31	в этом	12	6
32	о том	9	6
33	это уже	2	5
34	вовсе не	7	5
35	а не	2	5
36	но это	3	5
37	может быть	2	5
38	в этой	8	5
39	все же	4	5
40	таким образом	17	5
41	потому что	3	5
42	только в	3	5
43	в своем	5	4
44	та же	4	4
45	человека и	2	4
46	прежде всего	10	4
47	и как	4	4
48	времени и	2	4
49	одной из	3	4
50	одним из	4	4
51	один из	6	4
52	в своей	2	4
53	не может	4	4
54	самим собой	2	4
55	и от	4	4
56	уже в	4	3
57	в книге	3	3
58	и другие	2	3
59	никогда не	8	3
60	с другой	4	3
61	что все	2	3
62	представление о	2	3
63	с ним	4	3
64	не был	2	3
65	что человек	2	3
66	это и	2	3
67	в дальнейшем	2	3
68	но не	2	3
69	со всеми	2	3
70	на его	2	3
71	в самом	10	3
72	той же	5	3
73	но если	2	3
74	даже в	4	3
75	этой книги	2	3
76	в нем	16	3
77	жизни и	3	3
78	но и	13	3
79	того что	3	3
80	и даже	4	3
81	так же	5	3
82	и с	16	3
83	хотя и	2	3
84	так как	10	3
85	в основе	4	2
86	перед нами	3	2
87	в частности	2	2
88	отчасти и	2	2
89	в этих	2	2
90	в литературе	5	2
91	этот роман	2	2
92	а затем	4	2
93	так что	2	2
94	не в	4	2
95	того же	4	2
96	до конца	2	2
97	тот же	4	2
98	из них	5	2
99	в первой	3	2
100	в одной	3	2
101	в ней	4	2
102	и когда	2	2
103	в него	3	2
104	был бы	2	2
105	людей в	3	2
106	в духе	3	2
107	еще в	5	2
108	в образах	9	2
109	вместе с	6	2
110	данном случае	2	2
111	так и	5	2
112	именно в	4	2
113	еще более	2	2
114	мы находим	2	2
115	с темой	2	2
116	не мог	3	2
117	самом деле	4	2
118	что не	3	2
119	и у	2	2
120	и наконец	4	2
121	и он	5	2
122	или в	6	2
123	людей и	3	2
124	сказать что	6	2
125	в первом	3	2
126	но он	5	2
127	в данном	3	2
128	в себе	5	2
129	о котором	4	2
130	страх перед	2	2
131	переходит в	2	2
132	человека с	2	2
133	так сказать	2	2
134	в чем	3	2
135	мира в	2	2
