N	2gram	Losev_Prob_2	Vladivir
1	и в	35	30
2	то что	38	20
3	в этом	17	20
4	в том	12	18
5	и не	37	18
6	и с	10	14
7	что он	4	13
8	в конце	7	13
9	том что	19	12
10	что в	11	12
11	не только	24	12
12	в его	7	11
13	а в	4	11
14	как мы	5	11
15	сказать что	24	11
16	в с	2	10
17	а также	2	10
18	и вообще	16	10
19	и даже	11	10
20	не было	3	10
21	не в	2	9
22	кроме того	5	9
23	было бы	8	9
24	все же	8	9
25	потому что	13	9
26	не может	13	9
27	м с	2	9
28	в то	6	9
29	связи с	5	8
30	в своем	4	8
31	вместе с	2	8
32	но и	16	8
33	что же	9	8
34	в связи	5	8
35	но в	6	8
36	не менее	13	7
37	точки зрения	2	7
38	и все	5	7
39	ни в	6	7
40	может быть	18	7
41	а ф	5	7
42	для нас	9	7
43	а не	10	7
44	то есть	39	7
45	еще и	5	6
46	хотя и	3	6
47	прежде всего	11	6
48	и к	3	6
49	об этом	2	6
50	тем не	12	6
51	у нас	18	6
52	только в	14	6
53	всяком случае	10	6
54	во всяком	13	6
55	в себе	5	6
56	а именно	6	6
57	всякого рода	4	6
58	также и	12	6
59	о чем	6	6
60	и то	10	5
61	по себе	8	5
62	как и	5	5
63	так что	11	5
64	при этом	3	5
65	тот же	4	5
66	как бы	4	5
67	для себя	9	5
68	другими словами	6	5
69	так и	7	5
70	все это	4	5
71	с этим	5	5
72	необходимо сказать	6	5
73	и что	13	5
74	того что	12	5
75	в результате	4	5
76	все эти	7	5
77	так как	7	5
78	из этого	2	5
79	разного рода	4	4
80	содержит в	2	4
81	совсем не	7	4
82	вовсе не	37	4
83	его в	3	4
84	можно сказать	6	4
85	м а	7	4
86	в этой	9	4
87	в целом	3	4
88	и если	3	4
89	конечно не	2	4
90	несмотря на	3	4
91	и мы	2	4
92	не очень	2	4
93	и о	4	4
94	в ней	2	4
95	он не	2	4
96	то это	3	4
97	не есть	33	4
98	крайней мере	6	4
99	в этих	4	4
100	то же	5	4
101	и наконец	3	4
102	можно судить	3	4
103	так же	5	4
104	той же	2	4
105	по поводу	2	4
106	и на	5	4
107	но это	6	4
108	мы должны	3	4
109	о том	18	4
110	здесь не	2	4
111	по крайней	6	4
112	это было	2	4
113	для меня	5	4
114	учение о	2	3
115	уже в	3	3
116	всех этих	4	3
117	в них	2	3
118	в отношении	4	3
119	хотя бы	12	3
120	едва ли	9	3
121	из этих	3	3
122	точно так	3	3
123	это в	2	3
124	что и	2	3
125	да и	10	3
126	и как	4	3
127	можно говорить	3	3
128	тем более	10	3
129	более или	4	3
130	но не	4	3
131	никак нельзя	3	3
132	в данном	10	3
133	и для	6	3
134	никак не	11	3
135	так или	6	3
136	и особенно	2	3
137	еще более	2	3
138	во всех	2	3
139	нам кажется	2	3
140	или менее	4	3
141	а а	6	3
142	таким образом	4	3
143	из трех	2	3
144	только и	3	3
145	а это	3	3
146	здесь мы	3	3
147	уже не	8	3
148	и вполне	4	3
149	должно быть	2	3
150	в таком	11	3
151	или иначе	6	3
152	в виде	6	3
153	даже и	18	3
154	не говоря	4	3
155	но вот	2	3
156	и это	5	3
157	нет ничего	2	3
158	конце концов	7	3
159	когда мы	6	3
160	в области	6	3
161	не то	2	3
162	к нему	2	2
163	с которой	3	2
164	он сам	3	2
165	еще в	2	2
166	с тем	3	2
167	казалось бы	7	2
168	уже и	3	2
169	первый план	3	2
170	и есть	4	2
171	бы его	2	2
172	правда в	2	2
173	и от	3	2
174	себе в	2	2
175	если не	4	2
176	раз и	5	2
177	имеет никакого	2	2
178	тогда когда	3	2
179	и хотя	2	2
180	не был	4	2
181	человек не	2	2
182	в настоящее	16	2
183	же это	5	2
184	к тому	3	2
185	на первый	4	2
186	от всякой	2	2
187	уже давно	5	2
188	в общем	4	2
189	и можно	3	2
190	ли он	3	2
191	без всякого	4	2
192	только тогда	3	2
193	это тоже	3	2
194	эту тему	2	2
195	по своему	5	2
196	само по	2	2
197	настоящее время	16	2
198	она не	3	2
199	и сам	2	2
200	о своем	2	2
201	мы уже	3	2
202	себе и	2	2
203	о в	3	2
204	такого рода	15	2
205	в самом	5	2
206	в частности	5	2
207	есть просто	2	2
208	ни с	2	2
209	некоторого рода	7	2
210	же и	2	2
211	на то	6	2
212	о нем	2	2
213	не вполне	4	2
214	для того	3	2
215	в виду	8	2
216	будто бы	5	2
217	даже в	2	2
218	гораздо более	4	2
219	говоря уже	4	2
220	не имеет	7	2
221	но уже	5	2
222	данном случае	5	2
223	в последние	2	2
224	в их	3	2
225	есть нечто	7	2
226	а пока	2	2
227	собственно говоря	2	2
228	иной раз	3	2
229	и притом	3	2
230	от нас	3	2
231	но все	2	2
232	в той	2	2
233	заключается в	4	2
234	того чтобы	2	2
235	что не	5	2
236	только его	3	2
237	относиться к	2	2
238	и по	3	2
239	и прежде	2	2
240	что для	3	2
241	во многих	2	2
242	можно было	5	2
243	нас в	3	2
244	в своих	3	2
245	это значит	4	2
246	мысли и	2	2
247	их в	4	2
248	и при	2	2
249	не о	6	2
250	тут же	8	2
251	с и	2	2
252	и вы	2	2
253	как будто	6	2
254	или по	4	2
255	которой он	4	2
256	на эту	2	2
257	что если	4	2
258	уже о	4	2
259	это за	2	2
260	или как	2	2
261	говорится о	2	2
262	ничего не	10	2
263	и представить	2	2
264	не имел	2	2
265	мы не	7	2
266	вообще говоря	4	2
