N	2gram	Propp_Isto_2	Problemy
1	и в	15	34
2	и не	11	29
3	как бы	6	27
4	что он	24	23
5	в его	6	22
6	может быть	17	19
7	в нем	7	19
8	не может	5	19
9	как и	2	18
10	к себе	2	17
11	но в	6	16
12	все это	3	16
13	и его	3	16
14	в этом	11	16
15	и с	4	15
16	прежде всего	5	15
17	он не	8	15
18	то же	10	14
19	к нему	5	14
20	самом деле	2	13
21	т е	29	12
22	но и	14	12
23	потому что	9	12
24	в сущности	2	11
25	то что	12	11
26	на самом	2	11
27	не только	18	10
28	не в	7	9
29	а не	5	9
30	самого начала	2	8
31	никогда не	15	8
32	себя и	2	8
33	с самого	2	8
34	и т	19	8
35	так же	13	8
36	и для	2	8
37	в другом	9	8
38	слова в	2	7
39	я не	2	7
40	что в	12	7
41	все же	9	7
42	на него	5	7
43	как будто	3	7
44	что они	10	6
45	что у	2	6
46	не знает	2	6
47	и на	4	6
48	с ними	2	6
49	мы уже	6	6
50	отношению к	3	6
51	так и	5	6
52	в себе	4	6
53	только в	6	6
54	что это	6	5
55	это не	2	5
56	к тому	5	5
57	так что	6	5
58	но все	5	5
59	и что	6	5
60	того что	3	5
61	из них	2	5
62	по отношению	3	5
63	таким образом	7	5
64	не мог	3	5
65	а в	12	5
66	и так	2	5
67	и наконец	5	5
68	он и	3	5
69	мы должны	4	5
70	с тем	9	5
71	в одном	5	5
72	что и	6	5
73	хотя бы	2	5
74	на вопрос	2	4
75	с другой	2	4
76	ни в	2	4
77	да и	2	4
78	но это	4	4
79	у него	4	4
80	при этом	4	4
81	на его	2	4
82	все эти	4	4
83	его в	10	4
84	так как	14	4
85	но не	2	4
86	еще не	9	4
87	как в	5	4
88	с другими	2	4
89	тем что	4	4
90	он в	3	4
91	и это	3	4
92	ничего не	7	4
93	вместе с	7	4
94	уже в	2	3
95	в том	6	3
96	такой же	2	3
97	в глаза	2	3
98	в него	2	3
99	в виду	2	3
100	в котором	5	3
101	с ее	2	3
102	мы видели	2	3
103	другой стороны	2	3
104	его и	4	3
105	в одной	4	3
106	их в	2	3
107	в ней	4	3
108	но он	4	3
109	как он	3	3
110	этого не	5	3
111	том что	7	3
112	а с	2	3
113	и то	2	3
114	говорили что	2	3
115	эти слова	3	3
116	только с	2	3
117	не было	2	2
118	не знал	2	2
119	и говорит	2	2
120	вопрос о	4	2
121	уже с	2	2
122	этом случае	5	2
123	мы знаем	11	2
124	о своей	2	2
125	мог бы	3	2
126	и если	2	2
127	в другой	4	2
128	например в	2	2
129	же и	3	2
130	был бы	2	2
131	один из	8	2
132	и только	2	2
133	т д	18	2
134	увидим что	3	2
135	и пусть	2	2
136	в которых	2	2
137	с этим	5	2
138	о том	3	2
139	тогда и	2	2
140	на нее	2	2
141	сказать что	2	2
142	как она	4	2
143	к которому	5	2
144	во время	2	2
145	нисколько не	2	2
146	всех этих	3	2
147	смысле этого	2	2
148	он дает	2	2
149	он должен	2	2
150	в жизни	2	2
151	очень часто	4	2
152	было бы	5	2
153	когда она	3	2
154	мы увидим	8	2
155	во всех	2	2
156	к ней	2	2
157	о нем	4	2
158	когда он	3	2
159	находится в	2	2
160	так в	3	2
161	тому же	2	2
162	но с	2	2
163	к чему	2	2
164	в которой	2	2
165	той же	2	2
166	тому как	3	2
167	связан с	5	2
168	подобно тому	3	2
169	и ее	2	2
170	показать что	2	2
171	будто бы	2	2
172	так сказать	2	2
173	еще до	2	2
