N	2gram	Voloshinov_1	Myslijsy
1	в том	6	32
2	и в	12	30
3	может быть	14	28
4	то же	5	23
5	не только	4	21
6	только в	6	21
7	для нас	7	20
8	но и	3	19
9	том что	5	18
10	то что	5	18
11	того что	3	18
12	что в	2	17
13	не есть	2	17
14	по себе	3	16
15	и проч	3	16
16	в себе	3	16
17	не в	4	15
18	и не	10	15
19	а не	5	15
20	таким образом	12	14
21	что и	2	13
22	так как	9	13
23	вместе с	2	12
24	если бы	9	12
25	есть уже	2	11
26	так и	4	11
27	в душе	2	10
28	как и	5	10
29	как в	5	10
30	и что	2	10
31	в этом	4	10
32	в то	2	10
33	для него	3	9
34	в нем	6	9
35	мы не	3	9
36	между тем	3	9
37	тогда когда	2	9
38	в самом	4	8
39	от того	4	8
40	в ней	6	8
41	что не	4	8
42	что мы	5	8
43	и то	2	8
44	с другой	4	7
45	что слово	2	7
46	но не	2	7
47	с одной	2	7
48	зависит от	2	6
49	но это	2	6
50	те же	2	6
51	художественное произведение	3	6
52	не может	16	6
53	уже не	4	6
54	и слово	2	6
55	с ним	3	6
56	уже в	2	5
57	независимо от	2	5
58	в них	3	5
59	в каком	3	5
60	художественного произведения	7	5
61	словом и	2	5
62	в своем	2	5
63	еще не	3	5
64	отношению к	11	5
65	не менее	3	5
66	по отношению	11	5
67	одно и	2	5
68	как на	2	5
69	с другими	2	5
70	сказать что	7	5
71	слова и	6	5
72	перестает быть	2	4
73	оно не	2	4
74	форма в	2	4
75	со словом	2	4
76	все это	3	4
77	в его	2	4
78	относится к	2	4
79	себя и	2	4
80	была бы	2	4
81	в котором	3	4
82	не к	3	4
83	другой стороны	2	4
84	на это	2	4
85	бы не	2	4
86	и его	13	4
87	он не	2	4
88	и по	3	4
89	быть только	2	4
90	и потому	2	4
91	слово в	3	4
92	место в	2	3
93	могут быть	2	3
94	прежде всего	8	3
95	и все	2	3
96	к этому	2	3
97	связь с	2	3
98	тем не	3	3
99	а к	2	3
100	мы можем	2	3
101	до сих	3	3
102	можно сказать	5	3
103	одной стороны	2	3
104	при этом	6	3
105	к содержанию	6	3
106	и следовательно	5	3
107	как бы	13	3
108	искусства и	2	3
109	на него	2	3
110	только на	3	3
111	художественном произведении	3	3
112	к нему	4	3
113	так же	3	3
114	и на	4	3
115	и вообще	3	3
116	его в	4	3
117	там где	2	3
118	в чем	2	3
119	сих пор	3	3
120	но все	2	2
121	и та	2	2
122	бы мы	3	2
123	в какой	2	2
124	находит в	2	2
125	на все	2	2
126	его к	2	2
127	отношение к	4	2
128	слова но	2	2
129	сливается с	2	2
130	поэтического произведения	3	2
131	но тем	2	2
132	но что	2	2
133	она не	2	2
134	к слову	2	2
135	эта последняя	2	2
136	но этот	2	2
137	за пределы	4	2
138	но мы	2	2
139	все же	4	2
140	жизни и	4	2
141	в своей	3	2
142	в форме	2	2
143	что поэт	2	2
144	слово это	2	2
145	самом деле	3	2
146	этой стороны	2	2
147	и наконец	3	2
148	ко всем	2	2
149	и притом	2	2
150	с этой	2	2
151	ни в	3	2
152	слово так	3	2
153	точки зрения	14	2
154	еще раз	2	2
155	может стать	2	2
156	отношении к	3	2
157	о том	3	2
158	и самое	2	2
159	самое слово	2	2
160	и с	3	2
161	из него	2	2
