N	2gram	Losev_Prob_5	FransuaR
1	и в	30	56
2	то есть	21	24
3	в его	12	18
4	таким образом	13	17
5	все эти	2	15
6	в этом	17	14
7	в том	12	13
8	так и	7	13
9	и его	6	12
10	он был	2	12
11	в то	4	12
12	как бы	6	11
13	в них	2	11
14	то же	2	11
15	еще не	3	10
16	и до	2	10
17	в эпоху	3	10
18	только в	9	9
19	в самом	5	9
20	но и	13	9
21	и не	12	9
22	том что	17	8
23	не только	18	8
24	в нем	6	8
25	сих пор	2	8
26	и их	5	8
27	и даже	14	8
28	до сих	2	8
29	и с	5	8
30	в частности	4	7
31	у него	11	7
32	как мы	2	7
33	и на	6	7
34	прежде всего	6	6
35	вовсе не	8	6
36	в ее	3	6
37	в этой	10	6
38	потому что	13	6
39	на его	2	6
40	точки зрения	10	6
41	связи с	7	6
42	и все	9	6
43	но в	9	6
44	но не	7	5
45	никогда не	7	5
46	в отношении	3	5
47	как и	7	5
48	и другие	3	5
49	он не	3	5
50	один из	2	5
51	что в	5	5
52	в результате	7	5
53	они не	2	5
54	в области	2	5
55	и более	2	4
56	в духе	3	4
57	в себе	4	4
58	в качестве	4	4
59	и к	4	4
60	конечно не	2	4
61	в ней	3	4
62	с одной	3	4
63	при этом	4	4
64	того чтобы	2	4
65	о том	12	4
66	по своей	2	4
67	так как	6	4
68	в которой	5	4
69	и которые	2	4
70	том числе	2	3
71	в своем	11	3
72	и был	2	3
73	во времена	2	3
74	так что	11	3
75	в большей	2	3
76	здесь в	2	3
77	кроме того	2	3
78	в первой	2	3
79	может быть	7	3
80	не мог	4	3
81	и о	5	3
82	а также	3	3
83	в настоящее	3	3
84	что и	6	3
85	то что	18	3
86	в связи	7	3
87	еще и	4	3
88	не просто	5	3
89	в году	5	3
90	мы находим	7	3
91	с помощью	2	3
92	в те	2	3
93	уже не	6	3
94	не в	7	3
95	сказать что	9	3
96	между тем	2	3
97	но он	5	3
98	в другом	3	3
99	настоящее время	3	3
100	в таких	2	3
101	в виде	10	2
102	о себе	2	2
103	по всему	2	2
104	с другой	6	2
105	это не	2	2
106	уже в	2	2
107	в других	3	2
108	в одном	3	2
109	человека и	4	2
110	к этому	2	2
111	значение и	2	2
112	что он	7	2
113	можно сказать	6	2
114	новое время	3	2
115	v в	5	2
116	ни в	4	2
117	говорит о	7	2
118	и как	6	2
119	из всех	2	2
120	совсем не	3	2
121	то время	3	2
122	одной стороны	3	2
123	было бы	4	2
124	и сам	4	2
125	из них	2	2
126	несмотря на	6	2
127	а в	6	2
128	власти и	2	2
129	хотя и	8	2
130	в котором	2	2
131	все же	9	2
132	в своей	22	2
133	когда он	2	2
134	вместе с	7	2
135	самом деле	2	2
136	данном случае	2	2
137	другой стороны	6	2
138	так же	5	2
139	как раз	5	2
140	не может	5	2
141	того как	5	2
142	то ни	2	2
143	нового времени	4	2
144	в значительной	2	2
145	а не	5	2
146	для того	3	2
147	к нему	3	2
148	и для	6	2
149	с точки	8	2
150	его в	6	2
151	бы то	2	2
152	мы не	2	2
153	в данном	2	2
154	и то	5	2
155	с этой	2	2
156	людей и	13	2
157	также и	12	2
158	он и	5	2
159	что они	3	2
160	далеко не	4	2
161	дело в	2	2
162	за это	5	2
163	те времена	2	2
164	здесь как	2	2
165	с тем	5	2
166	мира и	2	2
167	с ним	3	2
168	он говорит	2	2
