N	2gram	Vinokur_Ku_2	Istorich
1	и т	39	27
2	и в	23	26
3	т д	14	24
4	т е	22	18
5	так же	4	18
6	то что	9	16
7	не только	20	15
8	что в	10	14
9	может быть	15	14
10	же как	2	13
11	но и	7	12
12	и пр	8	11
13	что он	5	10
14	так и	4	10
15	таким образом	5	10
16	и его	3	10
17	что и	3	9
18	все же	7	9
19	и не	16	9
20	так как	15	9
21	мы знаем	4	8
22	то же	6	8
23	а в	3	8
24	превращается в	2	7
25	об этом	5	7
26	как и	2	7
27	в качестве	8	7
28	он не	3	7
29	знаем что	3	7
30	как в	3	7
31	в этом	18	7
32	мы имеем	5	7
33	не всегда	2	6
34	таким же	2	6
35	что они	2	6
36	еще не	5	6
37	мы видели	2	6
38	вместе с	5	6
39	не может	9	6
40	а не	10	6
41	к нему	2	6
42	и то	5	6
43	потому что	25	6
44	могут быть	4	6
45	у него	3	5
46	это не	6	5
47	точно так	3	5
48	к этому	4	5
49	это и	3	5
50	но все	4	5
51	в силу	7	5
52	но не	6	5
53	ничего не	4	5
54	в его	5	5
55	и у	2	5
56	как мы	3	5
57	и что	8	5
58	из которых	3	5
59	уже не	8	5
60	и по	3	5
61	не в	8	5
62	с ними	2	5
63	и с	7	5
64	тем что	3	5
65	и здесь	5	5
66	в другом	2	5
67	мы должны	2	5
68	но в	11	5
69	с другой	8	4
70	вовсе не	9	4
71	вопрос о	9	4
72	а на	2	4
73	в своей	2	4
74	другой стороны	7	4
75	так в	3	4
76	здесь не	3	4
77	того как	2	4
78	не просто	2	4
79	и даже	2	4
80	дает нам	2	4
81	в которых	2	4
82	интересно что	2	4
83	перед нами	4	3
84	и более	2	3
85	что у	2	3
86	по сравнению	2	3
87	же в	3	3
88	этом случае	2	3
89	для нас	4	3
90	в том	19	3
91	по существу	5	3
92	том что	11	3
93	его к	2	3
94	но это	3	3
95	при этом	2	3
96	связанные с	2	3
97	она не	2	3
98	и если	2	3
99	как бы	4	3
100	все эти	12	3
101	а также	3	3
102	на то	4	3
103	данном случае	2	3
104	что она	3	3
105	а именно	2	3
106	не на	2	3
107	или же	2	3
108	как это	5	3
109	те же	3	3
110	всякого рода	2	3
111	не имеет	4	3
112	или в	4	3
113	в данном	4	3
114	связи с	3	3
115	что мы	6	3
116	только в	5	3
117	что эта	2	3
118	там где	5	3
119	к этой	3	3
120	уже в	3	2
121	не могут	5	2
122	они имеют	2	2
123	случаи когда	3	2
124	с тем	2	2
125	должна быть	5	2
126	не менее	7	2
127	и есть	2	2
128	никогда не	2	2
129	смысле этого	2	2
130	в своем	2	2
131	с этим	3	2
132	и все	2	2
133	этого не	3	2
134	в одну	2	2
135	главным образом	3	2
136	их не	2	2
137	по себе	10	2
138	таких случаях	2	2
139	не говорит	2	2
140	и тем	5	2
141	с помощью	7	2
142	тем не	6	2
143	ни в	4	2
144	что я	4	2
145	есть в	3	2
146	поставить вопрос	2	2
147	на этом	3	2
148	после того	2	2
149	нам право	2	2
150	было бы	15	2
151	но есть	2	2
152	если бы	12	2
153	конечно не	2	2
154	между прочим	2	2
155	у нас	12	2
156	в частности	2	2
157	он уже	2	2
158	указывает что	2	2
159	но для	3	2
160	в современной	2	2
161	хотя и	4	2
162	что на	4	2
163	хотя бы	9	2
164	в нем	4	2
165	с той	2	2
166	не хочет	2	2
167	на том	2	2
168	дело не	2	2
169	от того	4	2
170	в форме	3	2
171	вопрос этот	2	2
172	все это	5	2
173	что это	7	2
174	в языке	10	2
175	в связи	4	2
176	этот вопрос	6	2
177	и вот	5	2
178	здесь мы	2	2
179	лишь в	5	2
180	того что	3	2
181	на этот	2	2
182	в таких	3	2
183	и на	6	2
184	с этой	2	2
185	сказать что	4	2
186	даже и	2	2
187	в этой	6	2
188	на это	3	2
189	этого слова	5	2
190	тех же	2	2
191	в особенности	4	2
192	в области	11	2
