N	2gram	Trubetskoy_1	Myshleni
1	в том	11	28
2	и в	26	28
3	то что	7	28
4	в этом	15	27
5	того что	3	24
6	потому что	7	22
7	не может	4	19
8	том что	7	19
9	таким образом	22	18
10	что он	4	18
11	только в	4	18
12	что в	9	17
13	в силу	5	17
14	не только	10	16
15	так же	5	15
16	по сравнению	2	15
17	сравнению с	2	14
18	может быть	10	13
19	сказать что	2	13
20	точки зрения	13	13
21	и не	8	11
22	как бы	12	11
23	что мы	2	11
24	в отношении	6	10
25	к тому	6	10
26	но и	9	10
27	так как	9	10
28	но не	8	10
29	отношению к	3	10
30	того чтобы	5	10
31	с точки	6	10
32	в процессе	2	9
33	мы можем	2	9
34	никогда не	5	8
35	в самом	4	8
36	мы видели	2	8
37	еще не	2	8
38	для того	5	8
39	самого начала	2	7
40	того же	6	7
41	с самого	3	7
42	если бы	3	7
43	в нем	4	7
44	в своем	3	7
45	что оно	4	7
46	отношение к	5	7
47	он не	4	7
48	вместе с	15	7
49	то же	4	7
50	в которой	3	7
51	и к	5	6
52	же как	3	6
53	так что	3	6
54	и как	3	6
55	и что	4	6
56	для него	3	6
57	не имеет	5	6
58	в то	4	6
59	же самое	2	6
60	тогда когда	2	6
61	можно сказать	3	6
62	так и	6	6
63	приводит к	2	6
64	в области	9	6
65	не могут	2	5
66	друг с	5	5
67	в разных	2	5
68	и на	2	5
69	и все	2	5
70	но в	7	5
71	что все	4	5
72	с тем	18	5
73	с другом	5	5
74	в этой	4	5
75	именно в	2	4
76	на то	2	4
77	не в	2	4
78	на этот	4	4
79	но если	2	4
80	к жизни	5	4
81	целый ряд	4	4
82	между этими	2	4
83	мы имеем	2	4
84	ясно что	3	4
85	в качестве	3	4
86	к другу	2	4
87	относится к	2	4
88	что и	6	4
89	во всех	2	4
90	в себе	6	4
91	которые в	2	4
92	за собой	3	3
93	из этих	10	3
94	отличается от	2	3
95	при этом	3	3
96	как на	8	3
97	и только	4	3
98	этом отношении	2	3
99	те же	2	3
100	и по	4	3
101	больше чем	2	3
102	образом в	5	3
103	и здесь	2	3
104	по своей	2	3
105	с его	2	3
106	только не	2	3
107	должен был	4	3
108	в них	2	3
109	связанные с	7	3
110	тем и	2	3
111	связи с	9	3
112	связано с	2	3
113	до сих	5	3
114	мы должны	6	3
115	один из	2	3
116	в его	5	3
117	с ней	3	3
118	сих пор	5	3
119	а не	5	3
120	представляет собой	3	3
121	и т.д	6	3
122	с того	2	3
123	требует от	2	3
124	не менее	3	2
125	и другие	3	2
126	из которого	3	2
127	в этих	4	2
128	для этого	2	2
129	с другой	8	2
130	с этой	3	2
131	в конце	6	2
132	прежде всего	2	2
133	что именно	2	2
134	этот период	2	2
135	в пользу	2	2
136	несмотря на	6	2
137	одним из	2	2
138	и от	4	2
139	и является	2	2
140	в котором	4	2
141	из них	7	2
142	этот факт	2	2
143	все это	6	2
144	в связи	3	2
145	все эти	6	2
146	можно только	2	2
147	и наконец	2	2
148	в других	3	2
149	в которых	4	2
150	к его	2	2
151	для каждого	2	2
152	и иной	2	2
153	состоит в	2	2
154	для всех	2	2
155	но когда	2	2
156	в одном	3	2
157	не с	2	2
158	по существу	2	2
159	по своему	2	2
160	этот путь	2	2
161	из этого	2	2
162	не могло	2	2
163	все же	6	2
164	когда он	3	2
165	а в	4	2
166	но с	3	2
167	в значительной	3	2
168	только что	2	2
169	у них	3	2
170	с другими	4	2
171	к которому	2	2
172	значительной мере	2	2
173	в новом	2	2
