N	2gram	Losev_Dial_1	VeschiIm
1	не есть	40	49
2	т е	25	42
3	вещи есть	2	38
4	не может	12	33
5	не только	13	31
6	может быть	17	29
7	это –	24	29
8	и не	30	28
9	и в	18	26
10	то что	13	24
11	вещи и	2	24
12	и есть	16	23
13	это значит	11	22
14	значит что	14	22
15	и т	21	21
16	т д	19	20
17	а не	14	20
18	не просто	7	18
19	есть только	5	17
20	что я	3	16
21	и следовательно	2	15
22	что она	7	14
23	только в	3	14
24	и что	12	13
25	того что	2	13
26	по себе	25	13
27	с вещью	2	13
28	что это	11	12
29	было бы	12	12
30	и –	14	12
31	но и	7	12
32	сказать что	10	12
33	есть не	3	12
34	все же	5	12
35	и то	9	12
36	что же	3	11
37	то же	10	10
38	уже не	2	10
39	в ней	3	10
40	как бы	11	10
41	и больше	2	10
42	потому что	14	10
43	не значит	3	10
44	есть нечто	10	10
45	что такое	10	10
46	вещей и	2	9
47	в том	9	9
48	в самом	3	9
49	и с	5	9
50	больше ничего	3	9
51	ни было	2	9
52	прежде всего	10	9
53	что не	7	9
54	еще и	3	9
55	она есть	5	8
56	на то	5	8
57	но это	8	8
58	в себе	11	8
59	смысл и	4	8
60	и это	2	8
61	ничего не	17	8
62	совершенно не	8	7
63	– не	11	7
64	что оно	5	7
65	также и	7	7
66	говорить о	5	7
67	в то	6	7
68	так как	11	7
69	если она	3	7
70	– в	4	7
71	том что	9	7
72	есть и	5	7
73	указывает на	3	7
74	вещь не	2	7
75	и их	2	7
76	как раз	4	7
77	и пр	5	7
78	д и	2	7
79	с другими	2	7
80	в этом	12	7
81	ли это	3	7
82	как с	2	7
83	оно есть	2	6
84	так что	15	6
85	и как	7	6
86	это есть	9	6
87	что они	3	6
88	есть ни	6	6
89	но что	3	6
90	что в	13	6
91	для него	2	6
92	но если	5	6
93	жизни и	3	6
94	ни с	6	6
95	со стороны	2	6
96	отличается от	2	6
97	должно быть	3	6
98	точки зрения	17	6
99	то не	2	6
100	но в	6	6
101	по крайней	4	6
102	ясно что	8	6
103	одно и	4	6
104	она не	6	6
105	крайней мере	4	6
106	значит ли	2	6
107	относится к	2	6
108	бы и	2	6
109	если мы	2	6
110	с ним	6	6
111	можно было	5	6
112	не менее	2	5
113	содержит в	3	5
114	должна быть	3	5
115	в отношении	5	5
116	и явление	2	5
117	это не	9	5
118	с этой	2	5
119	не в	6	5
120	еще не	2	5
121	для этого	2	5
122	– как	5	5
123	только и	4	5
124	а есть	4	5
125	и тут	3	5
126	а в	5	5
127	что для	3	5
128	есть просто	3	5
129	или не	5	5
130	что тут	2	5
131	ни на	6	5
132	если бы	12	5
133	отнюдь не	9	5
134	это и	4	5
135	но не	4	5
136	же это	3	5
137	другими словами	2	5
138	есть всегда	4	5
139	и для	2	5
140	ни от	2	5
141	в чем	6	5
142	как только	2	4
143	я не	5	4
144	явление и	3	4
145	в своем	5	4
146	с другой	6	4
147	как же	5	4
148	же время	4	4
149	тут не	4	4
150	и мы	5	4
151	между собою	2	4
152	точка зрения	2	4
153	в отдельности	2	4
154	только то	4	4
155	из них	2	4
156	в их	3	4
157	то и	2	4
158	мы говорим	4	4
159	учение об	3	4
160	и даже	13	4
161	это что	2	4
162	с этим	2	4
163	значило бы	2	4
164	как таковая	2	4
165	о том	4	4
166	не существует	7	4
167	говорить что	2	4
168	и более	4	4
169	для всякого	2	4
170	и все	3	4
171	– совершенно	2	4
172	то это	4	4
173	как и	2	4
174	на себе	3	4
175	и о	3	4
176	и потому	3	4
177	что и	3	4
178	быть и	4	4
179	даже не	3	4
180	собственно говоря	4	4
181	оно –	3	4
182	с точки	12	4
183	то или	3	4
184	в данном	3	4
185	сама по	8	3
186	и другое	2	3
187	она должна	2	3
188	никогда не	9	3
189	но –	4	3
190	вопрос о	2	3
191	что именно	2	3
192	можно сказать	6	3
193	к тому	4	3
194	несмотря на	10	3
195	более или	3	3
196	это может	2	3
197	на этом	2	3
198	как о	2	3
199	в нем	16	3
200	сам по	6	3
201	отношение к	5	3
202	все это	11	3
203	отношения к	3	3
204	что смысл	3	3
205	можно только	2	3
206	мы находим	7	3
207	же –	2	3
208	всегда есть	2	3
209	думают что	6	3
210	но как	2	3
211	есть тоже	2	3
212	и ни	6	3
213	мы имеем	2	3
214	нисколько не	4	3
215	само по	5	3
216	даже и	3	3
217	один из	3	3
218	не мешает	4	3
219	не буду	3	3
220	что он	11	3
221	и притом	4	3
222	мы видим	4	3
223	могла бы	2	3
224	ни о	5	3
225	к ней	4	3
226	себе не	5	3
227	как можно	2	3
228	в своей	2	3
229	так и	9	3
230	или менее	3	3
231	реальное и	3	3
232	да и	6	3
233	только на	3	3
234	и тогда	2	3
235	а с	2	3
236	из того	2	3
237	самом деле	3	3
238	бы в	3	3
239	хотя бы	6	3
240	тем более	2	3
241	не то	6	3
242	и вообще	4	3
243	я в	2	3
244	если это	2	3
245	в основе	3	3
246	в частности	2	2
247	тому что	3	2
248	или что	2	2
249	была бы	3	2
250	а только	3	2
251	ни в	15	2
252	но все	3	2
253	не говорит	4	2
254	есть конечно	2	2
255	есть сама	2	2
256	она –	3	2
257	мог бы	2	2
258	и та	3	2
259	как смысл	3	2
260	в виду	5	2
261	но она	3	2
262	образом и	2	2
263	но только	3	2
264	в разных	3	2
265	нужно для	2	2
266	этой точки	2	2
267	и вот	6	2
268	тех или	3	2
269	сказали что	2	2
270	при чем	2	2
271	так же	4	2
272	жизнь и	3	2
273	науки не	2	2
274	– мы	3	2
275	как это	4	2
276	как она	7	2
277	ничем не	3	2
278	мы можем	4	2
279	ни к	2	2
280	поэтому и	2	2
281	но они	2	2
282	находим в	2	2
283	и явлений	2	2
284	от этого	3	2
285	о чем	2	2
286	а потом	5	2
287	и значит	3	2
288	просто как	2	2
289	в одну	3	2
290	говорим что	2	2
291	не с	5	2
292	о которых	2	2
293	как некая	2	2
294	– и	3	2
295	отвлеченное понятие	2	2
296	то в	7	2
297	в качестве	2	2
298	не нужно	2	2
299	и может	2	2
300	себе и	2	2
301	для нее	2	2
302	никак не	6	2
303	об этом	4	2
304	он не	3	2
305	но уже	2	2
306	нем нет	3	2
307	– это	9	2
308	или его	2	2
309	но к	2	2
310	как в	2	2
311	мысли и	3	2
312	может и	4	2
313	еще более	3	2
314	все равно	3	2
315	как мы	4	2
316	можно говорить	2	2
317	реальность и	2	2
318	для того	2	2
319	ничто не	3	2
320	во всяком	4	2
321	ибо иначе	2	2
322	отношении к	3	2
323	и всякий	2	2
324	об отношении	5	2
325	состоит из	3	2
326	в науке	3	2
327	в особенности	5	2
328	это было	2	2
