N	2gram	Vinokur_Ku_1	Istorich
1	и в	24	22
2	мы имеем	6	19
3	в этом	14	17
4	и т	33	16
5	т е	38	16
6	т д	14	15
7	что в	17	15
8	не только	10	14
9	но и	6	12
10	и не	12	12
11	и пр	15	11
12	может быть	13	11
13	в этих	4	11
14	или в	2	11
15	еще не	5	10
16	таким образом	12	10
17	после чего	2	10
18	но в	2	10
19	и говорит	2	9
20	что он	6	9
21	в нем	4	9
22	что и	4	9
23	вместе с	7	9
24	в том	30	9
25	что они	4	8
26	с этим	4	8
27	не знаю	2	8
28	том что	21	8
29	другой стороны	6	7
30	с другой	7	7
31	но не	5	7
32	то что	9	7
33	из них	4	7
34	уже не	8	7
35	этих случаях	2	7
36	и здесь	3	7
37	так как	9	7
38	там где	4	7
39	связи с	7	6
40	в них	7	6
41	это не	7	6
42	не все	2	6
43	то и	2	6
44	а в	5	6
45	то же	8	6
46	а не	8	6
47	ничего не	2	6
48	если бы	9	6
49	не менее	7	5
50	в частности	4	5
51	тем не	4	5
52	так что	4	5
53	до сих	4	5
54	один из	4	5
55	все же	12	5
56	этом случае	2	5
57	что она	3	5
58	он не	2	5
59	с большим	3	5
60	того что	9	5
61	сих пор	4	5
62	в этой	3	5
63	не всегда	2	4
64	как это	3	4
65	у нас	10	4
66	не в	11	4
67	в пределах	4	4
68	только в	11	4
69	в свою	3	4
70	они не	3	4
71	одним из	2	4
72	связано с	3	4
73	для нас	2	4
74	а именно	2	4
75	и его	5	4
76	и на	4	4
77	в данном	4	4
78	не может	7	4
79	тем что	8	4
80	все эти	6	4
81	и с	5	4
82	я не	2	3
83	для них	2	3
84	состоит в	3	3
85	превращается в	2	3
86	целый ряд	5	3
87	и все	2	3
88	представление о	3	3
89	прежде всего	9	3
90	к тому	5	3
91	и эти	3	3
92	как и	2	3
93	и как	2	3
94	было бы	15	3
95	мы увидим	3	3
96	на его	3	3
97	между прочим	2	3
98	можно ли	2	3
99	в его	12	3
100	никогда не	2	3
101	эти случаи	2	3
102	в целом	4	3
103	ее в	2	3
104	со стороны	4	3
105	в связи	3	3
106	все равно	2	3
107	на том	3	3
108	а если	3	3
109	так же	4	3
110	с ними	4	3
111	иное как	2	3
112	потому что	23	3
113	из этих	4	3
114	о том	9	3
115	здесь не	3	3
116	не было	3	2
117	с тем	5	2
118	и есть	2	2
119	в сторону	2	2
120	что было	2	2
121	в одном	3	2
122	на месте	2	2
123	вовсе не	10	2
124	вопрос о	2	2
125	в тех	4	2
126	указать на	4	2
127	можно сказать	3	2
128	во всяком	5	2
129	как таковой	2	2
130	же в	4	2
131	ни в	2	2
132	но все	2	2
133	в силу	10	2
134	и более	2	2
135	как в	4	2
136	при этом	6	2
137	в качестве	7	2
138	на себя	3	2
139	ли это	2	2
140	себе в	3	2
141	например в	5	2
142	себе и	2	2
143	не мог	2	2
144	хотя и	3	2
145	в ней	6	2
146	и потому	4	2
147	относится к	2	2
148	и он	3	2
149	всяком случае	5	2
150	именно так	2	2
151	в котором	3	2
152	даже в	3	2
153	к жизни	2	2
154	не имеет	2	2
155	не с	3	2
156	то это	3	2
157	отношению к	9	2
158	так и	7	2
159	не имеют	3	2
160	или чтобы	2	2
161	по отношению	8	2
162	в своем	3	2
163	и было	2	2
164	в особенности	3	2
165	не раз	2	2
166	той же	3	2
167	если не	3	2
168	на самом	2	2
169	стоит в	4	2
170	и что	5	2
171	что не	5	2
172	и даже	3	2
173	и для	2	2
174	роль в	4	2
175	а то	2	2
176	в которых	6	2
177	и то	3	2
178	в русском	4	2
179	очень много	2	2
180	то мы	3	2
181	между тем	5	2
182	точки зрения	14	2
183	в то	2	2
184	во все	2	2
185	видно что	2	2
186	во многих	2	2
