N	2gram	Propp_Isto_1	Vvedenie
1	и т	25	42
2	т д	22	36
3	т е	10	35
4	и в	28	32
5	в том	9	31
6	в этом	8	30
7	может быть	25	26
8	том что	7	26
9	не только	12	22
10	таким образом	8	19
11	также и	3	18
12	то что	9	16
13	потому что	4	15
14	так как	6	15
15	не может	15	14
16	в нем	2	13
17	о том	9	13
18	со стороны	2	13
19	того что	4	12
20	в их	3	12
21	и не	9	12
22	представляет собой	4	12
23	в его	5	12
24	только в	11	12
25	как мы	3	11
26	что такое	2	11
27	ясно что	2	11
28	в ее	2	11
29	что в	12	10
30	но в	8	9
31	и как	2	9
32	между тем	2	9
33	по себе	3	9
34	то же	12	9
35	не менее	6	8
36	с другой	6	8
37	это не	7	8
38	а только	2	8
39	тем не	6	8
40	не в	9	8
41	именно в	3	8
42	прежде всего	10	7
43	вопрос о	5	7
44	но не	5	7
45	было бы	7	7
46	все же	10	7
47	дело с	2	7
48	можно было	5	7
49	не могут	2	6
50	до сих	5	6
51	том чтобы	2	6
52	один из	4	6
53	но и	10	6
54	все это	4	6
55	и даже	4	6
56	в то	3	6
57	его в	6	6
58	как он	2	6
59	с тем	4	6
60	вовсе не	2	6
61	как и	4	6
62	в качестве	5	6
63	сих пор	5	6
64	а именно	4	6
65	хотя бы	4	6
66	и его	3	6
67	этот вопрос	7	6
68	тем что	3	6
69	в руки	3	6
70	в какой	3	5
71	видеть что	2	5
72	так что	4	5
73	так например	6	5
74	на этот	2	5
75	но если	2	5
76	как бы	2	5
77	и тем	2	5
78	в целом	2	5
79	другой стороны	5	5
80	одним из	2	5
81	сказать что	5	5
82	об этом	4	5
83	не есть	2	5
84	вместе с	6	5
85	а не	15	5
86	что не	2	5
87	могут быть	4	5
88	представляют собой	6	5
89	на вопрос	2	4
90	как уже	2	4
91	как о	2	4
92	одной стороны	4	4
93	в котором	3	4
94	по мере	2	4
95	по отношению	3	4
96	в особенности	2	4
97	еще и	2	4
98	с одной	4	4
99	не просто	3	4
100	и что	10	4
101	а в	7	4
102	как это	3	4
103	мы имеем	13	4
104	от этого	2	4
105	должен был	3	4
106	что он	10	4
107	еще не	7	4
108	отношению к	3	4
109	как раз	2	4
110	в виде	2	4
111	уже не	3	4
112	и для	4	4
113	само по	2	4
114	к делу	2	4
115	в себе	2	4
116	только с	2	4
117	за собой	2	3
118	зависит от	2	3
119	что это	8	3
120	в частности	2	3
121	в этих	7	3
122	или меньшей	2	3
123	раньше чем	4	3
124	к тому	6	3
125	но все	4	3
126	в этой	6	3
127	на этом	3	3
128	большей или	2	3
129	при этом	3	3
130	в ней	7	3
131	в конечном	2	3
132	не вполне	2	3
133	то это	3	3
134	мы видели	2	3
135	из них	3	3
136	дело не	5	3
137	что она	5	3
138	в своем	5	3
139	все эти	4	3
140	и вот	2	3
141	конечном итоге	2	3
142	так же	7	3
143	и на	4	3
144	в начале	3	3
145	при помощи	2	3
146	на нее	2	3
147	тогда когда	2	3
148	есть еще	2	3
149	нисколько не	2	3
150	если бы	8	3
151	однако в	2	3
152	не как	3	3
153	к этому	2	3
154	говорит о	2	3
155	связи с	4	3
156	так чтобы	2	3
157	одной из	2	3
158	в одном	5	3
159	однако не	2	3
160	как оно	2	3
161	должен быть	3	3
162	что и	6	3
163	дело в	3	3
164	в очень	2	3
165	что же	3	3
166	может оказаться	3	3
167	как будто	4	3
168	ответ на	2	3
169	в области	2	3
170	же как	2	2
171	должна быть	5	2
172	и другие	4	2
173	никогда не	14	2
174	для этого	3	2
175	точно так	3	2
176	с изучением	2	2
177	в дальнейшем	5	2
178	но это	4	2
179	что если	2	2
180	и др	7	2
181	в форме	3	2
182	меньшей мере	2	2
183	в связи	4	2
184	именно на	2	2
185	этих случаях	2	2
186	есть только	3	2
187	должно быть	2	2
188	по его	2	2
189	и с	4	2
190	с этим	4	2
191	и здесь	7	2
192	же самое	3	2
193	когда мы	2	2
194	бы в	2	2
195	и должно	3	2
196	так и	9	2
197	не существует	2	2
198	ни к	2	2
199	свой материал	2	2
200	по этому	2	2
201	на котором	3	2
202	значение и	2	2
203	так называемая	3	2
204	не с	3	2
205	по существу	5	2
206	во всех	2	2
207	что мы	7	2
208	мы должны	13	2
209	для объяснения	2	2
210	но уже	2	2
211	с ней	2	2
212	и тогда	3	2
213	связь между	3	2
214	этому поводу	2	2
215	того как	3	2
216	из которых	3	2
217	между ними	2	2
218	целое и	2	2
219	мы не	10	2
220	в силу	5	2
221	в другом	3	2
222	будто бы	3	2
223	нечто целое	2	2
224	здесь не	4	2
225	одна из	2	2
226	ничего не	2	2
227	д все	3	2
