N	2gram	Propp_Isto_6	Myshleni
1	в том	12	33
2	том что	10	27
3	то что	6	20
4	в этом	12	19
5	того что	2	17
6	и в	26	15
7	не только	10	15
8	что в	12	14
9	таким образом	12	14
10	говорит он	2	12
11	что он	9	12
12	но и	9	10
13	было бы	2	10
14	мы не	6	10
15	мы можем	7	10
16	в своем	2	9
17	может быть	11	9
18	не может	6	9
19	что мы	2	9
20	о том	7	9
21	так и	5	8
22	никогда не	13	8
23	не в	3	8
24	и что	5	8
25	если бы	3	8
26	к тому	2	7
27	мы знаем	2	7
28	одной стороны	7	7
29	с одной	7	7
30	и не	10	7
31	потому что	13	7
32	как бы	4	7
33	он не	2	7
34	во всяком	2	7
35	что это	2	6
36	в частности	3	6
37	как мы	4	6
38	в этой	2	6
39	мы уже	6	6
40	на то	2	6
41	мы видели	11	6
42	по отношению	2	6
43	мы находим	2	6
44	с другой	10	6
45	сказать что	3	6
46	мы должны	2	6
47	как он	6	6
48	как это	5	6
49	но в	7	6
50	вовсе не	2	6
51	как и	5	6
52	зависимости от	2	6
53	вместе с	8	6
54	всяком случае	2	6
55	там где	5	6
56	это не	4	5
57	представление о	9	5
58	вопрос о	3	5
59	и др	2	5
60	видели что	3	5
61	все что	4	5
62	отношению к	2	5
63	то же	5	5
64	можно было	2	5
65	связана с	3	4
66	независимо от	3	4
67	прежде всего	4	4
68	из этих	4	4
69	для нас	2	4
70	в них	3	4
71	что оно	4	4
72	не имеет	2	4
73	так же	2	4
74	а в	3	4
75	их в	3	4
76	и с	6	4
77	при помощи	3	4
78	так как	18	4
79	с его	4	4
80	к этому	3	4
81	все же	8	4
82	мы видим	5	4
83	в качестве	3	4
84	в своей	3	4
85	даже в	2	4
86	как в	6	4
87	того как	3	4
88	а с	2	4
89	и его	7	4
90	только в	5	4
91	в эту	2	4
92	все время	2	3
93	что у	2	3
94	что они	2	3
95	и сам	2	3
96	при этом	3	3
97	но мы	2	3
98	и до	2	3
99	данном случае	3	3
100	со стороны	3	3
101	и только	3	3
102	все эти	8	3
103	они не	3	3
104	с собой	2	3
105	и по	4	3
106	в которых	2	3
107	с ним	8	3
108	мы имеем	14	3
109	это представление	12	3
110	здесь и	2	3
111	с этим	2	3
112	таким же	3	3
113	которых он	2	3
114	но не	2	3
115	того же	2	3
116	что при	2	3
117	когда он	3	3
118	что она	3	3
119	только что	2	3
120	должны были	2	3
121	тем самым	2	3
122	а не	2	3
123	из которых	3	3
124	вот почему	3	3
125	или в	3	3
126	в данном	3	3
127	и ее	3	3
128	и это	8	3
129	ничего не	2	3
130	как только	3	2
131	за собой	5	2
132	же как	3	2
133	что между	4	2
134	в этих	2	2
135	перед нами	2	2
136	с этой	2	2
137	на место	3	2
138	можно сказать	2	2
139	ни в	2	2
140	живет в	2	2
141	и как	2	2
142	но все	2	2
143	как у	2	2
144	и другое	2	2
145	вопрос не	3	2
146	когда в	2	2
147	в ином	6	2
148	его с	3	2
149	это указание	2	2
150	и тем	4	2
151	на этой	2	2
152	после этого	4	2
153	могут быть	3	2
154	в некоторых	2	2
155	на том	8	2
156	от того	3	2
157	уже видели	3	2
158	целый ряд	2	2
159	и других	3	2
160	в других	4	2
161	увидим что	2	2
162	то он	2	2
163	но для	2	2
164	в более	6	2
165	к себе	2	2
166	что здесь	3	2
167	мира и	2	2
168	а также	4	2
169	в одном	3	2
170	или как	2	2
171	от этого	3	2
172	в книге	4	2
173	у него	7	2
174	не могло	2	2
175	связь с	11	2
176	стороны и	2	2
177	приводит нас	2	2
178	представляет собой	2	2
179	наряду с	3	2
180	в его	5	2
181	что и	4	2
182	ее в	6	2
183	не представляет	2	2
184	что же	2	2
185	и эта	3	2
186	нас к	5	2
187	у них	4	2
188	тем что	5	2
189	в себе	3	2
190	ту же	2	2
191	наталкивается на	2	2
192	не потому	3	2
