N	2gram	Vinokur_St_2	Komedia
1	и в	29	22
2	и не	9	21
3	т е	10	16
4	том что	27	13
5	в том	27	12
6	таким образом	10	12
7	со стороны	2	11
8	так как	2	11
9	ни в	3	10
10	потому что	9	10
11	до сих	6	9
12	в самом	7	9
13	вместе с	7	9
14	сих пор	5	9
15	если бы	2	8
16	в своем	9	8
17	что он	13	8
18	в его	13	8
19	что и	2	8
20	в этом	21	8
21	о том	17	8
22	его в	2	8
23	о чем	5	7
24	об этом	6	7
25	при этом	2	7
26	то же	2	7
27	не по	2	7
28	только что	2	7
29	в конце	2	7
30	во время	2	6
31	к этому	4	6
32	тому же	3	6
33	того же	2	6
34	для того	7	6
35	к тому	10	6
36	может быть	2	6
37	как раз	8	6
38	самом деле	3	6
39	и что	6	6
40	того чтобы	6	6
41	так что	3	6
42	и его	6	6
43	в то	2	6
44	не менее	3	5
45	связи с	4	5
46	что в	19	5
47	прежде всего	5	5
48	как это	2	5
49	и сам	2	5
50	хотя и	4	5
51	не только	19	5
52	речь идет	4	5
53	в своей	7	5
54	из них	3	5
55	все это	11	5
56	он не	9	5
57	тем что	3	5
58	но в	8	5
59	с самого	3	4
60	самого начала	3	4
61	с тем	7	4
62	но все	7	4
63	должен был	4	4
64	с другой	4	4
65	вовсе не	6	4
66	нет и	2	4
67	и здесь	3	4
68	он был	2	4
69	все же	6	4
70	не в	4	4
71	не дает	2	4
72	до конца	3	4
73	несмотря на	2	4
74	в ней	7	4
75	и т	9	4
76	то что	11	4
77	но и	19	4
78	и речи	2	4
79	т п	3	4
80	в отношении	2	4
81	меньше всего	3	4
82	а не	5	4
83	так же	3	4
84	точки зрения	5	4
85	на себя	3	4
86	в себе	2	4
87	так и	9	4
88	не является	3	4
89	хотя бы	3	4
90	и с	4	4
91	с его	2	3
92	в частности	4	3
93	никогда не	3	3
94	в них	2	3
95	то ни	2	3
96	в какой	2	3
97	с этой	2	3
98	с этим	3	3
99	если не	2	3
100	в нем	4	3
101	идет о	3	3
102	на то	2	3
103	и к	4	3
104	тем не	2	3
105	в ее	2	3
106	как и	2	3
107	ему не	2	3
108	в начале	3	3
109	в этой	2	3
110	по своему	2	3
111	было бы	5	3
112	на этот	2	3
113	должно было	3	3
114	как бы	5	3
115	не может	2	3
116	в течение	6	3
117	с точки	2	3
118	тем же	2	3
119	и даже	3	3
120	не имеет	2	3
121	одной из	3	3
122	во всяком	3	3
123	на это	2	3
124	как он	2	3
125	в которой	11	3
126	ничего не	4	3
127	всяком случае	3	3
128	на вопрос	3	2
129	отрывок из	2	2
130	ни было	2	2
131	до того	4	2
132	пребывания в	2	2
133	в качестве	5	2
134	как в	3	2
135	в одном	6	2
136	в образе	3	2
137	и я	2	2
138	разумеется что	4	2
139	а как	4	2
140	к своему	2	2
141	в г	7	2
142	а затем	2	2
143	отличие от	2	2
144	по существу	2	2
145	такое же	2	2
146	из его	2	2
147	что они	2	2
148	бы то	2	2
149	что ему	3	2
150	что с	2	2
151	в и	13	2
152	не мог	3	2
153	совершенно не	2	2
154	на его	2	2
155	и о	4	2
156	одним из	6	2
157	которую он	2	2
158	а также	2	2
159	и он	3	2
160	в котором	7	2
161	раз в	2	2
162	лет до	2	2
163	дело не	2	2
164	могло быть	3	2
165	в их	3	2
166	другой стороны	3	2
167	его не	3	2
168	не было	3	2
169	то обстоятельство	4	2
170	этом отношении	9	2
171	в рукописи	2	2
172	не приходится	4	2
173	за то	3	2
174	из этой	2	2
175	и на	6	2
176	в результате	2	2
177	тому что	7	2
178	между тем	5	2
179	г в	5	2
180	обстоятельство что	4	2
181	в другом	4	2
182	и это	2	2
183	что эта	3	2
184	в области	2	2
185	в виду	7	2
