N	2gram	Trubetskoy_1	Marksizm
1	точки зрения	13	34
2	может быть	16	26
3	и не	8	26
4	не может	17	24
5	с точки	8	20
6	и в	23	19
7	таким образом	31	17
8	в этом	12	16
9	как бы	10	15
10	в процессе	2	14
11	прежде всего	3	13
12	как мы	2	13
13	как и	9	12
14	так и	10	11
15	если мы	4	11
16	и для	6	11
17	связи с	4	11
18	в самом	8	10
19	в нем	3	10
20	ни было	2	10
21	самом деле	12	10
22	для него	2	9
23	лишь в	5	9
24	в результате	9	9
25	только в	6	9
26	при этом	9	8
27	бы то	2	8
28	но и	9	8
29	то ни	3	8
30	друг друга	2	8
31	до сих	8	8
32	не только	7	8
33	все же	13	8
34	то что	18	8
35	сих пор	8	8
36	в связи	3	7
37	все эти	19	7
38	так же	8	7
39	и те	2	7
40	но в	4	7
41	во всех	10	7
42	то же	4	7
43	в том	30	6
44	в настоящее	2	6
45	другой стороны	5	6
46	настоящее время	2	6
47	отнюдь не	2	6
48	того же	9	6
49	в его	5	6
50	на почве	3	6
51	и того	3	6
52	с другой	6	5
53	одного и	3	5
54	в конце	4	5
55	именно в	5	5
56	мы знаем	10	5
57	не в	8	5
58	конечно не	3	5
59	те же	2	5
60	в начале	2	5
61	и потому	3	5
62	и все	7	5
63	к этому	5	5
64	вовсе не	2	5
65	того чтобы	8	5
66	хотя бы	4	5
67	этот вопрос	2	5
68	во всяком	2	5
69	ничего общего	3	5
70	ясно что	8	5
71	отличие от	3	5
72	что в	8	4
73	не менее	7	4
74	вопрос о	3	4
75	в ней	3	4
76	от того	3	4
77	а в	3	4
78	и на	6	4
79	тот же	3	4
80	с этим	11	4
81	еще не	5	4
82	было бы	3	4
83	не будет	5	4
84	что же	2	4
85	для того	8	4
86	между ними	2	4
87	в данном	3	4
88	психологии в	2	4
89	далеко не	5	4
90	и от	5	3
91	теперь мы	2	3
92	в дальнейшем	2	3
93	же время	2	3
94	в котором	2	3
95	из них	5	3
96	этот процесс	2	3
97	все это	11	3
98	всех других	2	3
99	по отношению	9	3
100	следует что	2	3
101	не было	2	3
102	конце концов	4	3
103	того что	6	3
104	между тем	12	3
105	только при	2	3
106	в то	6	3
107	его в	5	3
108	не могут	4	3
109	и к	5	3
110	этом случае	4	3
111	том что	19	3
112	и при	6	3
113	социальной жизни	4	3
114	мы должны	4	3
115	совершенно не	3	3
116	в сущности	2	3
117	общего с	2	3
118	мы говорили	7	3
119	он не	3	3
120	не есть	2	3
121	быть и	5	3
122	в истории	3	3
123	целый ряд	4	3
124	на самом	7	3
125	сводится к	2	3
126	должны быть	3	3
127	но все	5	3
128	между двумя	5	3
129	и ее	2	3
130	и это	3	3
131	в которой	5	3
132	в области	4	3
133	же как	3	2
134	независимо от	2	2
135	должна быть	5	2
136	в общей	2	2
137	в частности	2	2
138	никогда не	4	2
139	тому что	2	2
140	в своем	10	2
141	точку зрения	2	2
142	что все	5	2
143	одной и	2	2
144	тем не	4	2
145	все в	2	2
146	свою очередь	2	2
147	в свою	2	2
148	одним из	4	2
149	но для	2	2
150	но если	2	2
151	в виду	2	2
152	всяком случае	2	2
153	в эти	3	2
154	в нашем	3	2
155	с ее	2	2
156	на этой	2	2
157	жизни и	2	2
158	и их	5	2
159	всех остальных	2	2
160	как к	5	2
161	и только	2	2
162	имеет место	2	2
163	и других	2	2
164	целом ряде	3	2
165	во втором	2	2
166	между этими	2	2
167	должно быть	4	2
168	в своих	2	2
169	с этой	3	2
170	из этих	8	2
171	о том	7	2
172	так как	7	2
173	бы в	3	2
174	в сознании	6	2
175	и с	5	2
176	в основе	2	2
177	и более	2	2
178	если бы	8	2
179	до тех	2	2
180	между собой	4	2
181	если он	2	2
182	что он	7	2
183	конечно в	2	2
184	в себе	5	2
185	данный момент	4	2
186	у нас	3	2
187	то в	2	2
188	одна из	2	2
189	от него	3	2
190	тех пор	2	2
191	она не	2	2
192	другими словами	2	2
193	мы уже	4	2
194	к тому	8	2
195	на первый	2	2
196	этого слова	2	2
197	что и	7	2
198	отношению к	9	2
199	культуры и	9	2
200	из которых	4	2
201	лишь тогда	2	2
202	в таком	4	2
203	или иначе	5	2
204	при более	2	2
205	мы можем	6	2
206	в другом	2	2
207	и вообще	3	2
208	ту же	2	2
209	не знает	2	2
210	и т.д	4	2
211	из этого	6	2
212	этими двумя	2	2
213	от нее	2	2
214	из него	2	2
