N	3gram	Potebnia_M_4	Psycholo
1	для того чтобы	4	19
2	на то что	4	16
3	в том что	7	14
4	о том что	5	6
5	до сих пор	4	5
6	заключает в себе	8	4
7	не только не	3	4
8	мы могли бы	2	4
9	и как бы	2	4
10	таким образом что	2	3
11	сам по себе	4	3
12	вместе с тем	3	3
13	то же самое	4	3
14	и то что	4	3
15	на этот вопрос	2	3
16	и т д	3	3
17	не в состоянии	2	3
18	с тем что	4	3
19	и т п	4	3
20	можно сказать что	4	2
21	тех пор пока	2	2
22	сами по себе	2	2
23	в данном случае	2	2
24	обратить внимание на	2	2
25	не что иное	2	2
26	то что в	2	2
27	с точки зрения	3	2
28	в том и	2	2
29	не может быть	5	2
30	вопрос о том	2	2
31	до тех пор	6	2
32	что иное как	2	2
33	само по себе	5	2
34	на самом деле	3	2
35	и таким образом	3	2
36	потому что в	3	2
37	таким образом мы	2	2
38	в этом случае	5	2
