N	2gram	Vinokur_Ku_3	Problema
1	в его	11	43
2	и не	10	42
3	и в	23	38
4	не может	6	27
5	может быть	14	26
6	как бы	5	22
7	по отношению	3	21
8	отнюдь не	3	19
9	отношению к	2	19
10	и с	3	17
11	в этом	16	15
12	и т	54	14
13	независимо от	5	13
14	прежде всего	9	13
15	только в	6	13
16	т п	41	13
17	за пределы	2	12
18	но не	3	12
19	ни в	3	11
20	в области	14	11
21	отношение к	3	10
22	в их	6	10
23	таким образом	9	10
24	в поэзии	5	9
25	но и	3	9
26	не имеет	3	9
27	его в	2	9
28	не только	17	9
29	в том	22	8
30	и как	2	8
31	точки зрения	23	8
32	было бы	16	8
33	то что	4	8
34	слова в	4	7
35	что в	13	7
36	с другой	7	7
37	с помощью	6	7
38	не в	5	7
39	в самом	13	7
40	между тем	4	7
41	отметить что	3	7
42	как и	5	7
43	еще не	9	7
44	совершенно не	5	7
45	в своей	4	7
46	как мы	5	7
47	в пределах	2	6
48	а в	5	6
49	только как	4	6
50	не есть	3	6
51	все же	5	6
52	самом деле	14	6
53	с точки	16	6
54	там где	3	6
55	ничего не	6	6
56	то же	6	5
57	все они	2	5
58	в своем	4	5
59	это не	3	5
60	формы и	3	5
61	при этом	6	5
62	все эти	7	5
63	должно быть	7	5
64	может иметь	3	5
65	далеко не	5	5
66	конечно не	2	5
67	и о	4	5
68	так и	6	5
69	в отличие	2	5
70	а не	11	5
71	могут быть	6	5
72	отличие от	2	5
73	должна быть	3	4
74	не менее	12	4
75	в нашем	7	4
76	на самом	3	4
77	в ней	3	4
78	в виду	8	4
79	другой стороны	3	4
80	данном случае	4	4
81	и только	3	4
82	о значении	2	4
83	сказать что	7	4
84	в то	3	4
85	о том	6	4
86	но в	2	4
87	содержания в	2	4
88	не с	2	4
89	в ее	4	4
90	относится к	2	4
91	как в	4	4
92	тем самым	4	4
93	что не	4	4
94	хотя бы	9	4
95	можно было	11	4
96	в данном	7	4
97	здесь не	2	4
98	дано в	2	3
99	и иной	2	3
100	на материале	2	3
101	в тех	2	3
102	тем не	9	3
103	в дальнейшем	2	3
104	но это	5	3
105	кроме того	2	3
106	одной стороны	4	3
107	хотя и	5	3
108	связи и	2	3
109	точка зрения	4	3
110	и тем	6	3
111	в целом	4	3
112	все это	2	3
113	и содержание	3	3
114	с одной	4	3
115	они не	3	3
116	в область	2	3
117	языка в	6	3
118	также и	5	3
119	и должно	5	3
120	если бы	8	3
121	на фоне	7	3
122	ясно что	4	3
123	и к	3	3
124	она может	2	3
125	том что	11	3
126	говорить о	6	3
127	не будем	5	3
128	он не	3	3
129	на него	3	3
130	и содержания	2	3
131	в слове	4	3
132	в таком	4	3
133	с другими	2	3
134	не знает	2	3
135	вопроса о	3	3
136	слова и	7	3
137	чем в	2	2
138	на этом	2	2
139	а лишь	3	2
140	или иное	2	2
141	я не	5	2
142	не могут	5	2
143	и есть	5	2
144	в частности	2	2
145	в этих	2	2
146	в какой	3	2
147	столь же	4	2
148	что все	2	2
149	или иной	7	2
150	можно сказать	2	2
151	как таковой	2	2
152	в нашей	4	2
153	лишь что	2	2
154	смысле слова	2	2
155	не более	2	2
156	не дает	2	2
157	и пр	3	2
158	по поводу	3	2
159	что это	3	2
160	той или	5	2
161	именно поэтому	2	2
162	какой мере	2	2
163	в котором	2	2
164	конечно можно	2	2
165	отличается от	2	2
166	как к	2	2
167	в связи	5	2
168	в особенности	2	2
169	не было	4	2
170	лишь в	8	2
171	и что	7	2
172	того что	11	2
173	дает нам	2	2
174	языка но	3	2
175	и здесь	2	2
176	к его	2	2
177	но как	3	2
178	мы должны	3	2
179	того или	3	2
180	в россии	2	2
181	подхода к	2	2
182	как это	7	2
183	мы имеем	2	2
184	слово в	3	2
185	и более	3	2
186	раз и	2	2
187	не все	2	2
188	вовсе не	5	2
189	или иного	3	2
190	есть не	3	2
191	языка как	4	2
192	что он	6	2
193	у нас	10	2
194	по существу	3	2
195	и при	2	2
196	связи с	6	2
197	она не	3	2
198	в корне	2	2
199	в некоторых	2	2
200	что и	6	2
201	и именно	3	2
202	говорить и	3	2
203	бы не	3	2
204	в двух	2	2
205	можно говорить	10	2
206	того чтобы	11	2
207	для того	12	2
208	то или	2	2
209	тем что	5	2
210	в таких	2	2
211	в чем	5	2
