N	2gram	Voloshinov_2	StatiiOP
1	и в	19	25
2	в этом	15	24
3	в том	7	20
4	что в	2	19
5	что он	4	19
6	может быть	28	19
7	тем что	2	19
8	что это	2	16
9	том что	10	15
10	в этой	3	14
11	и пр	25	13
12	в его	5	12
13	то что	4	12
14	не только	13	12
15	в этих	3	11
16	прежде всего	7	10
17	таким образом	14	10
18	и не	19	10
19	у него	2	9
20	но и	10	9
21	в языке	7	8
22	о том	3	8
23	это было	2	8
24	это не	4	7
25	было бы	4	7
26	с этим	3	7
27	не может	18	7
28	точки зрения	17	7
29	в то	8	7
30	место в	2	6
31	не в	10	6
32	только в	8	6
33	как бы	19	6
34	как на	2	6
35	а в	3	6
36	и на	5	6
37	между тем	6	6
38	то же	16	5
39	независимо от	2	5
40	с другой	3	5
41	на то	4	5
42	ни в	6	5
43	в котором	3	5
44	на почве	9	5
45	связано с	3	5
46	и это	3	5
47	ответ на	2	5
48	а не	9	5
49	того что	4	5
50	он не	3	5
51	так и	10	5
52	но в	7	5
53	в устах	3	4
54	всяком случае	2	4
55	связана с	2	4
56	по крайней	2	4
57	в жизни	2	4
58	а как	4	4
59	в смысле	6	4
60	крайней мере	2	4
61	у нас	3	4
62	как и	9	4
63	в начале	2	4
64	на протяжении	2	4
65	в качестве	3	4
66	если бы	11	4
67	в ней	3	4
68	относится к	3	4
69	и тем	4	4
70	в своей	3	4
71	в речи	2	4
72	связь с	4	4
73	в особенности	2	4
74	не было	3	4
75	лишь в	14	4
76	с точки	13	4
77	к нему	5	4
78	и для	7	4
79	и с	2	4
80	сказать что	4	4
81	во всяком	3	4
82	в каком	3	4
83	все же	5	4
84	xix века	2	4
85	ничего не	4	4
86	уже в	2	3
87	с его	8	3
88	и более	7	3
89	тому что	4	3
90	в какой	3	3
91	к этому	5	3
92	же время	8	3
93	и здесь	5	3
94	он был	2	3
95	для него	9	3
96	тем более	5	3
97	до конца	2	3
98	одной стороны	3	3
99	все эти	3	3
100	не является	8	3
101	в их	5	3
102	как раз	4	3
103	в связи	7	3
104	в системе	2	3
105	не так	2	3
106	и его	16	3
107	в виде	2	3
108	в другом	3	3
109	связи с	13	3
110	так как	3	3
111	более и	2	2
112	а с	2	2
113	этот тип	2	2
114	все время	2	2
115	выражения как	2	2
116	все более	2	2
117	для его	3	2
118	никогда не	7	2
119	точку зрения	2	2
120	и у	2	2
121	как о	2	2
122	но они	2	2
123	в одной	2	2
124	вовсе не	11	2
125	его к	2	2
126	и ее	4	2
127	самого начала	5	2
128	или иной	5	2
129	к тому	6	2
130	как мы	15	2
131	не как	3	2
132	темы и	2	2
133	что они	2	2
134	но не	2	2
135	того же	5	2
136	в свою	6	2
137	до сих	3	2
138	еще не	3	2
139	одной из	3	2
140	в самом	6	2
141	в сущности	14	2
142	во всех	6	2
143	одна из	7	2
144	слова как	2	2
145	должен быть	2	2
146	каждый раз	3	2
147	вместе с	2	2
148	сих пор	3	2
149	является как	2	2
150	в форме	5	2
151	и тогда	2	2
152	только что	3	2
153	нас не	2	2
154	не на	2	2
155	в отношении	4	2
156	с одной	3	2
157	самом деле	9	2
158	с самого	5	2
159	для того	6	2
160	что не	2	2
161	той же	3	2
162	мы не	2	2
163	на основе	3	2
164	или в	2	2
165	слово в	3	2
166	могут быть	3	2
167	он и	2	2
168	но как	2	2
169	в русском	4	2
170	этого слова	5	2
171	так сказать	14	2
172	не имеет	3	2
173	то есть	2	2
