N	2gram	Tiupa_Lite_2	Problemy
1	и в	19	46
2	то есть	5	40
3	и не	11	27
4	может быть	17	23
5	как бы	2	19
6	не может	9	19
7	в нем	3	17
8	в этом	9	16
9	не только	8	14
10	и т.п	10	14
11	но и	10	12
12	как и	10	12
13	и на	6	11
14	точки зрения	4	11
15	в одном	2	11
16	а не	20	11
17	не в	4	10
18	прежде всего	4	9
19	в том	10	9
20	вовсе не	2	9
21	слово не	2	9
22	и к	2	9
23	в его	4	9
24	с точки	3	9
25	и с	3	7
26	еще не	2	7
27	в сущности	3	7
28	как раз	2	7
29	в себе	6	7
30	слова и	7	7
31	никогда не	3	6
32	в каждом	2	6
33	но это	3	6
34	в него	2	6
35	друг друга	2	6
36	но в	2	6
37	на фоне	5	6
38	что он	3	6
39	что я	2	6
40	то же	12	6
41	и он	3	6
42	и его	3	6
43	о себе	3	5
44	же время	9	5
45	при этом	6	5
46	и сам	2	5
47	жизни и	4	5
48	по отношению	4	5
49	в то	9	5
50	так как	3	5
51	в жизни	2	5
52	у него	2	5
53	о том	2	5
54	отношению к	3	5
55	во всех	3	5
56	том числе	2	4
57	уже в	2	4
58	что в	4	4
59	до конца	2	4
60	и нет	2	4
61	в виду	2	4
62	в их	3	4
63	и других	4	4
64	и наконец	2	4
65	потому что	2	4
66	он и	2	4
67	мы не	4	4
68	не знает	2	4
69	том что	7	4
70	но не	5	4
71	он не	5	4
72	все же	2	4
73	то что	7	4
74	своего рода	13	4
75	так и	7	4
76	в себя	3	4
77	уже не	2	4
78	на себя	2	4
79	себя и	2	3
80	с другой	8	3
81	к своему	2	3
82	в мире	9	3
83	такой же	3	3
84	на этом	2	3
85	одним из	3	3
86	себе и	3	3
87	и для	3	3
88	не к	2	3
89	и до	2	3
90	другой стороны	4	3
91	и только	2	3
92	и даже	8	3
93	в конце	2	3
94	как он	2	3
95	себя как	2	3
96	на два	2	3
97	с ее	2	3
98	по существу	3	3
99	того же	4	3
100	ведь это	2	3
101	и что	2	3
102	было бы	2	3
103	что и	2	3
104	себя в	6	3
105	героя в	2	3
106	тем же	3	3
107	той же	2	3
108	тем что	4	3
109	в этой	3	3
110	и т.д	7	3
111	не менее	6	2
112	и одновременно	2	2
113	для этого	2	2
114	мысли и	2	2
115	для нас	2	2
116	так что	4	2
117	и как	3	2
118	же как	2	2
119	для него	4	2
120	ведь мы	2	2
121	если в	2	2
122	к жизни	2	2
123	то и	3	2
124	не было	2	2
125	художественного видения	2	2
126	свое время	2	2
127	а в	3	2
128	в результате	2	2
129	в руках	2	2
130	в художественном	2	2
131	с ним	2	2
132	могло бы	2	2
133	из своих	2	2
134	но с	3	2
135	у нас	5	2
136	одна из	5	2
137	все что	2	2
138	в свое	2	2
139	вместе с	5	2
140	при всем	2	2
141	так в	5	2
142	все равно	2	2
143	хотя бы	2	2
144	речь в	2	2
145	ничего не	3	2
146	в данном	3	2
147	могут быть	2	2
148	в другом	3	2
149	ту же	2	2
150	в поэзии	3	2
151	одном из	2	2
