N	2gram	Propp_Russ_1	Psycholo
1	в том	17	37
2	и в	36	32
3	и что	4	22
4	том что	19	21
5	то что	6	21
6	таким образом	6	21
7	потому что	10	21
8	то есть	3	21
9	что в	19	20
10	так же	3	18
11	может быть	8	18
12	что и	7	17
13	не может	4	17
14	точки зрения	3	17
15	что она	2	16
16	при этом	6	13
17	то же	3	13
18	в этом	12	13
19	не только	22	12
20	так как	15	12
21	с тем	8	11
22	как и	10	10
23	и т	10	10
24	когда он	2	10
25	но и	16	10
26	и не	6	10
27	с точки	3	10
28	как в	5	9
29	в своих	2	9
30	тем что	4	9
31	что это	3	8
32	не менее	3	8
33	того что	4	8
34	к тому	4	7
35	и как	2	7
36	такой же	2	7
37	а не	2	7
38	все эти	2	7
39	как будто	5	7
40	только в	4	7
41	что они	7	7
42	и из	3	6
43	как бы	5	6
44	о том	8	6
45	отнюдь не	2	5
46	что у	2	5
47	на все	2	5
48	в ней	2	5
49	далеко не	3	5
50	все это	6	5
51	на самом	2	5
52	только на	3	5
53	и на	10	5
54	и более	2	4
55	в жизни	2	4
56	что на	4	4
57	тем не	3	4
58	как это	8	4
59	несмотря на	3	4
60	и по	8	4
61	в нем	2	4
62	все же	5	4
63	из них	8	4
64	и до	2	4
65	а в	9	4
66	мы имеем	4	4
67	мы видим	2	4
68	не имеет	6	4
69	и для	2	4
70	и те	3	4
71	тому что	4	4
72	и с	2	4
73	могут быть	2	4
74	с этим	2	4
75	в целом	2	4
76	ничего не	3	4
77	того как	5	4
78	и поэтому	2	4
79	между тем	7	4
80	главным образом	2	3
81	состоит в	8	3
82	в частности	2	3
83	для этого	2	3
84	представление о	3	3
85	показывает что	5	3
86	которые не	3	3
87	и к	3	3
88	по существу	4	3
89	об этом	9	3
90	так что	2	3
91	что именно	2	3
92	до конца	2	3
93	в свою	3	3
94	и другой	3	3
95	на тех	2	3
96	например в	2	3
97	один из	8	3
98	так и	7	3
99	во всех	4	3
100	и их	4	3
101	в их	4	3
102	на этом	3	3
103	и других	7	3
104	этот вопрос	2	3
105	в которых	5	3
106	мы должны	2	3
107	думать что	3	3
108	та же	2	3
109	но в	2	3
110	мы не	6	3
111	значит что	2	3
112	мы можем	2	3
113	слова в	3	2
114	и многие	2	2
115	с в	4	2
116	но даже	2	2
117	в них	6	2
118	в какой	2	2
119	это не	10	2
120	по происхождению	3	2
121	в одном	3	2
122	в каждом	2	2
123	интерес к	2	2
124	и здесь	2	2
125	тем и	2	2
126	такое же	2	2
127	вывод что	3	2
128	его от	2	2
129	свою очередь	2	2
130	еще не	4	2
131	но не	2	2
132	в день	6	2
133	но что	2	2
134	она не	2	2
135	к ним	3	2
136	том же	2	2
137	в его	2	2
138	если в	3	2
139	его с	4	2
140	как можно	2	2
141	как он	2	2
142	в этих	3	2
143	как не	2	2
144	для нас	6	2
145	вместе с	10	2
146	значение и	2	2
147	вплоть до	4	2
148	так в	4	2
149	не на	2	2
150	в особенности	2	2
151	показывают что	2	2
152	т д	9	2
153	а с	4	2
154	не было	2	2
155	после того	2	2
156	и у	5	2
157	на этот	3	2
158	в других	11	2
159	что этот	4	2
160	но это	4	2
161	их в	3	2
162	полагает что	6	2
163	в первый	4	2
164	в русском	4	2
165	в свете	2	2
166	не значит	2	2
167	там где	2	2
168	что по	4	2
