N	2gram	Berdyaev_M_1	Istorich
1	т е	2	29
2	что он	10	24
3	не только	29	18
4	может быть	30	17
5	никогда не	14	15
6	и в	28	15
7	но и	25	14
8	так как	3	14
9	что в	10	12
10	а в	4	12
11	то что	5	12
12	в этих	4	11
13	и не	11	11
14	в этом	20	11
15	его в	3	10
16	с тем	9	9
17	все же	2	9
18	потому что	16	9
19	мы увидим	3	8
20	один из	4	8
21	он не	24	8
22	мы видим	2	8
23	том что	3	7
24	в нем	13	7
25	вместе с	6	7
26	сих пор	2	7
27	не в	16	7
28	ничего не	3	7
29	связана с	2	6
30	до сих	2	6
31	в его	9	6
32	как бы	2	6
33	что и	4	6
34	и что	2	6
35	в том	6	6
36	только в	6	6
37	но в	7	6
38	и есть	14	5
39	с этим	3	5
40	прежде всего	10	5
41	к тому	3	5
42	как в	2	5
43	она не	4	5
44	было бы	10	5
45	в котором	8	5
46	в иной	3	5
47	не может	28	5
48	в иное	2	5
49	а не	25	5
50	к нему	7	5
51	этот случай	2	4
52	вопрос о	2	4
53	иной мир	4	4
54	у него	17	4
55	для нас	3	4
56	в этой	6	4
57	но он	9	4
58	в ней	15	4
59	о нем	2	4
60	и с	3	4
61	тем что	4	4
62	и на	6	4
63	в себе	7	4
64	все эти	2	4
65	к этой	2	4
66	должен был	4	3
67	не мог	3	3
68	и его	9	3
69	он был	14	3
70	и она	2	3
71	мог бы	4	3
72	привести к	4	3
73	но если	3	3
74	же можно	2	3
75	о том	2	3
76	отношению к	2	3
77	когда он	3	3
78	в их	4	3
79	все это	6	3
80	по отношению	2	3
81	того что	7	3
82	увидим что	4	3
83	он в	2	3
84	эти слова	2	3
85	он и	2	3
86	как будто	2	3
87	как он	2	3
88	и это	12	3
89	уже в	4	2
90	не было	18	2
91	могут быть	2	2
92	он должен	3	2
93	себя и	3	2
94	о своей	2	2
95	это не	5	2
96	он знал	4	2
97	не знал	4	2
98	в жизни	3	2
99	с которой	2	2
100	не знает	4	2
101	и вместе	4	2
102	как и	5	2
103	не знают	3	2
104	но не	8	2
105	есть и	3	2
106	одно из	3	2
107	того чтобы	2	2
108	и для	2	2
109	так называемый	2	2
110	и когда	2	2
111	был бы	10	2
112	не все	2	2
113	хотя бы	3	2
114	и их	3	2
115	приводит к	2	2
116	оказывается что	2	2
117	в свете	3	2
118	живет в	2	2
119	человека в	13	2
120	когда мы	2	2
121	к чему	2	2
122	и по	4	2
123	его не	3	2
124	в которых	4	2
125	сказать что	2	2
126	к ней	4	2
127	вера в	3	2
128	будто бы	3	2
129	нет ничего	7	2
130	в которой	6	2
131	в него	3	2
132	в мир	3	2
133	в виду	2	2
