N	2gram	Propp_Isto_7	Hudozhes
1	том что	10	16
2	и в	24	14
3	так и	5	13
4	а не	8	12
5	в том	7	12
6	не только	21	12
7	при этом	4	12
8	о том	9	12
9	прежде всего	2	11
10	и т	17	11
11	в этом	12	11
12	у него	10	9
13	что он	21	9
14	как и	6	9
15	в качестве	3	9
16	то же	8	9
17	как в	12	8
18	то что	7	8
19	в то	2	8
20	ничего не	5	8
21	это не	10	7
22	уже не	2	7
23	не в	9	7
24	еще не	8	7
25	своего рода	4	7
26	как бы	4	7
27	не может	14	7
28	а в	10	7
29	не случайно	3	7
30	тогда как	3	7
31	никогда не	4	6
32	что в	13	6
33	было бы	2	6
34	не менее	5	5
35	перед нами	2	5
36	с его	3	5
37	в этих	13	5
38	к себе	3	5
39	об этом	6	5
40	может быть	14	5
41	только в	6	5
42	и он	3	5
43	но и	11	5
44	друг друга	2	5
45	и его	3	5
46	потому что	9	5
47	ни в	2	5
48	точки зрения	4	5
49	героя и	5	5
50	но в	5	5
51	связи с	3	4
52	тому что	2	4
53	т е	16	4
54	та же	2	4
55	и от	2	4
56	и все	6	4
57	на то	3	4
58	тем не	4	4
59	она не	2	4
60	в действительности	2	4
61	мы уже	4	4
62	в самом	2	4
63	и о	2	4
64	один из	7	4
65	что она	5	4
66	из них	2	4
67	того что	6	4
68	он не	6	4
69	в русской	5	4
70	в конце	3	4
71	и это	2	4
72	с ним	5	4
73	но не	6	3
74	что у	4	3
75	превращается в	3	3
76	но он	2	3
77	с этим	2	3
78	в литературе	2	3
79	как мы	3	3
80	в ее	2	3
81	от него	3	3
82	что при	2	3
83	не имеют	2	3
84	и когда	2	3
85	в нем	6	3
86	все же	9	3
87	со стороны	2	3
88	то и	4	3
89	в связи	2	3
90	т д	16	3
91	все эти	2	3
92	она в	3	3
93	и даже	3	3
94	и по	3	3
95	ничем не	2	3
96	тем что	6	3
97	и на	2	3
98	его в	3	3
99	видит в	2	3
100	в ответ	3	2
101	если в	2	2
102	и другое	2	2
103	уже знаем	3	2
104	так в	4	2
105	на вопрос	4	2
106	не столько	3	2
107	и так	2	2
108	в одной	2	2
109	вопрос о	3	2
110	мы знаем	2	2
111	так что	3	2
112	же как	4	2
113	одна из	7	2
114	и что	10	2
115	участие в	2	2
116	у нее	2	2
117	одной из	4	2
118	со своим	4	2
119	себе и	3	2
120	например в	3	2
121	на его	2	2
122	только на	2	2
123	в первую	7	2
124	и дело	2	2
125	а его	3	2
126	хотя и	3	2
127	для нее	2	2
128	вот тебе	3	2
129	как он	6	2
130	на том	2	2
131	сих пор	3	2
132	на него	2	2
133	в форме	2	2
134	согласиться с	2	2
135	в их	4	2
136	все это	8	2
137	и не	4	2
138	там же	2	2
139	они не	2	2
140	что не	2	2
141	и герой	3	2
142	не имеет	4	2
143	с этой	6	2
144	видно что	5	2
145	с того	4	2
146	представляют собой	5	2
147	начинается с	4	2
148	здесь не	2	2
149	то чтобы	2	2
150	от героя	5	2
151	мы не	4	2
152	до сих	2	2
