N	2gram	Tiupa_Lite_2	Formalny
1	и в	19	24
2	в его	4	23
3	прежде всего	4	22
4	и не	11	20
5	так и	7	18
6	не может	9	16
7	точки зрения	4	16
8	в этом	9	15
9	в нем	3	14
10	может быть	17	14
11	с точки	3	13
12	и т	2	12
13	не менее	6	11
14	как и	10	11
15	в их	3	11
16	вовсе не	2	10
17	то же	12	10
18	в ней	4	10
19	а не	20	10
20	и его	3	10
21	в то	9	9
22	в ее	2	8
23	же время	9	8
24	то что	7	8
25	и на	6	8
26	не в	4	8
27	и с	3	8
28	до конца	2	7
29	не только	8	7
30	с ее	2	7
31	жизни и	4	7
32	но и	10	7
33	отнюдь не	4	6
34	было бы	2	6
35	в том	10	6
36	в этой	3	6
37	еще не	2	6
38	как бы	2	6
39	в целом	2	6
40	а в	3	6
41	как это	2	6
42	хотя бы	2	5
43	в искусстве	4	5
44	у нас	5	5
45	при этом	6	5
46	и др	3	5
47	во всех	3	5
48	и до	2	5
49	со стороны	3	5
50	того что	5	5
51	с другой	8	5
52	но в	2	5
53	в частности	4	4
54	никогда не	3	4
55	и к	2	4
56	в мире	9	4
57	для этого	2	4
58	одной стороны	6	4
59	отношению к	3	4
60	по отношению	4	4
61	т п	2	4
62	что в	4	4
63	с одной	7	4
64	друг друга	2	4
65	как на	3	4
66	с этой	2	4
67	в истории	2	4
68	к этой	2	4
69	но не	5	3
70	перестает быть	3	3
71	в них	2	3
72	в жизни	2	3
73	что он	3	3
74	для него	4	3
75	и как	3	3
76	но это	3	3
77	в каждом	2	3
78	не по	2	3
79	он не	5	3
80	один из	4	3
81	все же	2	3
82	же в	2	3
83	в россии	2	3
84	на фоне	5	3
85	не было	2	3
86	и других	4	3
87	мы не	4	3
88	тем самым	3	3
89	и наконец	2	3
90	и даже	8	3
91	наконец в	2	3
92	в основе	2	3
93	в себе	6	3
94	как к	3	3
95	произведения искусства	2	3
96	в художественном	2	3
97	жизнь как	2	3
98	в области	4	3
99	же как	2	2
100	с тем	2	2
101	в нашем	2	2
102	жизни в	4	2
103	в одном	2	2
104	что было	2	2
105	в году	5	2
106	идет о	3	2
107	том чтобы	3	2
108	ни было	2	2
109	уже не	2	2
110	по существу	3	2
111	в противовес	3	2
112	одна из	5	2
113	одной из	2	2
114	как раз	2	2
115	в него	2	2
116	еще в	4	2
117	не с	3	2
118	что и	2	2
119	и судьба	2	2
120	вместе с	5	2
121	и что	2	2
122	не так	2	2
123	в результате	2	2
124	даже и	2	2
125	в своих	2	2
126	ничего не	3	2
127	с ним	2	2
128	могло бы	2	2
129	мира в	2	2
