N	2gram	Vygotskiy__7	Problema
1	в его	4	43
2	и не	18	42
3	и в	26	38
4	не может	11	27
5	может быть	7	26
6	как бы	6	22
7	по отношению	6	21
8	отношению к	5	19
9	и с	5	17
10	и его	12	16
11	в нем	2	15
12	в этом	29	15
13	прежде всего	7	13
14	только в	8	13
15	но не	3	12
16	ни в	2	11
17	во всех	6	11
18	и для	5	11
19	в области	4	11
20	к нему	3	10
21	отношение к	2	10
22	в их	2	10
23	таким образом	23	10
24	но и	11	9
25	не имеет	2	9
26	его в	2	9
27	не только	24	9
28	в том	18	8
29	точки зрения	28	8
30	было бы	6	8
31	для нее	3	8
32	то что	24	8
33	входит в	2	8
34	слова в	5	7
35	что в	12	7
36	с другой	4	7
37	с помощью	13	7
38	не в	4	7
39	в самом	9	7
40	как и	15	7
41	еще не	4	7
42	совершенно не	2	7
43	в своей	3	7
44	как мы	14	7
45	и наконец	4	6
46	а в	2	6
47	в м	2	6
48	не есть	4	6
49	все же	6	6
50	самом деле	6	6
51	с точки	21	6
52	мы можем	3	6
53	отношения к	2	6
54	ничего не	2	6
55	то же	8	5
56	это не	3	5
57	имеет место	4	5
58	никогда не	4	5
59	все эти	6	5
60	должно быть	2	5
61	в основе	3	5
62	с ним	3	5
63	и о	3	5
64	в большинстве	2	5
65	так и	3	5
66	в отличие	2	5
67	большинстве случаев	2	5
68	а не	6	5
69	могут быть	2	5
70	отличие от	2	5
71	не менее	4	4
72	в нашем	4	4
73	на самом	3	4
74	только по	3	4
75	должны быть	4	4
76	в ней	3	4
77	в конечном	2	4
78	в виду	5	4
79	данном случае	5	4
80	и только	4	4
81	которых мы	2	4
82	сказать что	8	4
83	в то	3	4
84	о том	4	4
85	и потому	3	4
86	но в	4	4
87	значение слова	13	4
88	конечном счете	2	4
89	в ее	6	4
90	относится к	2	4
91	как в	4	4
92	может и	2	4
93	тем самым	8	4
94	что не	2	4
95	между ними	3	4
96	можно было	2	4
97	в данном	5	4
98	в себе	9	4
99	к действительности	2	3
100	себя и	2	3
101	и от	4	3
102	слова но	3	3
103	тем не	3	3
104	но это	3	3
105	из важнейших	3	3
106	одной стороны	5	3
107	несмотря на	2	3
108	не является	3	3
109	и тем	6	3
110	как такового	2	3
111	в целом	5	3
112	все это	3	3
113	с одной	5	3
114	также и	2	3
115	если бы	5	3
116	и к	7	3
117	она может	2	3
118	том что	17	3
119	все что	6	3
120	со всеми	2	3
121	одной из	4	3
122	мы в	3	3
123	он не	3	3
124	нет и	3	3
125	приводит к	4	3
126	но с	2	3
127	менее всего	3	3
128	в слове	11	3
129	с другими	3	3
130	вопроса о	2	3
131	на ее	2	3
132	слова и	10	3
133	едва ли	4	3
134	для лингвистики	3	2
135	чем в	4	2
136	я не	3	2
137	не могут	4	2
138	и весь	2	2
139	отнесенности и	2	2
140	представляется нам	3	2
141	и есть	2	2
142	от ее	2	2
143	в этих	2	2
144	в какой	6	2
145	столь же	2	2
146	что все	2	2
147	на то	4	2
148	можно сказать	5	2
149	что оно	4	2
150	не можем	4	2
151	в свою	2	2
152	в работах	2	2
153	случае не	2	2
154	что это	6	2
155	это отношение	2	2
156	совпадает с	3	2
157	именно поэтому	2	2
158	какой мере	2	2
159	в котором	4	2
160	и значение	5	2
161	отличается от	3	2
162	как к	3	2
163	этом отношении	3	2
164	и других	2	2
165	форм и	2	2
166	в самой	3	2
167	лишь в	2	2
168	и что	6	2
169	того что	14	2
170	действительности в	2	2
171	есть только	2	2
172	слова с	4	2
173	и здесь	2	2
174	в своих	2	2
175	нуждается в	3	2
176	к его	2	2
177	в начале	5	2
178	во всем	3	2
179	мы должны	6	2
180	же самое	5	2
181	как это	5	2
182	и которые	2	2
183	следовательно не	2	2
184	находит свое	3	2
185	и во	4	2
186	рабочая гипотеза	2	2
187	к этому	2	2
188	вовсе не	2	2
189	есть не	3	2
190	о которых	2	2
191	что он	8	2
192	у нас	2	2
193	и при	2	2
194	связи с	4	2
195	лучшем случае	2	2
196	она не	5	2
197	том же	2	2
198	зрения самого	2	2
199	что и	3	2
200	не совпадает	3	2
201	в современной	2	2
202	нами в	4	2
203	можно говорить	2	2
204	того чтобы	19	2
205	для того	18	2
206	из которых	2	2
207	слово и	9	2
208	тенденцию к	3	2
209	и он	2	2
210	в лучшем	2	2
211	или в	2	2
212	тем что	9	2
213	и ее	2	2
214	показать что	4	2
215	с предметом	2	2
216	что эта	6	2
217	в чем	3	2
218	понятий и	2	2
