N	2gram	Losev_Prob_1	KulturaY
1	и т	11	39
2	потому что	16	25
3	и в	32	23
4	не только	17	20
5	в том	9	19
6	в этом	19	18
7	и не	31	16
8	было бы	8	15
9	так как	11	15
10	может быть	14	15
11	т д	10	14
12	точки зрения	3	14
13	если бы	4	12
14	у нас	14	12
15	в самом	6	12
16	все эти	8	12
17	том что	12	11
18	того чтобы	9	11
19	в области	2	11
20	но в	14	11
21	что в	12	10
22	по себе	15	10
23	а не	15	10
24	вовсе не	35	9
25	в сущности	2	9
26	то что	42	9
27	самом деле	6	9
28	для того	8	9
29	хотя бы	3	9
30	можно было	3	9
31	не может	8	9
32	с другой	3	8
33	прежде всего	10	8
34	не в	4	8
35	в качестве	2	8
36	только потому	3	8
37	уже не	3	8
38	и что	9	8
39	и пр	4	8
40	с точки	3	8
41	что это	3	7
42	не менее	19	7
43	но и	9	7
44	другой стороны	3	7
45	и с	2	7
46	это не	6	6
47	по крайней	2	6
48	крайней мере	2	6
49	да и	3	6
50	в этой	10	6
51	но не	9	6
52	что не	3	6
53	тем не	18	6
54	вопроса о	2	6
55	то же	10	6
56	между тем	2	6
57	и на	8	6
58	что мы	13	6
59	не могут	2	5
60	что все	3	5
61	этом смысле	6	5
62	ясно что	3	5
63	что он	7	5
64	подобного рода	5	5
65	об этом	10	5
66	по существу	2	5
67	еще не	9	5
68	несмотря на	3	5
69	в его	6	5
70	всяком случае	3	5
71	один из	4	5
72	и тем	13	5
73	вместе с	2	5
74	что же	9	5
75	все это	7	5
76	таким образом	6	5
77	как это	6	5
78	и то	6	5
79	во всяком	7	5
80	и здесь	6	5
81	только в	7	5
82	также и	11	5
83	мы имеем	2	5
84	можно ли	5	4
85	отнюдь не	10	4
86	в них	7	4
87	перед нами	5	4
88	на то	8	4
89	если мы	11	4
90	можно сказать	5	4
91	к тому	3	4
92	но только	2	4
93	для нас	5	4
94	ни в	7	4
95	но все	3	4
96	должно быть	2	4
97	или в	4	4
98	хотя и	6	4
99	как бы	14	4
100	однако не	3	4
101	в нем	13	4
102	на этой	2	4
103	так же	9	4
104	в связи	4	4
105	не было	4	4
106	этой области	2	4
107	и о	8	4
108	не имеет	2	4
109	в данном	9	4
110	в результате	2	4
111	сказать что	13	4
112	могут быть	2	4
113	в каком	3	4
114	говорить о	6	4
115	в то	6	4
116	в конце	6	4
117	ничего не	10	4
118	так и	12	4
119	уже в	3	3
120	нисколько не	3	3
121	казалось бы	4	3
122	всех этих	7	3
123	для этого	3	3
124	точно так	4	3
125	гораздо более	2	3
126	что оно	3	3
127	а только	5	3
128	а также	4	3
129	о которых	3	3
130	же в	4	3
131	но это	8	3
132	того же	3	3
133	совершенно не	6	3
134	связи с	5	3
135	но для	3	3
136	никак не	4	3
137	он не	3	3
138	что она	5	3
139	как в	4	3
140	как раз	13	3
141	смысл и	3	3
142	с этим	3	3
143	то и	6	3
144	именно в	4	3
145	как мы	7	3
146	того что	7	3
147	что такое	6	3
148	то или	2	3
149	или иначе	2	3
150	а в	4	3
151	и его	3	3
152	конце концов	4	3
153	тем что	7	3
154	знаем что	2	3
155	указание на	4	3
156	в таких	2	3
157	и это	9	3
158	есть в	5	3
159	здесь не	7	3
160	в виду	6	3
161	в отношении	3	2
162	только для	3	2
163	мы будем	2	2
164	же как	2	2
165	с тем	5	2
166	сознания и	2	2
167	себе не	3	2
168	и есть	6	2
169	никогда не	7	2
170	оно не	3	2
171	не как	2	2
172	и все	7	2
173	и до	2	2
174	не просто	23	2
175	или иного	2	2
176	таких случаях	2	2
177	говоря уже	2	2
178	что они	3	2
179	этом случае	2	2
180	в самой	3	2
181	следовательно и	2	2
182	чтобы понять	3	2
183	и потому	2	2
184	что если	2	2
185	не хватает	2	2
186	этот термин	4	2
187	смысле слова	7	2
188	но что	2	2
189	как будто	3	2
190	она не	2	2
191	при этом	6	2
192	по поводу	4	2
193	но есть	2	2
194	и если	6	2
195	мы в	3	2
196	в целях	2	2
197	между прочим	2	2
198	по преимуществу	2	2
199	обратить внимание	3	2
200	того или	2	2
201	же и	3	2
202	и даже	11	2
203	так или	2	2
204	здесь то	2	2
205	к нему	3	2
206	но уже	5	2
207	в своей	8	2
208	на том	4	2
209	рабочих и	3	2
210	не говоря	4	2
211	данном случае	8	2
212	не хочет	3	2
213	а именно	12	2
214	в их	4	2
215	для обозначения	4	2
216	вообще и	4	2
217	и следовательно	3	2
218	в своем	5	2
219	не на	3	2
220	мы говорим	3	2
221	того как	3	2
222	и для	4	2
223	которых мы	2	2
224	еще и	5	2
225	все равно	5	2
226	на самом	6	2
227	как и	3	2
228	в буквальном	3	2
229	этого термина	4	2
230	тем самым	4	2
231	и вовсе	4	2
232	говорим о	2	2
233	на этот	3	2
234	который мы	2	2
235	что значит	3	2
236	что для	2	2
237	в которых	3	2
238	однако и	3	2
239	даже и	8	2
240	он и	8	2
241	и еще	3	2
242	это только	2	2
243	и вообще	4	2
244	ни на	4	2
245	мы должны	5	2
246	иметь в	4	2
247	а это	2	2
248	не то	2	2
