N	2gram	Vinokur_St_1	Vvedenie
1	и т	30	42
2	т д	21	36
3	т е	15	35
4	и в	44	32
5	в том	36	31
6	в этом	21	30
7	может быть	15	26
8	том что	29	26
9	не только	18	22
10	для того	10	21
11	того чтобы	11	20
12	таким образом	7	19
13	также и	9	18
14	то что	18	16
15	потому что	6	15
16	так как	5	15
17	но также	9	14
18	не может	8	14
19	в самом	7	13
20	в нем	5	13
21	о том	17	13
22	со стороны	6	13
23	того что	9	12
24	и не	16	12
25	в его	9	12
26	xix в	5	12
27	только в	10	12
28	ясно что	10	11
29	в ее	4	11
30	в данном	14	11
31	языка и	4	10
32	что в	30	10
33	но в	10	9
34	в истории	3	9
35	между тем	3	9
36	то же	5	9
37	в той	6	9
38	не менее	5	8
39	с другой	9	8
40	это не	8	8
41	тем не	2	8
42	не в	12	8
43	именно в	6	8
44	прежде всего	7	7
45	вопрос о	4	7
46	смысле этого	2	7
47	точки зрения	11	7
48	в применении	3	7
49	о котором	2	7
50	но не	3	7
51	было бы	17	7
52	все же	8	7
53	дело с	2	7
54	самом деле	11	7
55	можно было	13	7
56	из этих	6	6
57	до сих	7	6
58	же время	4	6
59	но и	10	6
60	все это	5	6
61	применении к	3	6
62	и даже	5	6
63	в то	9	6
64	его в	2	6
65	вовсе не	19	6
66	не трудно	3	6
67	как и	9	6
68	в качестве	4	6
69	сих пор	7	6
70	а именно	3	6
71	хотя бы	6	6
72	и его	8	6
73	этот вопрос	4	6
74	тем что	5	6
75	и это	2	6
76	уже в	2	5
77	в какой	3	5
78	так что	6	5
79	так например	7	5
80	на этот	3	5
81	но если	4	5
82	как бы	4	5
83	и тем	3	5
84	в целом	5	5
85	а как	2	5
86	данном случае	6	5
87	другой стороны	7	5
88	в которых	5	5
89	сказать что	7	5
90	мере в	2	5
91	быть в	2	5
92	об этом	3	5
93	в г	3	5
94	т п	9	5
95	д но	4	5
96	а не	16	5
97	что не	3	5
98	могут быть	5	5
99	на вопрос	4	4
100	с этой	3	4
101	в каждом	3	4
102	этом случае	2	4
103	как о	2	4
104	одной стороны	2	4
105	всяком случае	6	4
106	в котором	5	4
107	так или	2	4
108	в тексте	12	4
109	по отношению	3	4
110	этом отношении	7	4
111	еще и	2	4
112	с одной	3	4
113	и что	4	4
114	в и	130	4
115	не имеет	4	4
116	а в	17	4
117	одно из	2	4
118	даже и	2	4
119	но ведь	8	4
120	в первом	2	4
121	как это	4	4
122	мы имеем	2	4
123	е в	2	4
124	от этого	2	4
125	должен был	2	4
126	по крайней	2	4
127	что он	10	4
128	еще не	3	4
129	крайней мере	2	4
130	отношению к	3	4
131	в своей	6	4
132	внимание на	3	4
133	как раз	4	4
134	в виде	3	4
135	и для	3	4
136	той же	5	4
137	или иначе	2	4
138	и то	5	4
139	во всяком	6	4
140	в себе	2	4
141	только с	2	4
142	истории литературы	2	3
143	совсем не	2	3
144	что это	4	3
145	в частности	4	3
146	в этих	2	3
147	вообще не	2	3
148	в конце	3	3
149	а потому	2	3
150	бы и	4	3
151	да и	3	3
152	но все	4	3
153	в этой	11	3
154	том отношении	4	3
155	что с	2	3
156	при этом	2	3
157	такого рода	2	3
158	в ней	3	3
159	то это	3	3
160	к нему	2	3
161	и уже	2	3
162	отношение к	2	3
163	во второй	9	3
164	из них	8	3
165	дело не	4	3
166	что она	4	3
167	в своем	2	3
168	эти науки	2	3
169	все эти	5	3
170	этой области	5	3
171	заключается в	4	3
172	свое время	2	3
173	так же	5	3
174	культуры в	3	3
175	в результате	3	3
176	работы в	3	3
177	говорить о	2	3
178	в начале	3	3
179	при помощи	2	3
180	нисколько не	2	3
181	если бы	9	3
182	так называемой	2	3
183	материал для	3	3
184	говорит о	3	3
185	в чем	3	3
186	чем в	3	3
187	отношении что	2	3
188	ответа на	2	3
189	в сущности	2	3
190	в свое	2	3
191	а также	2	3
192	с историей	2	3
193	гораздо более	4	3
194	должен быть	3	3
195	что и	6	3
196	дело в	6	3
197	своего рода	3	3
198	в очень	3	3
199	что же	6	3
200	этой работы	2	3
201	но с	3	3
202	в каком	3	3
203	и вообще	3	3
204	как будто	4	3
205	ответ на	3	3
206	в области	14	3
207	в основу	4	2
208	же как	3	2
209	должна быть	3	2
210	никогда не	5	2
211	тому что	3	2
212	для этого	2	2
213	в отношении	9	2
214	это в	4	2
215	задний план	3	2
216	по истории	2	2
217	но это	6	2
218	тем или	3	2
219	данном отношении	5	2
220	и сам	2	2
221	несмотря на	2	2
222	из двух	3	2
223	из истории	3	2
224	научной работы	4	2
225	меньшей мере	3	2
226	не было	4	2
227	о них	2	2
228	же касается	3	2
229	во втором	4	2
230	есть только	2	2
231	по его	2	2
232	и те	2	2
233	и с	3	2
234	и так	3	2
235	с этим	3	2
236	доказывать что	2	2
237	так и	9	2
238	могло бы	2	2
239	и творчества	2	2
240	не существует	3	2
241	дело что	2	2
242	по этому	3	2
243	так называемая	3	2
244	история литературы	2	2
245	у нас	11	2
246	по существу	2	2
247	тем более	4	2
248	должна была	4	2
249	литературы и	2	2
250	того же	3	2
251	во всех	8	2
252	что мы	5	2
253	или иным	3	2
254	жизни и	5	2
255	ни с	3	2
256	этого слова	2	2
257	быть и	2	2
258	и тогда	2	2
259	вряд ли	5	2
260	этому поводу	2	2
261	хотя в	2	2
262	из того	2	2
263	и сейчас	4	2
264	по меньшей	3	2
265	о которой	3	2
266	в печати	5	2
267	с точки	8	2
268	другом месте	2	2
269	мы не	2	2
270	языка не	2	2
271	в другом	3	2
272	будто бы	3	2
273	а если	2	2
274	ничего не	2	2
275	если это	3	2
276	что нет	2	2
