N	2gram	Berdyaev_M_1	Problemy
1	и не	11	31
2	и в	28	29
3	в его	9	24
4	может быть	30	24
5	а не	25	22
6	в этом	20	22
7	т е	2	21
8	как бы	2	19
9	в нем	13	19
10	точки зрения	4	19
11	для него	11	18
12	у достоевского	42	16
13	не только	29	15
14	то что	5	15
15	не как	4	14
16	но и	25	14
17	и его	9	14
18	уже не	4	13
19	достоевского не	4	12
20	как и	5	12
21	о себе	3	12
22	достоевского в	9	12
23	не может	28	12
24	в самом	11	10
25	из подполья	10	10
26	в то	2	10
27	только в	6	10
28	с его	3	9
29	это не	5	9
30	все же	2	9
31	но не	8	9
32	о нем	2	9
33	все эти	2	9
34	достоевского как	2	9
35	если бы	2	9
36	романов достоевского	3	8
37	в своем	10	8
38	до конца	14	8
39	что он	10	8
40	что в	10	8
41	отношению к	2	8
42	в своей	15	8
43	по отношению	2	8
44	потому что	16	8
45	в том	6	8
46	о достоевском	7	7
47	прежде всего	10	7
48	а как	2	7
49	том что	3	7
50	не в	16	7
51	она не	4	7
52	за пределы	4	7
53	достоевского и	10	7
54	входит в	2	7
55	и как	2	7
56	а в	4	7
57	и на	6	7
58	в себе	7	7
59	мира и	5	7
60	но в	7	7
61	все это	6	6
62	в конце	7	6
63	не могут	5	6
64	о мире	2	6
65	достоевский в	5	6
66	к нему	7	6
67	одним из	2	6
68	был бы	10	6
69	самого достоевского	2	6
70	как в	2	6
71	достоевского но	3	6
72	в самой	7	6
73	в мире	10	6
74	менее всего	7	6
75	могут быть	2	6
76	этого мира	3	6
77	его в	3	6
78	и потому	10	6
79	так как	3	6
80	должна быть	6	5
81	творчество достоевского	13	5
82	было бы	10	5
83	это и	4	5
84	у него	17	5
85	он не	24	5
86	мысли и	2	5
87	в творчестве	10	5
88	конце концов	2	5
89	с их	2	5
90	он и	2	5
91	для достоевского	5	5
92	творчестве достоевского	4	5
93	и это	12	5
94	с ним	2	5
95	ничего не	3	5
96	личности в	2	4
97	бы и	3	4
98	что и	4	4
99	его как	2	4
100	ивана карамазова	7	4
101	и с	3	4
102	не значит	2	4
103	в свете	3	4
104	и для	2	4
105	не было	18	4
106	достоевского к	5	4
107	тем что	4	4
108	должно быть	3	4
109	в основе	2	4
110	в этой	6	4
111	человека в	13	4
112	он знает	2	3
113	уже в	4	3
114	он сам	6	3
115	в человеке	8	3
116	никогда не	14	3
117	в них	4	3
118	все в	6	3
119	достоевского с	2	3
120	достоевский не	6	3
121	достоевского нет	5	3
122	все что	2	3
123	герои достоевского	4	3
124	человека из	2	3
125	себе и	2	3
126	в их	4	3
127	мир в	3	3
128	достоевского было	3	3
129	приводит к	2	3
130	и у	2	3
131	по достоевскому	2	3
132	достоевского мы	2	3
133	отличается от	2	3
134	его творчества	2	3
135	сказать что	2	3
136	он в	2	3
137	достоевский был	9	3
138	этот мир	2	3
139	не знает	4	3
140	как будто	2	3
141	отношении к	2	3
142	карамазова и	2	3
143	бы в	2	3
144	отношения к	4	3
145	в мир	3	3
146	все его	3	3
147	его духа	8	2
148	себя и	3	2
149	человек и	6	2
150	хотя бы	3	2
151	с этой	4	2
152	и во	2	2
153	и от	2	2
154	мира не	3	2
155	в жизни	3	2
156	своих героев	2	2
157	с которой	2	2
158	человеческого духа	26	2
159	вопрос о	2	2
160	и нет	2	2
161	и к	2	2
162	не есть	9	2
163	жизни и	2	2
164	его творчество	2	2
165	достоевского он	7	2
166	мы видим	2	2
167	чем в	2	2
168	него не	2	2
169	есть и	3	2
170	ведь это	2	2
171	и человек	2	2
172	конечно не	3	2
173	он ни	2	2
174	до сих	2	2
175	в котором	8	2
176	один из	4	2
177	отношение к	4	2
178	идеи но	2	2
179	сих пор	2	2
180	записок из	5	2
181	или к	4	2
182	в той	2	2
183	и что	2	2
184	на этот	2	2
185	к этим	2	2
186	в которых	4	2
187	в ней	15	2
188	одно из	3	2
189	но он	9	2
190	великого инквизитора	5	2
191	на пути	4	2
192	и есть	14	2
193	в истории	2	2
194	в россии	2	2
195	в которой	6	2
196	с этим	3	2
197	человека но	4	2
