N	2gram	Vinokur_St_3	Analitik
1	в этом	24	18
2	и в	25	16
3	не только	12	16
4	так и	5	15
5	как и	4	14
6	в том	20	12
7	своего рода	3	12
8	но и	9	12
9	и не	10	12
10	том что	15	12
11	в качестве	4	11
12	могут быть	2	10
13	как бы	6	10
14	а не	5	10
15	лишь в	4	9
16	в этой	14	9
17	ничего не	4	9
18	то есть	2	9
19	состоит в	4	8
20	в целом	4	8
21	к тому	2	7
22	то что	12	7
23	о том	8	7
24	а также	4	7
25	с другой	5	6
26	в самом	2	6
27	и на	6	6
28	говорить о	3	6
29	может быть	19	6
30	но в	5	6
31	и к	4	5
32	с одной	2	5
33	не менее	2	4
34	в конце	6	4
35	можно сказать	4	4
36	у него	9	4
37	уже не	3	4
38	не в	6	4
39	но не	2	4
40	того же	2	4
41	для него	3	4
42	одной стороны	3	4
43	в сущности	2	4
44	и тем	4	4
45	во всех	2	4
46	как в	6	4
47	все это	8	4
48	как раз	3	4
49	не может	7	4
50	на этом	3	4
51	и его	3	4
52	то же	5	4
53	не так	3	4
54	точки зрения	7	4
55	только в	6	4
56	в рамках	2	3
57	не был	2	3
58	место в	6	3
59	борьба с	2	3
60	никогда не	2	3
61	как о	2	3
62	не столько	2	3
63	по крайней	4	3
64	что касается	7	3
65	одного из	2	3
66	прежде всего	10	3
67	или иной	2	3
68	этого слова	2	3
69	при всей	2	3
70	одной из	2	3
71	тем не	2	3
72	не мог	2	3
73	так что	11	3
74	есть в	2	3
75	было бы	7	3
76	крайней мере	4	3
77	несмотря на	3	3
78	и если	3	3
79	на себе	2	3
80	мы имеем	5	3
81	на его	4	3
82	в центре	4	3
83	в речи	4	3
84	и за	2	3
85	или в	2	3
86	со стороны	3	3
87	в словах	3	3
88	в их	3	3
89	если бы	4	3
90	ответ на	5	3
91	этом отношении	4	3
92	а в	6	3
93	как мы	2	3
94	в результате	2	3
95	случае в	2	3
96	тем что	19	3
97	попадает в	3	3
98	в эту	4	3
99	я и	3	3
100	в общем	4	2
101	а как	4	2
102	того что	5	2
103	речь идет	2	2
104	была бы	4	2
105	в реплике	2	2
106	что все	3	2
107	этом смысле	4	2
108	к этому	3	2
109	вовсе не	2	2
110	на то	5	2
111	его как	3	2
112	он был	3	2
113	из его	7	2
114	должна была	4	2
115	а то	2	2
116	же время	3	2
117	что в	19	2
118	еще не	2	2
119	такого рода	5	2
120	в своей	4	2
121	нас к	2	2
122	в котором	5	2
123	один из	2	2
124	это было	8	2
125	с ее	2	2
126	вместе с	2	2
127	дело не	2	2
128	всего в	4	2
129	другой стороны	5	2
130	внимание на	2	2
131	таким образом	10	2
132	той же	2	2
133	на котором	2	2
134	т е	8	2
135	не имеет	2	2
136	и для	4	2
137	с точки	4	2
138	на основе	2	2
139	между тем	6	2
140	и во	2	2
141	одно из	2	2
142	он не	5	2
143	он и	2	2
144	этого рода	3	2
145	на протяжении	4	2
146	в то	7	2
147	в его	12	2
148	в поэзии	2	2
149	жизни но	2	2
150	в этих	11	2
151	сказать что	4	2
152	в устах	4	2
153	произведения как	2	2
