N	2gram	Vygotskiy__7	Myslijsy
1	потому что	16	46
2	в слове	11	32
3	в том	18	32
4	и в	26	30
5	может быть	7	28
6	то же	8	23
7	не только	24	21
8	только в	8	21
9	для нас	2	20
10	но и	11	19
11	том что	17	18
12	то что	24	18
13	того что	14	18
14	что в	12	17
15	не есть	4	17
16	по себе	3	16
17	в себе	9	16
18	в сознании	6	15
19	не в	4	15
20	и не	18	15
21	а не	6	15
22	таким образом	23	14
23	что и	3	13
24	так как	14	13
25	точно так	2	12
26	вместе с	12	12
27	а в	2	12
28	если бы	5	12
29	этого слова	3	11
30	так и	3	11
31	что оно	4	11
32	как и	15	10
33	как в	4	10
34	и что	6	10
35	в этом	29	10
36	в то	3	10
37	из этих	3	9
38	для него	3	9
39	было бы	6	9
40	в нем	2	9
41	мы не	7	9
42	тогда когда	5	9
43	в самом	9	8
44	в ней	3	8
45	что не	2	8
46	только что	5	8
47	что мы	9	8
48	и то	7	8
49	слова в	5	7
50	смысле этого	3	7
51	с другой	4	7
52	что слово	2	7
53	вовсе не	2	7
54	к тому	7	7
55	как мы	14	7
56	так что	4	7
57	с тем	5	7
58	но не	3	7
59	есть не	3	7
60	с одной	5	7
61	тем самым	8	7
62	тем что	9	7
63	что он	8	6
64	но это	3	6
65	с этим	2	6
66	то и	4	6
67	не может	11	6
68	и слово	3	6
69	не имеет	2	6
70	с ним	3	6
71	есть представление	2	6
72	значение слова	13	5
73	уже в	2	5
74	одно из	5	5
75	не могут	4	5
76	словом и	10	5
77	очевидно что	3	5
78	еще не	4	5
79	в действительности	2	5
80	только по	3	5
81	и тем	6	5
82	отношению к	5	5
83	не менее	4	5
84	развития мысли	2	5
85	по отношению	6	5
86	одно и	3	5
87	есть только	2	5
88	должно быть	2	5
89	слово не	2	5
90	как на	6	5
91	с другими	3	5
92	сказать что	8	5
93	к ней	2	5
94	слова и	10	5
95	на деле	2	5
96	что это	6	4
97	столь же	2	4
98	и от	4	4
99	одной и	2	4
100	мы видели	3	4
101	по мере	7	4
102	в смысле	6	4
103	все это	3	4
104	все что	6	4
105	то время	2	4
106	в его	4	4
107	относится к	2	4
108	себя и	2	4
109	в котором	4	4
110	один из	2	4
111	и его	12	4
112	он не	3	4
113	для того	18	4
114	тем же	5	4
115	и по	3	4
116	что для	2	4
117	того как	2	4
118	мы должны	6	4
119	и потому	3	4
120	и при	2	4
121	и есть	2	3
122	могут быть	2	3
123	одним и	2	3
124	тому что	9	3
125	прежде всего	7	3
126	что все	2	3
127	к этому	2	3
128	представить себе	3	3
129	и вместе	2	3
130	не можем	4	3
131	оно имеет	2	3
132	оно есть	5	3
133	тем не	3	3
134	именно в	6	3
135	есть в	3	3
136	свою очередь	2	3
137	мы можем	3	3
138	что при	2	3
139	в свою	2	3
140	до сих	3	3
141	можно сказать	5	3
142	одной стороны	5	3
143	никак не	5	3
144	только потому	3	3
145	и следовательно	5	3
146	что она	8	3
147	как бы	6	3
148	из двух	3	3
149	никто не	2	3
150	для себя	24	3
151	в целом	5	3
152	каждой из	3	3
153	время в	2	3
154	только на	3	3
155	к мысли	4	3
156	как слово	2	3
157	того чтобы	19	3
158	слово и	9	3
159	к нему	3	3
160	в силу	5	3
161	друг друга	4	3
162	так же	14	3
163	или в	2	3
164	слова с	4	3
165	образом в	2	3
166	в начале	5	3
167	его в	2	3
168	в первом	3	3
169	ответ на	2	3
170	здесь как	2	3
171	в чем	3	3
172	в которой	11	3
173	возможно только	2	3
174	сих пор	3	3
175	только не	11	2
176	перед нами	2	2
177	во время	2	2
178	прежде чем	2	2
179	об этом	3	2
180	связи с	4	2
181	котором мы	2	2
182	внутреннее единство	2	2
183	от нее	2	2
184	в какой	6	2
185	его с	3	2
186	первом случае	3	2
187	что внутренняя	5	2
188	в собственном	3	2
189	есть то	3	2
190	показывает что	2	2
191	его к	2	2
192	на то	4	2
193	отношение к	2	2
194	и сказуемого	2	2
195	слова но	3	2
196	одной из	4	2
197	что с	5	2
198	на котором	3	2
199	в ее	6	2
200	мысль не	4	2
201	мы видим	3	2
202	в этой	3	2
203	что они	10	2
204	по своему	9	2
205	и слова	6	2
206	она не	5	2
207	несмотря на	2	2
208	к слову	14	2
209	на его	2	2
210	не могла	2	2
211	в речи	5	2
212	и той	2	2
213	и о	3	2
214	подлежащего и	3	2
215	том же	2	2
216	должно было	2	2
217	в предложении	2	2
218	мы уже	3	2
219	но этот	2	2
220	даже в	2	2
221	но мы	3	2
222	все же	6	2
223	в своей	3	2
224	и до	2	2
225	собственном смысле	3	2
226	начале развития	3	2
227	что же	2	2
228	мысли и	11	2
229	в их	2	2
230	целый ряд	4	2
231	которое было	2	2
232	входит в	2	2
233	этом отношении	3	2
234	и значением	5	2
235	это и	4	2
236	для ребенка	2	2
237	из того	3	2
238	но только	3	2
239	развития в	3	2
240	деятельности и	3	2
241	самом деле	6	2
242	и наконец	4	2
243	ко всем	2	2
244	речи есть	3	2
245	той же	8	2
246	в которых	2	2
247	что по	2	2
248	в мысли	3	2
249	с этой	5	2
250	это единство	2	2
251	ни в	2	2
252	точки зрения	28	2
253	связь между	6	2
254	себя от	2	2
255	бы в	5	2
256	о том	4	2
257	что эта	6	2
258	которое мы	2	2
259	в области	4	2
260	и с	5	2
