N	2gram	Berdyaev_M_2	Problemy
1	и в	46	43
2	и не	18	29
3	т е	4	26
4	может быть	21	23
5	как бы	8	22
6	не может	15	18
7	у достоевского	34	14
8	но и	15	14
9	как и	13	14
10	точки зрения	2	13
11	в этом	20	13
12	что он	7	13
13	в нем	22	12
14	в каждом	3	11
15	не в	9	11
16	по себе	2	11
17	не только	18	11
18	прежде всего	12	10
19	и на	3	10
20	но в	10	10
21	в его	5	10
22	никогда не	18	9
23	в сущности	2	9
24	он не	10	9
25	с самим	3	8
26	для него	18	8
27	лишь в	2	8
28	то же	5	8
29	и его	5	8
30	до сих	3	7
31	в самом	5	7
32	к себе	2	7
33	то что	5	7
34	сих пор	3	7
35	что же	2	7
36	а не	13	7
37	в этих	2	6
38	в том	3	6
39	и все	5	6
40	у него	22	6
41	то перед	2	6
42	да и	2	5
43	так что	2	5
44	хотя и	2	5
45	к нему	2	5
46	по отношению	2	5
47	а в	2	5
48	и с	3	5
49	самим собою	2	5
50	бы в	2	5
51	к другому	3	5
52	о том	3	5
53	мы увидим	2	5
54	и что	2	5
55	отношению к	2	5
56	и он	11	5
57	сам по	2	5
58	в себе	10	5
59	я не	5	4
60	что в	4	4
61	в своем	8	4
62	к тому	5	4
63	до конца	4	4
64	но это	8	4
65	и нет	3	4
66	другого человека	2	4
67	себе и	2	4
68	ни одного	2	4
69	должно быть	2	4
70	же и	2	4
71	но он	11	4
72	человека в	14	4
73	так как	8	4
74	с его	4	4
75	с собой	2	4
76	в них	3	4
77	в своей	5	4
78	достоевского в	2	4
79	во всех	2	4
80	достоевский в	3	4
81	только в	3	4
82	и это	5	4
83	в человеке	2	3
84	себя и	3	3
85	в отношении	5	3
86	это не	5	3
87	тут в	2	3
88	есть и	3	3
89	он сам	6	3
90	достоевского не	3	3
91	или иной	2	3
92	он был	9	3
93	есть в	3	3
94	но для	2	3
95	для достоевского	8	3
96	и здесь	6	3
97	творчестве достоевского	3	3
98	во всем	5	3
99	обращен к	4	3
100	его в	3	3
101	а за	2	3
102	с ним	3	3
103	между тем	2	3
104	в жизни	4	3
105	сознания и	2	3
106	чем у	4	3
107	если бы	3	3
108	не знает	9	3
109	и к	7	3
110	она не	8	3
111	тот же	2	3
112	что и	4	3
113	себя в	4	3
114	так и	4	3
115	к самому	2	3
116	другого в	2	3
117	уже не	4	3
118	также и	4	3
119	и для	7	3
120	той же	3	3
121	можно было	2	3
122	ничего не	2	3
123	тем что	3	3
124	это все	2	3
125	и этим	2	3
126	а лишь	2	2
127	уже в	2	2
128	не был	2	2
129	но на	2	2
130	что у	4	2
131	та же	10	2
132	в конце	5	2
133	переходит в	8	2
134	человека и	7	2
135	в образе	3	2
136	вопрос о	6	2
137	одна и	3	2
138	ни в	3	2
139	лишь как	3	2
140	что это	6	2
141	из подполья	2	2
142	отношение к	8	2
143	для чего	3	2
144	для этого	4	2
145	отношения к	2	2
146	достоевского и	2	2
147	но эта	2	2
148	того что	6	2
149	так же	6	2
150	чтобы не	3	2
151	в своих	3	2
152	сказать что	3	2
153	он так	2	2
154	но этот	2	2
155	перед ним	4	2
156	как он	3	2
157	человек и	2	2
158	я и	2	2
159	и та	2	2
160	друг к	5	2
161	превращается в	2	2
162	в такой	3	2
163	что было	3	2
164	у нас	11	2
165	достоевский не	5	2
166	достоевского нет	2	2
167	в которые	2	2
168	ивана карамазова	7	2
169	не могу	6	2
170	на почве	3	2
171	не есть	13	2
172	к другу	5	2
173	быть и	2	2
174	ее в	2	2
175	момент его	2	2
176	бы и	5	2
177	как в	7	2
178	еще более	2	2
179	том что	4	2
180	что не	2	2
181	должны быть	4	2
182	и эта	2	2
183	хотя бы	7	2
184	и всегда	3	2
185	с другим	3	2
186	отношении к	3	2
187	бы не	2	2
188	и самое	2	2
189	в творчестве	3	2
190	того как	3	2
