N	2gram	Voloshinov_1	RusskieA
1	и в	38	36
2	не только	27	22
3	том что	3	19
4	в том	2	17
5	но и	13	16
6	так как	7	15
7	в этом	10	12
8	это не	3	10
9	как мы	9	10
10	как и	10	10
11	вместе с	5	10
12	и на	6	10
13	потому что	5	10
14	об этом	3	9
15	а в	5	9
16	с тем	8	8
17	у нас	4	8
18	мы увидим	5	8
19	из них	3	8
20	может быть	13	8
21	один из	4	8
22	о том	4	8
23	как это	5	8
24	что и	3	7
25	так и	6	7
26	между тем	3	7
27	и не	14	6
28	для нас	3	6
29	при этом	9	6
30	уже не	4	6
31	таким образом	7	6
32	мы не	9	6
33	все это	4	6
34	то что	8	6
35	этом случае	3	5
36	все же	7	5
37	как бы	28	5
38	в которых	2	5
39	как в	2	5
40	тому что	5	4
41	к этому	2	4
42	с собой	2	4
43	как уже	2	4
44	в тех	3	4
45	к тому	4	4
46	представляет собой	2	4
47	еще не	3	4
48	связи с	3	4
49	во всех	6	4
50	и их	5	4
51	не может	12	4
52	в связи	2	4
53	а с	5	4
54	мы имеем	2	4
55	того что	4	4
56	но это	2	4
57	тем что	2	4
58	только в	6	4
59	слова в	5	3
60	для них	2	3
61	что это	4	3
62	связанные с	2	3
63	в этих	2	3
64	в качестве	4	3
65	но все	4	3
66	чаще всего	3	3
67	в одном	3	3
68	так называемой	4	3
69	в свою	6	3
70	и к	4	3
71	несмотря на	2	3
72	только на	3	3
73	не с	3	3
74	в середине	2	3
75	в разных	3	3
76	то же	14	3
77	с точки	5	3
78	так же	4	3
79	ничего не	8	3
80	их в	3	3
81	точки зрения	10	3
82	как например	2	3
83	то есть	4	3
84	этого слова	3	3
85	связаны с	4	3
86	в области	5	3
87	не было	2	2
88	до того	3	2
89	независимо от	5	2
90	в частности	3	2
91	но даже	2	2
92	в нашем	5	2
93	его и	3	2
94	между собой	2	2
95	что у	3	2
96	та же	3	2
97	с этим	2	2
98	и потому	2	2
99	не просто	2	2
100	главным образом	3	2
101	что именно	3	2
102	в нем	4	2
103	не что	4	2
104	в жизни	2	2
105	нас не	2	2
106	и как	9	2
107	в дальнейшем	2	2
108	мы видим	3	2
109	свою очередь	4	2
110	но не	2	2
111	тем и	2	2
112	но что	3	2
113	отнюдь не	10	2
114	связь между	2	2
115	в ней	8	2
116	должно было	3	2
117	в его	6	2
118	подойти к	2	2
119	и с	5	2
120	в целом	4	2
121	как не	2	2
122	с ней	2	2
123	природы и	2	2
124	для наших	2	2
125	должны были	2	2
126	все эти	2	2
127	в какой	2	2
128	на самом	3	2
129	а не	6	2
130	и пр	4	2
131	и для	3	2
132	с ним	2	2
133	или в	2	2
134	за столом	2	2
135	магический обряд	2	2
136	в своих	2	2
137	этот вопрос	2	2
138	мы можем	7	2
139	хотя и	3	2
140	между двумя	2	2
141	должна была	2	2
142	останавливаться на	2	2
143	и здесь	3	2
144	что иное	2	2
145	но в	5	2
146	мы должны	10	2
147	иное как	2	2
148	и поэтому	3	2
