N	2gram	Bakhtin_Pr_2	TeoriaLi
1	не только	11	18
2	и не	29	16
3	а в	5	14
4	и в	43	13
5	может быть	23	12
6	так и	3	12
7	то есть	4	12
8	при этом	6	11
9	в этом	13	11
10	в том	6	11
11	но не	5	10
12	а не	7	10
13	и его	8	10
14	в его	10	9
15	то же	8	9
16	что в	4	8
17	отношению к	5	8
18	но и	14	8
19	по отношению	5	8
20	себя в	3	7
21	в себе	5	7
22	том что	2	7
23	в отличие	4	7
24	точки зрения	13	7
25	в то	7	7
26	только в	4	7
27	отличие от	4	7
28	с его	4	6
29	же время	5	6
30	еще не	9	6
31	в первой	2	6
32	лишь в	8	6
33	как бы	22	6
34	но в	10	6
35	в своем	4	5
36	или иной	3	5
37	как и	14	5
38	не в	11	5
39	в пределах	16	5
40	между ними	4	5
41	в самом	7	5
42	в нем	12	5
43	как в	2	5
44	он не	9	5
45	уже не	3	5
46	с другой	4	5
47	между тем	3	5
48	героя и	5	5
49	не менее	3	4
50	ни в	2	4
51	более или	3	4
52	в своей	4	4
53	то что	7	4
54	отношение к	2	4
55	в форме	2	4
56	или менее	3	4
57	в их	3	4
58	приводит к	6	4
59	не может	18	4
60	в слове	5	4
61	сказать что	2	4
62	хотя и	5	4
63	но он	4	4
64	и ее	3	4
65	не знает	3	4
66	слова в	12	3
67	перед нами	7	3
68	художественного творчества	2	3
69	и др	2	3
70	никогда не	9	3
71	в этих	6	3
72	в отношении	3	3
73	этом смысле	2	3
74	прежде всего	10	3
75	и к	3	3
76	тем не	2	3
77	по своему	2	3
78	для него	8	3
79	того что	2	3
80	и сам	7	3
81	например в	2	3
82	в сторону	2	3
83	той или	3	3
84	этого слова	2	3
85	на почве	2	3
86	в точке	2	3
87	другой стороны	3	3
88	как раз	4	3
89	входит в	2	3
90	таким образом	5	3
91	а с	2	3
92	в другом	7	3
93	и что	5	3
94	или в	8	3
95	самим собой	3	3
96	и то	2	3
97	речи и	4	3
98	на меня	2	3
99	отношении к	2	3
100	его в	3	3
101	все эти	5	3
102	в художественном	3	3
103	в произведении	4	3
104	герой не	2	3
105	я не	4	2
106	сама по	4	2
107	но на	2	2
108	если бы	3	2
109	была бы	2	2
110	могут быть	3	2
111	за пределы	3	2
112	себя и	3	2
113	между собой	2	2
114	в конце	2	2
115	того же	3	2
116	это не	3	2
117	о себе	7	2
118	на фоне	5	2
119	вовсе не	5	2
120	по себе	11	2
121	что он	13	2
122	к тому	4	2
123	что может	2	2
124	об этом	2	2
125	и как	2	2
126	в глаза	2	2
127	в большинстве	9	2
128	одно и	2	2
129	здесь мы	2	2
130	слова как	3	2
131	в виду	3	2
132	даже в	3	2
133	и особенно	2	2
134	к нему	5	2
135	в диалоге	3	2
136	могут оказаться	2	2
137	зрения и	3	2
138	в целом	2	2
139	во всех	4	2
140	образом и	3	2
141	не на	4	2
142	здесь не	6	2
143	в романе	3	2
144	и для	3	2
145	в себя	3	2
146	к одному	6	2
147	в той	5	2
148	и о	2	2
149	с точки	8	2
150	в литературной	2	2
151	и даже	3	2
152	высказывания и	2	2
153	так же	2	2
154	в рассказе	3	2
155	их в	4	2
156	автора и	2	2
157	у него	6	2
158	самим собою	5	2
159	на себя	2	2
160	и здесь	3	2
161	о том	5	2
162	перед ним	2	2
163	и это	4	2
164	автора как	2	2
165	отношения к	2	2
166	я и	2	2
