N	2gram	Vinokur_St_1	Psycholo
1	в том	36	37
2	и в	44	32
3	и что	4	22
4	том что	29	21
5	то что	18	21
6	таким образом	7	21
7	потому что	6	21
8	то есть	2	21
9	что в	30	20
10	так же	5	18
11	может быть	15	18
12	что и	6	17
13	не может	8	17
14	точки зрения	11	17
15	что она	4	16
16	самом деле	11	16
17	того чтобы	11	14
18	что он	10	13
19	при этом	2	13
20	то же	5	13
21	для того	10	13
22	в этом	21	13
23	в самом	7	12
24	не только	18	12
25	заключается в	4	12
26	так как	5	12
27	на то	4	11
28	было бы	17	11
29	в основе	3	11
30	при помощи	2	10
31	как и	9	10
32	и т	30	10
33	но и	10	10
34	и не	16	10
35	с точки	8	10
36	никогда не	5	9
37	что все	2	9
38	что при	2	9
39	как в	13	9
40	в своих	2	9
41	тем что	5	9
42	что это	4	8
43	не менее	5	8
44	не в	12	8
45	дело с	2	8
46	т п	9	8
47	той же	5	8
48	того что	9	8
49	ясно что	10	7
50	такой же	5	7
51	а не	16	7
52	говорит что	3	7
53	в сущности	2	7
54	все эти	5	7
55	можно было	13	7
56	и его	8	7
57	что для	3	7
58	сказать что	7	7
59	как будто	4	7
60	только в	10	7
61	что они	7	7
62	в этой	11	6
63	он не	2	6
64	как бы	4	6
65	целый ряд	2	6
66	о том	17	6
67	если бы	9	6
68	что у	4	5
69	в ней	3	5
70	до сих	7	5
71	сих пор	7	5
72	все это	5	5
73	как раз	4	5
74	этом отношении	7	5
75	на самом	6	5
76	и даже	5	5
77	есть только	2	5
78	в то	9	5
79	и более	2	4
80	же как	3	4
81	из которого	2	4
82	столь же	4	4
83	с этой	3	4
84	что на	2	4
85	тем не	2	4
86	как это	4	4
87	в чем	3	4
88	а на	3	4
89	и сам	2	4
90	несмотря на	2	4
91	материал для	3	4
92	совершенно не	5	4
93	и по	5	4
94	и тем	3	4
95	в нем	5	4
96	все же	8	4
97	при таком	2	4
98	из них	8	4
99	жизни и	5	4
100	данном случае	6	4
101	а в	17	4
102	и все	2	4
103	мы имеем	2	4
104	не имеет	4	4
105	и для	3	4
106	и те	2	4
107	в данном	14	4
108	тому что	3	4
109	и с	3	4
110	могут быть	5	4
111	с этим	3	4
112	в целом	5	4
113	и это	2	4
114	которые в	2	4
115	ничего не	2	4
116	в сознании	2	4
117	между тем	3	4
118	в частности	4	3
119	для этого	2	3
120	но он	2	3
121	хотя бы	6	3
122	с другой	9	3
123	в конце	3	3
124	представление о	4	3
125	который не	2	3
126	по существу	2	3
127	об этом	3	3
128	так что	6	3
129	что с	2	3
130	например в	8	3
131	в своей	6	3
132	то это	3	3
133	так и	9	3
134	во всех	8	3
135	и их	2	3
136	и так	3	3
137	бы и	4	3
138	в отношении	9	3
139	евгения онегина	5	3
140	что же	6	3
141	еще более	4	3
142	этот вопрос	4	3
143	и сейчас	4	3
144	время как	2	3
145	что не	3	3
146	должны быть	3	3
147	то время	2	3
148	как к	3	3
149	в каком	3	3
150	в которых	5	3
151	и то	5	3
152	ни на	2	3
153	того или	4	3
154	думать что	2	3
155	или же	2	3
156	но в	10	3
157	мы не	2	3
158	значит что	3	3
159	не существует	3	2
160	на вопрос	4	2
161	этих двух	3	2
162	оба эти	2	2
163	материала и	2	2
164	в какой	3	2
165	это не	8	2
166	в каждом	3	2
167	это в	4	2
168	была бы	5	2
169	или иного	4	2
170	точно и	2	2
171	во всяком	6	2
172	ни в	3	2
173	говорит о	3	2
174	же время	4	2
175	всякий раз	2	2
176	тем более	4	2
177	еще не	3	2
178	но не	3	2
179	того же	3	2
180	она не	2	2
181	вовсе не	19	2
182	должен был	2	2
183	к нему	2	2
184	в его	9	2
185	всяком случае	6	2
186	если в	2	2
187	здесь дело	2	2
188	в ее	4	2
189	том как	4	2
190	за основу	2	2
191	как можно	2	2
192	его жизни	3	2
193	в этих	2	2
194	отношение к	2	2
195	для нас	7	2
196	на него	2	2
197	справедливо указывает	2	2
198	и без	3	2
199	вплоть до	5	2
200	бы не	2	2
201	другой стороны	7	2
202	т д	21	2
203	а с	3	2
204	не было	4	2
205	что оно	3	2
206	а потому	2	2
207	мы находим	4	2
208	из того	2	2
209	этой области	5	2
210	и у	2	2
211	на этот	3	2
212	на который	2	2
213	надо сказать	2	2
214	то или	3	2
215	при чем	6	2
216	в очень	3	2
217	в других	2	2
218	в таком	3	2
219	это очень	3	2
220	что этот	2	2
221	это можно	3	2
222	но это	6	2
223	также и	9	2
224	их в	2	2
225	в себе	2	2
226	и вообще	3	2
227	и только	3	2
228	в свое	2	2
229	не значит	3	2
230	искать не	2	2
231	ответ на	3	2
232	там где	5	2
233	в которой	4	2
234	с исчерпывающей	2	2
235	могло бы	2	2
236	к которому	4	2
