N	3gram	Bakhtin_Pr_1	Problemy
1	с точки зрения	13	9
2	в большинстве случаев	2	8
3	до сих пор	2	8
4	не может быть	4	8
5	и не может	2	7
6	то же время	9	5
7	в то же	9	5
8	по отношению к	8	5
9	в самом деле	2	4
10	в романах достоевского	5	4
11	то перед нами	2	4
12	о себе самом	9	3
13	с другой стороны	3	3
14	как раз и	3	3
15	как бы в	2	3
16	слово о себе	2	3
17	сами по себе	3	2
18	в одной плоскости	5	2
19	по себе еще	2	2
20	себе еще не	2	2
21	можно было бы	2	2
22	но в то	5	2
23	и в сущности	2	2
24	в этом смысле	10	2
25	в том что	6	2
26	в произведениях достоевского	3	2
