N	2gram	Propp_Isto_6	FransuaR
1	и в	26	56
2	в его	5	18
3	таким образом	12	17
4	все эти	8	15
5	в этом	12	14
6	в том	12	13
7	так и	5	13
8	и его	7	12
9	он был	2	12
10	в то	5	12
11	в этих	2	11
12	как бы	4	11
13	в них	3	11
14	то же	5	11
15	еще не	9	10
16	мы уже	6	10
17	и до	2	10
18	только в	5	9
19	но и	9	9
20	и не	10	9
21	том что	10	8
22	не только	10	8
23	и др	2	8
24	в нем	8	8
25	сих пор	4	8
26	до сих	4	8
27	и с	6	8
28	в частности	3	7
29	у него	7	7
30	как мы	4	7
31	и на	12	7
32	прежде всего	4	6
33	вовсе не	2	6
34	мы видим	5	6
35	в этой	2	6
36	потому что	13	6
37	на его	4	6
38	связаны с	5	6
39	но в	7	6
40	но не	2	5
41	с его	4	5
42	никогда не	13	5
43	как и	5	5
44	есть и	4	5
45	и другие	3	5
46	он не	2	5
47	один из	3	5
48	мы видели	11	5
49	своего рода	2	5
50	что в	12	5
51	не было	3	5
52	такой же	3	5
53	они не	3	5
54	что это	2	4
55	и ее	3	4
56	в себе	3	4
57	в качестве	3	4
58	например в	7	4
59	в ней	5	4
60	даже в	2	4
61	с одной	7	4
62	при этом	3	4
63	и других	3	4
64	в своих	3	4
65	их в	3	4
66	ту же	2	4
67	о том	7	4
68	так как	18	4
69	одна из	2	4
70	перед нами	2	3
71	видели что	3	3
72	в своем	2	3
73	в образе	10	3
74	главным образом	3	3
75	так что	3	3
76	кроме того	3	3
77	может быть	11	3
78	в некоторых	2	3
79	а также	4	3
80	здесь нет	2	3
81	что и	4	3
82	то что	6	3
83	образом и	2	3
84	связь с	11	3
85	в форме	2	3
86	там где	5	3
87	мы находим	2	3
88	здесь мы	4	3
89	уже не	7	3
90	и наконец	3	3
91	не в	3	3
92	сказать что	3	3
93	но он	2	3
94	первый план	2	2
95	если бы	3	2
96	в виде	6	2
97	на котором	3	2
98	он становится	2	2
99	по всему	2	2
100	с другой	10	2
101	это не	4	2
102	в других	4	2
103	так часто	2	2
104	в одном	3	2
105	к этому	3	2
106	что он	9	2
107	можно сказать	2	2
108	так например	3	2
109	и эти	5	2
110	ни в	2	2
111	мы найдем	2	2
112	и конечно	2	2
113	которых он	2	2
114	и хотя	2	2
115	и как	2	2
116	но это	4	2
117	к концу	3	2
118	то время	3	2
119	когда в	2	2
120	одной стороны	7	2
121	было бы	2	2
122	и сам	2	2
123	не имели	4	2
124	а в	3	2
125	и эта	3	2
126	все же	8	2
127	в своей	3	2
128	когда он	3	2
129	вместе с	8	2
130	данном случае	3	2
131	что она	3	2
132	смерти и	2	2
133	другой стороны	8	2
134	целый ряд	2	2
135	так же	2	2
136	не может	6	2
137	того как	3	2
138	является и	3	2
139	и некоторые	2	2
140	а не	2	2
141	с собой	2	2
142	из которых	3	2
143	его в	5	2
144	и те	2	2
145	мы не	6	2
146	в данном	3	2
147	и то	3	2
148	с этой	2	2
149	людей и	2	2
150	в которых	2	2
151	связан с	6	2
152	он и	2	2
153	что они	2	2
154	далеко не	3	2
155	что эти	2	2
156	с тем	4	2
157	мира и	2	2
158	с ним	8	2
159	отметить что	2	2
160	не потому	3	2
161	в эту	2	2
162	нет ни	2	2
