N	2gram	Bakhtin_Pr_1	formyVre
1	и в	38	46
2	в этом	15	22
3	прежде всего	13	14
4	и т	14	14
5	вовсе не	2	13
6	в романе	4	13
7	и его	16	12
8	только в	13	11
9	не только	9	11
10	во всех	11	11
11	т п	13	11
12	в том	8	10
13	как бы	22	10
14	точки зрения	8	10
15	то есть	46	10
16	но в	4	10
17	не в	7	9
18	но и	9	9
19	и не	42	9
20	и для	11	9
21	в связи	2	8
22	связи с	2	8
23	как и	7	8
24	в его	43	8
25	то же	5	8
26	того чтобы	2	8
27	для того	2	8
28	с точки	6	8
29	в них	5	7
30	может быть	26	7
31	то что	8	7
32	так и	5	7
33	и на	3	7
34	никогда не	5	6
35	и во	2	6
36	и все	3	6
37	при этом	5	6
38	как мы	7	6
39	здесь в	2	6
40	еще не	7	6
41	его в	9	6
42	все же	6	6
43	все это	3	6
44	в особенности	2	6
45	человека в	2	6
46	и наконец	6	6
47	в основе	5	6
48	и с	17	6
49	в частности	2	5
50	в своем	5	5
51	по существу	2	5
52	в дальнейшем	3	5
53	в пределах	6	5
54	в то	4	5
55	но не	12	5
56	он не	3	5
57	и др	8	5
58	в нем	15	5
59	что в	7	5
60	все эти	5	5
61	и у	2	5
62	должно быть	5	5
63	место в	8	4
64	отнюдь не	19	4
65	же время	3	4
66	с ним	5	4
67	том что	3	4
68	том же	2	4
69	в котором	2	4
70	в мире	3	4
71	конечно не	5	4
72	как в	4	4
73	мир в	2	4
74	отношения к	6	4
75	а не	5	4
76	и он	2	4
77	также и	3	4
78	к себе	2	4
79	в себе	4	4
80	в истории	2	4
81	о том	4	4
82	не было	2	3
83	мы будем	3	3
84	себя и	3	3
85	все они	5	3
86	не является	3	3
87	к этому	2	3
88	переходим к	2	3
89	с помощью	7	3
90	на первый	2	3
91	что он	2	3
92	и как	8	3
93	в большинстве	5	3
94	кроме того	3	3
95	том как	2	3
96	имеет место	5	3
97	хотя и	3	3
98	нет и	3	3
99	точка зрения	3	3
100	что и	2	3
101	слова и	3	3
102	отношение к	10	3
103	в форме	4	3
104	не на	5	3
105	и другие	2	3
106	таким образом	10	3
107	в их	10	3
108	здесь мы	2	3
109	того что	2	3
110	и даже	3	3
111	и прежде	5	3
112	а в	6	3
113	на основе	6	3
114	тем что	2	3
115	в другом	2	3
116	же самое	2	3
117	и художественного	3	3
118	в этих	2	3
119	большинстве случаев	5	3
120	не могли	2	3
121	в виду	4	3
122	на этом	2	2
123	и весь	2	2
124	человек в	2	2
125	и более	2	2
126	и есть	2	2
127	дано в	3	2
128	говорить о	3	2
129	с другой	7	2
130	и других	2	2
131	это не	5	2
132	но здесь	3	2
133	что все	2	2
134	первый план	2	2
135	дело идет	2	2
136	или иной	2	2
137	можно сказать	2	2
138	в самой	2	2
139	как его	3	2
140	у нас	2	2
141	перестает быть	4	2
142	все что	3	2
143	между ними	4	2
144	смысле слова	2	2
145	и пр	2	2
146	она не	2	2
147	было бы	8	2
148	со всеми	3	2
149	как явление	2	2
150	и к	3	2
151	и о	5	2
152	и потому	4	2
153	значение имеет	3	2
154	все стороны	2	2
155	в некоторых	2	2
156	в корне	2	2
157	не может	27	2
158	здесь не	4	2
159	и только	4	2
160	этом отношении	2	2
161	с одной	3	2
162	чем не	2	2
163	в двух	2	2
164	в себя	2	2
165	лишь в	2	2
166	особенно в	2	2
167	рядом с	5	2
168	значение для	3	2
169	в данном	4	2
170	но это	3	2
171	и от	3	2
172	мы имеем	2	2
173	могут быть	5	2
174	самим собою	2	2
175	не знает	3	2
176	в поэзии	9	2
177	далеко не	5	2
178	и это	3	2
179	и становится	7	2
180	там где	6	2
181	как это	2	2
182	и должно	3	2
183	оно было	2	2
