N	2gram	Tiupa_Lite_2	Problemy
1	и в	19	34
2	и не	11	29
3	как бы	2	27
4	что он	3	23
5	в его	4	22
6	может быть	17	19
7	в нем	3	19
8	не может	9	19
9	о себе	3	18
10	как и	10	18
11	но в	2	16
12	и его	3	16
13	в этом	9	16
14	и с	3	15
15	прежде всего	4	15
16	что я	2	15
17	он не	5	15
18	то же	12	14
19	для него	4	13
20	но и	10	12
21	же время	9	12
22	и к	2	12
23	потому что	2	12
24	в то	9	12
25	вовсе не	2	11
26	в сущности	3	11
27	то что	7	11
28	с другим	2	11
29	не только	8	10
30	слова и	7	10
31	не в	4	9
32	а не	20	9
33	никогда не	3	8
34	себя и	2	8
35	и т	2	8
36	точки зрения	4	8
37	с ним	2	8
38	и для	3	8
39	в другом	3	8
40	я не	5	7
41	что в	4	7
42	и даже	8	7
43	все же	2	7
44	что не	2	7
45	я все	3	6
46	не знает	2	6
47	и на	6	6
48	для себя	2	6
49	отношению к	3	6
50	так и	7	6
51	т п	2	6
52	в себе	6	6
53	в конце	2	5
54	так что	4	5
55	и что	2	5
56	того что	5	5
57	и сам	2	5
58	себе и	3	5
59	в целом	2	5
60	из них	2	5
61	по отношению	4	5
62	а в	3	5
63	и наконец	2	5
64	он и	2	5
65	что ты	2	5
66	с тем	2	5
67	в одном	2	5
68	даже в	4	5
69	что и	2	5
70	к своему	2	5
71	героя в	2	5
72	хотя бы	2	5
73	с другой	8	4
74	ни было	2	4
75	но это	3	4
76	на этом	2	4
77	у него	2	4
78	при этом	6	4
79	как к	3	4
80	даже и	2	4
81	но как	2	4
82	в начале	3	4
83	так как	3	4
84	как раз	2	4
85	но не	5	4
86	еще не	2	4
87	все равно	2	4
88	в мире	9	4
89	с точки	3	4
90	тем что	4	4
91	я в	7	4
92	ничего не	3	4
93	вместе с	5	4
94	не менее	6	3
95	уже в	2	3
96	для этого	2	3
97	в каждом	2	3
98	в такой	2	3
99	в том	10	3
100	такой же	3	3
101	до конца	2	3
102	в него	2	3
103	в виду	2	3
104	с ее	2	3
105	жизни и	4	3
106	другой стороны	4	3
107	это как	2	3
108	в ней	4	3
109	как он	2	3
110	по крайней	2	3
111	в ее	2	3
112	том что	7	3
113	не могу	2	3
114	наконец в	2	3
115	еще в	4	3
116	крайней мере	2	3
117	как я	3	3
118	и как	3	3
119	и то	3	3
120	не было	2	2
121	обращаясь к	3	2
122	столь же	5	2
123	с этой	2	2
124	этом случае	2	2
125	тем не	2	2
126	нет в	2	2
127	при всей	2	2
128	был бы	2	2
129	не является	2	2
130	один из	4	2
131	друг друга	2	2
132	и только	2	2
133	но только	2	2
134	как на	3	2
135	каждый из	4	2
136	о том	2	2
137	себя как	2	2
138	я и	4	2
139	обращается к	3	2
140	отнюдь не	4	2
141	однако в	6	2
142	в них	2	2
143	в жизни	2	2
144	не с	3	2
145	слово не	2	2
146	а к	2	2
147	то в	2	2
148	того же	4	2
149	тот же	2	2
150	было бы	2	2
151	не бывает	2	2
152	во всех	3	2
153	своего рода	13	2
154	так в	5	2
155	другого в	3	2
156	но с	3	2
157	уже не	2	2
158	и он	3	2
159	зависимость от	2	2
160	той же	2	2
161	и без	2	2
162	тому как	2	2
163	подобно тому	2	2
164	всей своей	3	2
