N	2gram	Bakhtin_Fr_2	RusskieA
1	и в	49	29
2	что в	2	22
3	том что	4	22
4	в том	3	22
5	как бы	11	18
6	и другие	2	14
7	может быть	5	13
8	так как	6	13
9	во время	12	12
10	там же	2	12
11	как и	11	11
12	одна из	4	11
13	в этом	15	11
14	все это	9	10
15	и с	6	10
16	не только	17	10
17	о том	3	9
18	а в	4	9
19	но и	13	8
20	ее в	2	8
21	мы видели	3	7
22	в день	3	7
23	же в	3	6
24	в обряде	2	6
25	еще не	2	6
26	вместе с	2	6
27	таким образом	7	6
28	при этом	5	6
29	того чтобы	2	6
30	и на	17	6
31	на земле	3	5
32	то что	6	5
33	но не	5	5
34	не может	7	5
35	но в	4	5
36	именно в	6	4
37	о чем	3	4
38	в них	13	4
39	и все	3	4
40	а затем	3	4
41	по существу	2	4
42	из них	3	4
43	к нему	3	4
44	так же	2	4
45	то же	7	4
46	их в	3	4
47	далеко не	3	4
48	тем что	4	3
49	должен был	2	3
50	в этих	4	3
51	в качестве	2	3
52	и других	3	3
53	в xix	3	3
54	в году	13	3
55	и смех	4	3
56	в ее	3	3
57	связаны с	2	3
58	и под	3	3
59	до конца	2	3
60	было бы	3	3
61	и о	4	3
62	новый год	2	3
63	во всех	6	3
64	связь с	3	3
65	что для	3	3
66	все эти	7	3
67	как мы	7	3
68	и после	2	3
69	тому как	2	3
70	на новый	2	3
71	но он	6	3
72	подобно тому	2	3
73	в этой	10	3
74	в эту	5	3
75	связи с	2	2
76	своей книге	2	2
77	могут быть	2	2
78	никогда не	5	2
79	связанные с	2	2
80	жизни в	3	2
81	с другой	4	2
82	к числу	2	2
83	из этих	5	2
84	смех на	2	2
85	это в	2	2
86	прежде всего	19	2
87	не был	3	2
88	из наиболее	2	2
89	в целях	2	2
90	к ней	2	2
91	в г	3	2
92	в новой	2	2
93	это и	2	2
94	одним из	2	2
95	и обрядов	2	2
96	здесь в	6	2
97	связано с	2	2
98	для них	2	2
99	одной стороны	3	2
100	на эту	2	2
101	этого праздника	2	2
102	совершенно не	2	2
103	в него	2	2
104	в виду	3	2
105	еще в	2	2
106	один из	7	2
107	все же	7	2
108	в своей	5	2
109	в форме	4	2
110	в их	2	2
111	смерти и	4	2
112	вряд ли	2	2
113	того как	2	2
114	не было	4	2
115	с одной	3	2
116	в течение	3	2
117	на самом	2	2
118	там где	4	2
119	мы здесь	2	2
120	можно было	3	2
121	жизнь и	2	2
122	так в	3	2
123	в своих	4	2
124	под названием	2	2
125	и еще	2	2
126	во всем	3	2
127	в то	6	2
128	та же	2	2
129	есть в	2	2
