N	2gram	Vinokur_St_2	Myshleni
1	в этом	21	29
2	точки зрения	5	28
3	и в	29	26
4	не только	19	24
5	то что	11	24
6	таким образом	10	23
7	с точки	2	21
8	и речи	2	19
9	того чтобы	6	19
10	в том	27	18
11	и не	9	18
12	для того	7	18
13	том что	27	17
14	потому что	9	16
15	как и	2	15
16	того что	5	14
17	так же	3	14
18	так как	2	14
19	что в	19	12
20	вместе с	7	12
21	и его	6	12
22	в которой	11	11
23	но и	19	11
24	только не	2	11
25	не может	2	11
26	что они	2	10
27	по своему	2	9
28	тому что	7	9
29	в самом	7	9
30	тем что	3	9
31	в себе	2	9
32	же как	3	8
33	то же	2	8
34	сказать что	2	8
35	свое выражение	2	8
36	что он	13	8
37	ее в	2	8
38	только в	2	8
39	самого начала	3	7
40	к тому	10	7
41	прежде всего	5	7
42	с самого	3	7
43	может быть	2	7
44	и к	4	7
45	в какой	2	6
46	вопрос о	6	6
47	именно в	4	6
48	как на	9	6
49	как бы	5	6
50	в ее	2	6
51	и что	6	6
52	было бы	5	6
53	все эти	2	6
54	все же	6	6
55	самом деле	3	6
56	а не	5	6
57	выражение в	2	6
58	что это	3	6
59	что эта	3	6
60	на вопрос	3	5
61	с этой	2	5
62	на всем	2	5
63	что с	2	5
64	до конца	3	5
65	если бы	2	5
66	в виду	7	5
67	оба эти	3	5
68	никак не	2	5
69	и с	4	5
70	в начале	3	5
71	как это	2	5
72	с тем	7	5
73	в качестве	5	5
74	как говорит	2	5
75	в процессе	2	5
76	только что	2	5
77	в речи	4	5
78	тем же	2	5
79	что этот	2	5
80	в данном	2	5
81	не менее	3	4
82	никогда не	3	4
83	что у	4	4
84	с другой	4	4
85	в конце	2	4
86	на то	2	4
87	в пользу	3	4
88	так что	3	4
89	в котором	7	4
90	не по	2	4
91	в его	13	4
92	о том	17	4
93	но в	8	4
94	о чем	5	4
95	по этому	2	4
96	связи с	4	4
97	одной из	3	4
98	как в	3	4
99	в той	5	4
100	не в	4	4
101	в области	2	4
102	я не	7	3
103	что ему	3	3
104	все это	11	3
105	но также	4	3
106	тем не	2	3
107	только по	2	3
108	но это	3	3
109	очевидно что	2	3
110	для него	4	3
111	в ней	7	3
112	не является	3	3
113	отношений между	3	3
114	этом отношении	9	3
115	и по	3	3
116	он не	9	3
117	по себе	3	3
118	об этом	6	3
119	в то	2	3
120	но не	3	3
121	в одной	2	3
122	до сих	6	3
123	и о	4	3
124	и потому	2	3
125	нет и	2	3
126	что и	2	3
127	в своей	7	3
128	сих пор	5	3
129	так и	9	3
130	как раз	8	3
131	этому поводу	2	3
132	на самом	3	3
133	только потому	2	3
134	в этой	2	3
135	в этих	3	2
136	как известно	2	2
137	только о	2	2
138	что на	3	2
139	ни в	3	2
140	случае не	2	2
141	на его	2	2
142	несмотря на	2	2
143	не мог	3	2
144	одним из	6	2
145	они говорят	2	2
146	в нем	4	2
147	в их	3	2
148	на первом	2	2
149	не имеет	2	2
150	также и	2	2
151	мере в	2	2
152	но он	3	2
153	его в	2	2
154	поэзии и	2	2
155	в известном	3	2
156	во время	2	2
157	находим в	2	2
158	нельзя не	3	2
159	с этим	3	2
160	к этому	4	2
161	вовсе не	6	2
162	что было	2	2
163	той мере	2	2
164	и здесь	3	2
165	а затем	2	2
166	раз в	2	2
167	у нас	3	2
168	идет о	3	2
169	совершенно не	2	2
170	только к	2	2
171	наконец в	3	2
172	том же	2	2
173	должно было	3	2
174	даже в	2	2
175	о которых	2	2
176	в отношении	2	2
177	внимание на	4	2
178	в отличие	2	2
179	сомнений в	2	2
180	того как	7	2
181	не до	2	2
182	но с	4	2
183	в период	2	2
184	и он	3	2
185	чтобы сделать	2	2
186	во всяком	3	2
187	не раз	2	2
188	отличие от	2	2
189	ничего не	4	2
