N	2gram	Losev_Vlad_2	Dialekti
1	не есть	4	54
2	и не	18	27
3	а не	7	26
4	точки зрения	7	25
5	это значит	2	24
6	и в	30	24
7	не только	12	23
8	есть нечто	2	23
9	по себе	5	20
10	не может	9	19
11	ничего не	2	17
12	и есть	2	16
13	и что	5	15
14	в таком	3	14
15	то что	20	14
16	с точки	3	14
17	может быть	7	13
18	таким образом	3	13
19	и даже	10	13
20	что он	13	13
21	вовсе не	4	13
22	что это	4	12
23	того что	5	12
24	есть и	2	12
25	не менее	7	11
26	не имеет	2	11
27	что же	8	11
28	тем не	6	10
29	в сущности	2	10
30	ни в	7	9
31	то это	4	9
32	но и	8	9
33	нет ничего	3	9
34	учение о	3	8
35	прежде всего	6	8
36	так что	5	8
37	и как	3	8
38	том что	12	8
39	в этом	20	8
40	в виде	3	8
41	что в	12	7
42	никогда не	7	7
43	но что	5	7
44	в самом	2	7
45	другими словами	5	7
46	потому что	9	7
47	даже и	3	7
48	в виду	2	7
49	как и	5	7
50	вы не	2	6
51	я не	4	6
52	кроме того	9	6
53	все это	5	6
54	и с	14	6
55	о том	4	6
56	так как	5	6
57	и все	7	6
58	история и	2	6
59	об этом	6	6
60	что и	3	6
61	не на	2	6
62	то же	4	6
63	и жизни	2	6
64	с этой	4	5
65	в том	18	5
66	что его	4	5
67	но это	4	5
68	хотя и	6	5
69	жизни и	6	5
70	и его	6	5
71	что для	2	5
72	в то	9	5
73	как это	7	5
74	само по	2	5
75	в них	3	5
76	по крайней	4	5
77	тогда когда	2	5
78	и к	6	5
79	было бы	9	5
80	он не	4	5
81	крайней мере	4	5
82	так и	5	5
83	уже не	3	5
84	что не	2	5
85	и притом	2	5
86	мы не	2	5
87	сам по	2	5
88	только в	6	5
89	это не	2	4
90	первый план	2	4
91	то время	6	4
92	к тому	2	4
93	хотя бы	3	4
94	и больше	3	4
95	так же	4	4
96	время как	2	4
97	есть просто	2	4
98	сказать что	11	4
99	а что	2	4
100	на первый	2	4
101	у нас	6	4
102	конечно не	4	4
103	о нем	2	4
104	я должен	2	4
105	собственно говоря	2	4
106	есть вера	2	4
107	в чем	2	4
108	и то	5	4
109	и это	3	4
110	для него	9	4
111	не было	10	3
112	вот это	2	3
113	все же	9	3
114	в своем	8	3
115	никакого отношения	3	3
116	и от	2	3
117	и я	5	3
118	можно и	2	3
119	мы знаем	4	3
120	не в	9	3
121	она не	2	3
122	а мы	2	3
123	же время	3	3
124	тем более	3	3
125	в нем	4	3
126	это было	4	3
127	но его	2	3
128	все эти	5	3
129	должно быть	3	3
130	друг друга	2	3
131	и на	4	3
132	с этим	5	3
133	он и	3	3
134	мы уже	2	3
135	уже и	2	3
136	только тогда	2	3
137	на то	2	3
138	не мир	2	3
139	и о	4	3
140	как бы	5	3
141	ровно ничего	2	3
142	и прежде	2	3
143	если не	2	3
144	для того	2	3
145	раз и	2	3
146	к нему	2	3
147	в сравнении	2	3
148	той же	4	3
149	на свои	2	3
150	что если	2	2
151	в частности	2	2
152	из этих	3	2
153	точно так	3	2
154	и можно	2	2
155	для нас	7	2
156	на этом	2	2
157	при этом	5	2
158	несмотря на	4	2
159	и если	4	2
160	не о	2	2
161	не вполне	2	2
162	всяком случае	6	2
163	так или	3	2
164	говоря уже	2	2
165	только одно	3	2
166	не говоря	3	2
167	меня и	2	2
168	а именно	6	2
169	того и	2	2
170	еще и	6	2
171	именно в	4	2
172	только и	3	2
173	и вот	3	2
174	и по	2	2
175	его не	2	2
176	а в	11	2
177	нет никаких	2	2
178	же и	2	2
179	в своих	2	2
180	также и	6	2
181	никак не	3	2
182	их в	2	2
183	в ней	4	2
184	он дает	2	2
185	для себя	5	2
186	но вот	3	2
187	уже о	2	2
188	и потому	2	2
189	тогда и	2	2
190	когда мы	3	2
191	к этой	2	2
192	в чисто	2	2
193	но в	8	2
194	я и	2	2
195	этого не	2	2
196	с которой	2	2
197	с его	4	2
198	у него	19	2
199	на котором	2	2
200	бы его	2	2
201	и во	2	2
202	бытия и	2	2
203	в их	2	2
204	же они	2	2
205	меня в	2	2
206	что можно	3	2
207	же в	2	2
208	по существу	3	2
209	то в	5	2
210	но не	3	2
211	со стороны	4	2
212	себя в	2	2
213	бытия в	2	2
214	первых двух	2	2
215	разного рода	4	2
216	но то	2	2
217	как я	2	2
218	как мы	11	2
219	и она	2	2
220	и он	4	2
221	и для	3	2
222	и нужно	2	2
223	или иначе	3	2
224	нас в	2	2
225	в данном	3	2
226	во всяком	6	2
227	в себе	6	2
228	и вообще	10	2
229	его на	3	2
230	иной раз	2	2
231	из этого	5	2
232	учения о	3	2
233	в его	11	2
