N	2gram	Voloshinov_1	Problema
1	и в	13	44
2	вовсе не	2	37
3	и не	8	35
4	может быть	8	28
5	то что	6	23
6	в том	2	21
7	только в	6	19
8	а не	2	18
9	в этом	2	17
10	художественного произведения	5	14
11	не только	6	14
12	и то	3	14
13	не в	3	13
14	то же	4	13
15	но в	4	12
16	том что	2	12
17	не является	4	11
18	не менее	2	10
19	но и	3	10
20	как и	3	10
21	так и	3	10
22	и тем	2	9
23	в нем	2	9
24	не имеет	2	9
25	как бы	6	9
26	так как	3	9
27	в его	7	9
28	в данном	2	9
29	таким образом	6	9
30	что в	3	8
31	только и	4	8
32	смысле слова	2	8
33	было бы	4	8
34	что же	3	8
35	художественное произведение	2	8
36	в себе	3	8
37	с другой	2	7
38	данном случае	2	7
39	не может	8	7
40	в связи	2	7
41	еще и	4	7
42	все эти	2	7
43	мы должны	6	7
44	мы не	4	7
45	ничего общего	3	7
46	никогда не	3	6
47	в целом	2	6
48	того или	2	6
49	нет ничего	2	6
50	и к	2	6
51	все же	5	6
52	мы можем	4	6
53	да и	3	5
54	что они	2	5
55	в ней	2	5
56	другой стороны	2	5
57	все это	4	5
58	а в	2	5
59	точки зрения	7	5
60	есть не	2	5
61	за пределы	3	5
62	в своей	4	5
63	как в	2	5
64	так же	2	5
65	собственно говоря	2	5
66	и его	12	5
67	которое мы	2	5
68	иное как	2	4
69	при этом	2	4
70	языка и	5	4
71	чем же	2	4
72	и является	2	4
73	в искусстве	3	4
74	не что	2	4
75	что иное	2	4
76	мы уже	2	4
77	а также	2	4
78	в ее	3	4
79	в чем	2	4
80	тем что	2	4
81	уже в	2	3
82	только путем	3	3
83	прежде всего	9	3
84	в тех	2	3
85	к тому	2	3
86	для него	2	3
87	в самом	2	3
88	с этой	2	3
89	может иметь	2	3
90	если бы	2	3
91	или иного	2	3
92	говорить о	3	3
93	одно и	3	3
94	общего с	3	3
95	во всей	2	3
96	и все	3	3
97	самом деле	3	3
98	хотя бы	5	3
99	и ее	2	3
100	слова и	2	3
101	в отношении	2	2
102	не столько	3	2
103	между собою	2	2
104	и следовательно	2	2
105	в их	3	2
106	с одной	2	2
107	с этим	3	2
108	бы в	2	2
109	а как	2	2
110	и при	2	2
111	и может	2	2
112	для себя	2	2
113	он только	2	2
114	в процессе	5	2
115	и для	3	2
116	с точки	5	2
117	могут быть	2	2
118	в другом	2	2
119	в которой	3	2
