N	2gram	Voloshinov_2	Literetu
1	не только	13	24
2	при этом	9	19
3	в качестве	3	17
4	но и	10	17
5	а не	9	16
6	в том	7	16
7	том что	10	14
8	может быть	28	13
9	и не	19	12
10	в этом	15	12
11	прежде всего	7	11
12	в своем	2	11
13	то что	4	10
14	не в	10	8
15	и в	19	8
16	только в	8	8
17	в его	5	7
18	как бы	19	7
19	в себе	4	7
20	в жизни	2	6
21	как и	9	6
22	связи с	13	6
23	себя в	2	6
24	того что	4	6
25	точки зрения	17	6
26	xix века	2	6
27	то есть	2	6
28	с его	8	5
29	что он	4	5
30	же время	8	5
31	для себя	4	5
32	не может	18	5
33	то же	16	5
34	в отличие	3	5
35	уже в	2	5
36	одним из	2	5
37	в данном	5	5
38	в то	8	5
39	отличие от	3	5
40	столь же	3	4
41	это не	4	4
42	но не	2	4
43	еще не	3	4
44	в формах	4	4
45	и тем	4	4
46	все же	5	4
47	в своей	3	4
48	так и	10	4
49	и т.п	10	4
50	никогда не	7	4
51	в связи	7	4
52	лишь в	14	4
53	друг друга	2	4
54	и его	16	4
55	как раз	4	4
56	не как	3	4
57	в этой	3	4
58	в основе	9	3
59	не было	3	3
60	в душе	4	3
61	что в	2	3
62	с другой	3	3
63	сводится к	2	3
64	этом как	2	3
65	да и	3	3
66	одна из	7	3
67	в пределах	10	3
68	и прежде	2	3
69	в самом	6	3
70	у него	2	3
71	исходит из	3	3
72	жизни и	2	3
73	в их	5	3
74	приводит к	2	3
75	по отношению	8	3
76	бы не	2	3
77	а в	3	3
78	таким образом	14	3
79	тем же	4	3
80	и даже	2	3
81	той же	3	3
82	во всяком	3	3
83	он и	2	3
84	но в	7	3
85	далеко не	2	3
86	его в	7	3
87	а как	4	2
88	должна быть	4	2
89	все более	2	2
90	отнюдь не	8	2
91	для понимания	3	2
92	различие между	2	2
93	к тому	6	2
94	тому же	2	2
95	и того	5	2
96	в другом	3	2
97	или иной	5	2
98	того же	5	2
99	для него	9	2
100	от своего	2	2
101	одной стороны	3	2
102	было бы	4	2
103	за пределы	3	2
104	относится к	3	2
105	и самого	2	2
106	и является	2	2
107	всяком случае	2	2
108	на почве	9	2
109	не является	8	2
110	должен быть	2	2
111	в нем	11	2
112	не есть	3	2
113	отношению к	8	2
114	не к	3	2
115	в сущности	14	2
116	только на	4	2
117	не на	2	2
118	с одной	3	2
119	все эти	3	2
120	самом деле	9	2
121	что не	2	2
122	хотя бы	6	2
123	с точки	13	2
124	в слове	4	2
125	и то	3	2
126	между тем	6	2
127	тем более	5	2
128	тем что	2	2
129	могут быть	3	2
130	о том	3	2
131	здесь как	2	2
