N	2gram	Propp_Isto_6	StatiiOP
1	и в	26	29
2	том что	10	27
3	в том	12	27
4	в этом	12	21
5	но и	9	19
6	что в	12	19
7	не только	10	19
8	о том	7	17
9	что он	9	13
10	в его	5	13
11	то что	6	11
12	к тому	2	10
13	таким образом	12	10
14	т е	22	10
15	в своем	2	9
16	и т	10	9
17	так и	5	9
18	и не	10	9
19	как на	3	9
20	потому что	13	9
21	он не	2	9
22	но в	7	8
23	но все	2	7
24	с тем	4	7
25	так например	3	7
26	в ней	5	7
27	в своей	3	7
28	вместе с	8	7
29	того как	3	7
30	в одном	3	6
31	вовсе не	2	6
32	вопрос о	3	6
33	до сих	4	6
34	все же	8	6
35	т д	8	6
36	и что	5	6
37	и его	7	6
38	и на	12	6
39	о чем	2	5
40	прежде всего	4	5
41	в качестве	3	5
42	было бы	2	5
43	как бы	4	5
44	своего рода	2	5
45	сих пор	4	5
46	а не	2	5
47	того что	2	5
48	в русской	6	5
49	в частности	3	4
50	что у	2	4
51	с другой	10	4
52	к этому	3	4
53	не в	3	4
54	после того	2	4
55	кроме того	3	4
56	в нем	8	4
57	ничего не	2	4
58	при помощи	3	4
59	и с	6	4
60	борьбы с	3	3
61	же как	3	3
62	что это	2	3
63	в этих	2	3
64	но он	2	3
65	вообще не	3	3
66	с этим	2	3
67	могло быть	2	3
68	в образе	10	3
69	ни в	2	3
70	у нас	5	3
71	так что	3	3
72	но это	4	3
73	интересно что	2	3
74	как у	2	3
75	но не	2	3
76	кажется что	2	3
77	например в	7	3
78	никогда не	13	3
79	всяком случае	2	3
80	не могло	2	3
81	другой стороны	8	3
82	как в	6	3
83	а с	2	3
84	не было	3	3
85	тем что	5	3
86	и сейчас	2	3
87	и он	4	3
88	и по	4	3
89	так же	2	3
90	его не	2	3
91	связан с	6	3
92	во всяком	2	3
93	в эту	2	3
94	есть еще	2	2
95	с его	4	2
96	и другие	3	2
97	если бы	3	2
98	и др	2	2
99	в них	3	2
100	с этой	2	2
101	в одной	2	2
102	связь с	11	2
103	меня в	3	2
104	утверждать что	2	2
105	в тех	3	2
106	что и	4	2
107	к своему	3	2
108	на тот	2	2
109	он был	2	2
110	не потому	3	2
111	как и	5	2
112	и как	2	2
113	из его	2	2
114	в этой	2	2
115	что они	2	2
116	в то	5	2
117	и сам	2	2
118	в это	4	2
119	это еще	3	2
120	на его	4	2
121	может быть	11	2
122	где нет	2	2
123	а также	4	2
124	еще в	3	2
125	на то	2	2
126	даже в	2	2
127	только в	5	2
128	ее в	6	2
129	в некоторых	2	2
130	со стороны	3	2
131	только что	2	2
132	не может	6	2
133	тогда как	2	2
134	то же	5	2
135	все эти	8	2
136	при этом	3	2
137	там где	5	2
138	они не	3	2
139	не имеет	2	2
140	и те	2	2
141	что этот	2	2
142	где он	2	2
143	в данном	3	2
144	сказать что	3	2
145	в себе	3	2
146	его в	5	2
147	как он	6	2
148	и это	8	2
149	так как	18	2
150	как это	5	2
151	того же	2	2
152	отметить что	2	2
