N	2gram	Losev_Prob_3	KulturaY
1	и т	13	39
2	потому что	25	25
3	и в	44	23
4	не только	14	20
5	в том	21	19
6	в этом	17	18
7	и не	35	16
8	ни к	3	15
9	было бы	8	15
10	так как	9	15
11	может быть	28	15
12	т д	13	14
13	точки зрения	5	14
14	если бы	3	12
15	у нас	10	12
16	в самом	3	12
17	все эти	7	12
18	том что	12	11
19	но в	12	11
20	что в	8	10
21	по себе	25	10
22	а не	18	10
23	вовсе не	37	9
24	то что	23	9
25	самом деле	3	9
26	хотя бы	3	9
27	можно было	4	9
28	не может	7	9
29	с другой	7	8
30	прежде всего	3	8
31	не в	13	8
32	в качестве	3	8
33	только потому	2	8
34	уже не	7	8
35	и что	7	8
36	с точки	2	8
37	языка и	4	8
38	что это	3	7
39	не менее	10	7
40	в нашем	5	7
41	все же	6	7
42	но и	10	7
43	другой стороны	5	7
44	и с	9	7
45	это не	9	6
46	по крайней	5	6
47	крайней мере	5	6
48	да и	5	6
49	в этой	3	6
50	но не	3	6
51	тем не	10	6
52	то же	13	6
53	этот вопрос	3	6
54	что мы	8	6
55	что все	2	5
56	ясно что	6	5
57	что он	9	5
58	подобного рода	3	5
59	об этом	3	5
60	по существу	2	5
61	еще не	5	5
62	в его	9	5
63	всяком случае	6	5
64	этого слова	5	5
65	и тем	9	5
66	слова и	3	5
67	вместе с	2	5
68	что же	8	5
69	все это	5	5
70	таким образом	9	5
71	как это	2	5
72	и то	14	5
73	во всяком	9	5
74	само по	3	5
75	и здесь	5	5
76	только в	19	5
77	также и	16	5
78	мы имеем	2	5
79	можно ли	4	4
80	отнюдь не	10	4
81	перед нами	8	4
82	но также	2	4
83	на то	3	4
84	если мы	16	4
85	можно сказать	6	4
86	к тому	3	4
87	но только	6	4
88	для нас	16	4
89	ни в	8	4
90	но все	3	4
91	в нашей	2	4
92	на себе	3	4
93	или в	4	4
94	от того	2	4
95	хотя и	5	4
96	как бы	9	4
97	в нем	9	4
98	так же	5	4
99	в связи	7	4
100	не было	5	4
101	и о	5	4
102	не имеет	9	4
103	в данном	9	4
104	в результате	2	4
105	сказать что	16	4
106	широком смысле	2	4
107	могут быть	2	4
108	в каком	4	4
109	говорить о	3	4
110	в то	9	4
111	в конце	5	4
112	ничего не	3	4
113	так и	10	4
114	уже в	3	3
115	или иное	2	3
116	нисколько не	2	3
117	всех этих	2	3
118	для этого	6	3
119	что слово	2	3
120	точно так	3	3
121	гораздо более	5	3
122	что оно	2	3
123	а только	5	3
124	а также	4	3
125	о которых	3	3
126	же в	3	3
127	это и	7	3
128	не говорят	2	3
129	но это	8	3
130	того же	2	3
131	совершенно не	4	3
132	связи с	8	3
133	никак не	9	3
134	в ней	5	3
135	он не	8	3
136	что и	9	3
137	в процессе	2	3
138	как в	5	3
139	отличается от	4	3
140	как раз	8	3
141	с этим	2	3
142	то и	5	3
143	именно в	2	3
144	это так	2	3
145	как мы	8	3
146	того что	8	3
147	из которых	2	3
148	что такое	3	3
149	и по	2	3
150	то или	3	3
151	своей собственной	2	3
152	а в	5	3
153	и его	5	3
154	конце концов	3	3
155	слова как	2	3
156	тем что	4	3
157	в таких	3	3
158	и это	9	3
159	есть в	3	3
160	здесь не	8	3
161	в виду	10	3
162	в отношении	2	2
163	все дело	2	2
164	мы будем	2	2
165	и более	2	2
166	же как	3	2
167	с тем	5	2
168	себе не	2	2
169	это в	2	2
170	и есть	5	2
171	в частности	2	2
172	никогда не	6	2
173	но даже	4	2
174	самым мы	2	2
175	что у	3	2
176	с этой	3	2
177	и от	9	2
178	и все	3	2
179	и до	2	2
180	не просто	23	2
181	или иного	3	2
182	таких случаях	2	2
183	что они	5	2
184	мы могли	4	2
185	этом случае	5	2
186	в самой	2	2
187	всякого рода	4	2
188	в другом	2	2
189	и потому	7	2
190	только о	3	2
191	с одной	2	2
192	с той	5	2
193	смысле слова	8	2
194	вся эта	3	2
195	но что	2	2
196	как будто	3	2
197	когда в	3	2
198	она не	3	2
199	при этом	4	2
200	по поводу	2	2
201	и если	6	2
202	мы в	4	2
203	между прочим	2	2
204	того или	6	2
205	же и	4	2
206	и даже	14	2
207	мы видели	2	2
208	но уже	3	2
209	по сравнению	2	2
210	в своей	5	2
211	мы скажем	2	2
212	эта и	2	2
213	дело не	2	2
214	все они	2	2
215	данном случае	7	2
216	а именно	8	2
217	в их	2	2
218	и следовательно	2	2
219	за счет	2	2
220	в своем	5	2
221	в отличие	2	2
222	мы говорим	4	2
223	и для	2	2
224	еще и	7	2
225	нам не	2	2
226	все равно	3	2
227	на самом	7	2
228	как и	10	2
229	этой точки	2	2
230	в буквальном	2	2
231	в той	3	2
232	этого термина	2	2
233	но оно	3	2
234	с первого	3	2
235	тем самым	5	2
236	и вовсе	4	2
237	и у	2	2
238	говорим о	3	2
239	на этот	4	2
240	тем же	2	2
241	дает нам	2	2
242	для самого	2	2
243	что для	3	2
244	почти всегда	2	2
245	в которых	3	2
246	даже и	16	2
247	он и	2	2
248	указания на	3	2
249	и вообще	8	2
250	ни на	3	2
251	мы должны	7	2
252	могли бы	4	2
253	заключается в	4	2
254	но вот	3	2
255	будто бы	3	2
256	нашем смысле	2	2
257	а это	3	2
258	отличие от	3	2
259	отношения к	3	2
260	не то	2	2
