N	2gram	Voloshinov_1	Formalny
1	и в	12	38
2	в этом	4	27
3	может быть	14	23
4	и пр	3	21
5	и его	13	21
6	таким образом	12	20
7	и не	10	20
8	в самом	4	16
9	прежде всего	8	15
10	не в	4	15
11	не может	16	14
12	в нем	6	13
13	но и	3	13
14	в пределах	3	12
15	в поэзии	3	12
16	с его	2	11
17	в том	6	11
18	в его	2	10
19	с помощью	6	10
20	с другими	2	10
21	и с	3	9
22	как и	5	9
23	при этом	6	9
24	в процессе	6	9
25	не только	4	9
26	отнюдь не	5	8
27	что и	2	8
28	все же	4	8
29	так и	4	8
30	поэтического произведения	3	8
31	самом деле	3	8
32	точки зрения	14	8
33	что в	2	7
34	по себе	3	7
35	для него	3	7
36	слова и	6	7
37	в своей	3	7
38	в корне	2	7
39	уже не	4	7
40	с точки	2	7
41	художественного произведения	7	6
42	все время	6	6
43	истории литературы	2	6
44	то что	5	6
45	и ее	3	6
46	в ней	6	6
47	вместе с	2	6
48	то же	5	6
49	все эти	3	6
50	а не	5	6
51	могут быть	2	6
52	он не	2	6
53	только в	6	6
54	хотя бы	5	6
55	должна быть	5	5
56	если бы	9	5
57	и для	3	5
58	более того	2	5
59	в то	2	5
60	независимо от	2	4
61	материала и	4	4
62	оно не	2	4
63	к этому	2	4
64	литературы и	4	4
65	метод в	2	4
66	социального общения	4	4
67	известной степени	2	4
68	как бы	13	4
69	и к	4	4
70	в некоторых	3	4
71	как в	5	4
72	другой стороны	2	4
73	в особенности	2	4
74	что не	4	4
75	и наконец	3	4
76	там где	2	4
77	здесь не	3	4
78	ничего не	2	4
79	так как	9	4
80	но в	5	4
81	место в	2	3
82	была бы	2	3
83	и др	5	3
84	в какой	2	3
85	с другой	4	3
86	и здесь	2	3
87	но все	2	3
88	зависимости от	4	3
89	в зависимости	2	3
90	к предмету	5	3
91	поэтическое произведение	5	3
92	не есть	2	3
93	жизни и	4	3
94	быть и	3	3
95	только на	3	3
96	все это	3	3
97	на самом	4	3
98	до известной	2	3
99	к нему	4	3
100	такой же	2	3
101	произведения и	3	3
102	того что	3	3
103	мы не	3	3
104	и на	4	3
105	как к	3	3
106	и все	2	3
107	его в	4	3
108	содержанию и	2	2
109	уже в	2	2
110	и более	3	2
111	и другие	2	2
112	никогда не	5	2
113	в этих	2	2
114	это не	2	2
115	в такой	3	2
116	литературы с	2	2
117	этих двух	2	2
118	между ними	2	2
119	ее и	3	2
120	является для	2	2
121	его как	2	2
122	до конца	2	2
123	том что	5	2
124	но это	2	2
125	жизненное высказывание	4	2
126	высказывание может	2	2
127	но не	2	2
128	кроме того	2	2
129	она не	2	2
130	ни на	2	2
131	общения и	2	2
132	мы в	2	2
133	на один	2	2
134	едва ли	2	2
135	совпадает с	2	2
136	значения и	2	2
137	мы ни	5	2
138	в котором	3	2
139	не так	2	2
140	от всех	2	2
141	не к	3	2
142	отношение к	4	2
143	ни в	3	2
144	а к	2	2
145	художественное произведение	3	2
146	смысл и	2	2
147	то ни	3	2
148	и по	3	2
149	и то	2	2
150	формы и	3	2
151	и совершенно	2	2
152	сказать что	7	2
153	между тем	3	2
154	к его	2	2
155	если же	2	2
156	в художественном	3	2
157	из этого	3	2
158	в чем	2	2
159	как это	2	2
160	с ним	3	2
161	слово в	3	2
162	в виду	5	2
163	из него	2	2
