N	2gram	Vygotskiy__2	Myslijsy
1	потому что	7	46
2	в том	33	32
3	и в	15	30
4	может быть	9	28
5	то же	5	23
6	не только	15	21
7	только в	4	21
8	для нас	4	20
9	но и	10	19
10	том что	27	18
11	то что	20	18
12	того что	17	18
13	что в	14	17
14	по себе	7	16
15	в себе	2	16
16	не в	8	15
17	и не	7	15
18	а не	3	15
19	таким образом	14	14
20	что и	2	13
21	так как	4	13
22	вместе с	6	12
23	а в	4	12
24	если бы	8	12
25	этого слова	3	11
26	так и	8	11
27	что оно	4	11
28	как и	6	10
29	как в	4	10
30	и что	8	10
31	в этом	19	10
32	из этих	4	9
33	только тогда	2	9
34	для него	3	9
35	было бы	10	9
36	мы не	10	9
37	тогда когда	5	9
38	в самом	11	8
39	от того	2	8
40	только что	3	8
41	что мы	9	8
42	смысле этого	3	7
43	с другой	6	7
44	вовсе не	6	7
45	к тому	7	7
46	как мы	6	7
47	но не	3	7
48	с одной	7	7
49	тем самым	3	7
50	тем что	2	7
51	и теперь	2	6
52	что он	12	6
53	с этим	3	6
54	из них	3	6
55	те же	3	6
56	указывает на	2	6
57	не может	9	6
58	не имеет	4	6
59	с ним	3	6
60	уже в	5	5
61	не могут	2	5
62	независимо от	4	5
63	в них	4	5
64	человека и	3	5
65	и как	2	5
66	в своем	9	5
67	очевидно что	3	5
68	и тем	2	5
69	отношению к	5	5
70	по отношению	6	5
71	должно быть	2	5
72	с другими	3	5
73	тому как	2	5
74	не следует	2	5
75	сказать что	6	5
76	к ней	2	5
77	на деле	5	5
78	что это	6	4
79	столь же	2	4
80	мы видели	6	4
81	что именно	3	4
82	все это	4	4
83	все что	5	4
84	в его	2	4
85	в котором	2	4
86	тем более	3	4
87	есть нечто	2	4
88	и его	4	4
89	он не	7	4
90	все равно	2	4
91	для того	10	4
92	и по	3	4
93	для человека	2	4
94	что для	3	4
95	по поводу	4	4
96	того как	4	4
97	мы должны	6	4
98	в один	2	4
99	об отношении	3	4
100	и это	3	4
101	не существует	3	3
102	быть может	2	3
103	и есть	2	3
104	могут быть	2	3
105	прежде всего	4	3
106	и все	3	3
107	должны будем	2	3
108	что все	4	3
109	к этому	4	3
110	связь с	2	3
111	не можем	3	3
112	именно в	2	3
113	более или	2	3
114	мы можем	10	3
115	само по	2	3
116	что при	3	3
117	бы ни	2	3
118	можно сказать	2	3
119	одной стороны	7	3
120	при этом	3	3
121	действительности и	3	3
122	что она	3	3
123	как бы	7	3
124	из двух	3	3
125	для себя	3	3
126	в целом	10	3
127	с и	4	3
128	со стороны	3	3
129	или менее	2	3
130	и тогда	2	3
131	того чтобы	12	3
132	в силу	2	3
133	друг друга	5	3
134	так же	4	3
135	на которой	2	3
136	или в	3	3
137	с но	8	3
138	говорить о	2	3
139	в начале	4	3
140	и вообще	2	3
141	там где	6	3
142	заметить что	2	3
143	в которой	4	3
144	не то	2	3
145	перед нами	2	2
146	во время	3	2
147	но все	2	2
148	об этом	3	2
149	бы мы	2	2
150	связи с	9	2
151	его с	2	2
152	он как	2	2
153	в одном	2	2
154	на все	2	2
155	в собственном	3	2
156	его к	2	2
157	на то	6	2
158	не дает	2	2
159	сама по	2	2
160	при объяснении	3	2
161	одной из	3	2
162	что с	5	2
163	мы видим	4	2
164	в этой	6	2
165	что они	3	2
166	у него	2	2
167	но что	2	2
168	несмотря на	4	2
169	и мы	2	2
170	и той	2	2
171	он говорит	3	2
172	том чтобы	4	2
173	том же	2	2
174	мы уже	6	2
175	за пределы	2	2
176	даже в	4	2
177	с таким	6	2
178	но мы	3	2
179	вопрос об	2	2
180	все же	4	2
181	в своей	4	2
182	и до	3	2
183	собственном смысле	3	2
184	начале развития	2	2
185	что же	2	2
186	в их	2	2
187	целый ряд	2	2
188	в других	2	2
189	что как	3	2
190	а с	4	2
191	этом отношении	3	2
192	и значением	3	2
193	для ребенка	9	2
194	из того	4	2
195	развития в	6	2
196	самом деле	6	2
197	когда в	2	2
198	и даже	5	2
199	той же	2	2
200	языка и	3	2
201	в которых	3	2
202	с этой	2	2
203	их в	4	2
204	ни в	2	2
205	от этого	2	2
206	с в	4	2
207	точки зрения	26	2
208	из виду	2	2
209	подобно тому	2	2
210	то он	2	2
211	как при	2	2
212	связь между	5	2
213	указание на	4	2
214	о том	9	2
215	что эта	6	2
216	которое мы	3	2
217	понятие о	2	2
218	и с	4	2
