N	2gram	Losev_Prob_5	Narrotol
1	не только	18	26
2	а не	5	17
3	но и	13	15
4	в том	12	14
5	при этом	4	14
6	в качестве	4	14
7	и не	12	14
8	том что	17	13
9	и в	30	13
10	в этом	17	13
11	такого рода	2	12
12	в частности	4	11
13	только в	9	11
14	может быть	7	10
15	в данном	2	10
16	к тому	2	9
17	так и	7	9
18	а в	6	9
19	то есть	21	9
20	то что	18	8
21	в себе	4	8
22	не может	5	8
23	не в	7	8
24	никогда не	7	6
25	в своем	11	6
26	прежде всего	6	6
27	можно сказать	6	6
28	и к	4	6
29	вслед за	2	6
30	того что	3	6
31	в его	12	6
32	данном случае	2	6
33	жизни в	4	6
34	все же	9	6
35	у него	11	6
36	как бы	6	6
37	а также	3	6
38	ничего не	2	6
39	но в	9	6
40	по мысли	2	5
41	точки зрения	10	5
42	тем не	5	5
43	что он	7	5
44	одной стороны	3	5
45	хотя и	8	5
46	он не	3	5
47	в котором	2	5
48	я не	2	5
49	и тем	3	5
50	в нем	6	5
51	отношению к	2	5
52	на него	2	5
53	как в	2	5
54	по отношению	2	5
55	таким образом	13	5
56	с одной	3	5
57	с другой	6	5
58	в то	4	5
59	далеко не	4	5
60	о том	12	5
61	не менее	5	4
62	отнюдь не	4	4
63	в конце	8	4
64	об этом	4	4
65	же в	3	4
66	как и	7	4
67	все что	2	4
68	что в	5	4
69	не к	2	4
70	жизни и	2	4
71	в своей	22	4
72	в ее	3	4
73	то же	2	4
74	в какой	2	4
75	уже не	6	4
76	и у	5	4
77	свидетельствует о	2	4
78	в силу	5	4
79	в другом	3	4
80	в этой	10	4
81	и все	9	4
82	с ним	3	4
83	мира в	3	4
84	мы имеем	2	3
85	это не	2	3
86	да и	2	3
87	что они	3	3
88	о котором	3	3
89	но не	7	3
90	и сам	4	3
91	как раз	5	3
92	для себя	5	3
93	один из	2	3
94	внимание на	3	3
95	то и	2	3
96	все эти	2	3
97	самом деле	2	3
98	того чтобы	2	3
99	то у	2	3
100	и даже	14	3
101	и для	6	3
102	и его	6	3
103	в таком	2	3
104	с этой	2	3
105	никак не	8	3
106	сказать что	9	3
107	между тем	2	3
108	по своей	2	3
109	едва ли	4	3
110	мира и	2	3
111	он сам	3	2
112	по словам	2	2
113	однако в	3	2
114	а потом	3	2
115	что у	5	2
116	хотя бы	2	2
117	точно так	3	2
118	вовсе не	8	2
119	однако на	2	2
120	в свою	2	2
121	на то	2	2
122	для нас	10	2
123	говорит о	7	2
124	в начале	3	2
125	и более	2	2
126	как о	4	2
127	участие в	2	2
128	еще не	3	2
129	было бы	4	2
130	со всеми	2	2
131	по поводу	2	2
132	и он	4	2
133	бы с	2	2
134	о своем	2	2
135	в самом	5	2
136	несмотря на	6	2
137	но для	2	2
138	не все	2	2
139	что и	6	2
140	раз в	2	2
141	не будет	2	2
142	xix в	4	2
143	нового времени	4	2
144	видя в	2	2
145	в других	3	2
146	а с	4	2
147	если не	4	2
148	именно в	3	2
149	у нас	7	2
150	они не	2	2
151	и что	6	2
152	с точки	8	2
153	бы на	2	2
154	по его	2	2
155	так же	5	2
156	мы не	2	2
157	можно было	2	2
158	в чем	2	2
159	в результате	7	2
160	в ней	3	2
161	в виде	10	2
162	мере в	2	2
163	но он	5	2
164	всей своей	2	2
165	здесь не	7	2
166	потому что	13	2
167	в области	2	2
168	видит в	3	2
