N	2gram	Tiupa_Narr_1	Myshleni
1	в том	8	42
2	том что	7	35
3	точки зрения	5	24
4	в этом	12	24
5	в качестве	14	21
6	и в	11	20
7	что в	3	19
8	то же	8	16
9	то что	9	15
10	не только	31	15
11	как мы	2	13
12	с другой	2	12
13	при этом	19	12
14	потому что	5	12
15	может быть	15	12
16	в целом	3	11
17	в его	6	11
18	того что	4	10
19	и то	3	10
20	в себе	6	10
21	только в	12	10
22	слова в	4	9
23	и как	3	9
24	но и	27	9
25	другой стороны	2	9
26	между тем	3	9
27	как это	3	9
28	как и	13	9
29	и не	23	8
30	и тем	4	8
31	в результате	2	8
32	вместе с	2	8
33	как бы	6	7
34	этом отношении	3	7
35	что мы	2	7
36	же самое	2	7
37	в своей	5	7
38	самом деле	3	7
39	тем самым	5	7
40	а не	13	7
41	того чтобы	4	7
42	один и	2	7
43	к тому	6	6
44	тому же	6	6
45	такого рода	10	6
46	в самом	6	6
47	не может	8	6
48	и на	5	6
49	сказать что	2	6
50	что он	3	6
51	одно и	2	6
52	перед нами	5	5
53	в частности	14	5
54	никогда не	4	5
55	это не	3	5
56	на то	2	5
57	на друга	2	5
58	друг на	2	5
59	не является	3	5
60	если бы	7	5
61	и его	10	5
62	между собой	2	5
63	все же	4	5
64	и того	2	5
65	о том	4	5
66	речь идет	3	5
67	так и	5	5
68	как в	4	5
69	для того	3	5
70	мы можем	2	5
71	в нашем	3	4
72	в своем	3	4
73	в ходе	3	4
74	по мере	2	4
75	из них	4	4
76	и только	2	4
77	роль в	2	4
78	друг друга	2	4
79	в сознании	4	4
80	и с	3	4
81	состоит в	10	4
82	по своему	2	4
83	в сущности	2	4
84	только что	2	4
85	ключ к	2	4
86	в речи	4	4
87	тем же	2	4
88	между ними	2	4
89	не в	6	4
90	и для	2	4
91	во всяком	2	4
92	в области	2	4
93	не менее	3	3
94	в этих	2	3
95	не подлежит	2	3
96	и от	2	3
97	в этой	6	3
98	и является	2	3
99	всяком случае	2	3
100	один из	6	3
101	со стороны	8	3
102	в связи	2	3
103	именно в	3	3
104	столь же	5	3
105	но в	7	3
106	отнюдь не	2	3
107	идет о	3	3
108	представляет собой	8	3
109	но не	4	3
110	как известно	3	3
111	в обоих	2	3
112	себя в	2	3
113	внимание на	4	3
114	со словами	2	3
115	нас в	2	3
116	связи с	2	3
117	в равной	2	3
118	в чем	2	3
119	прежде всего	4	2
120	что на	4	2
121	свою очередь	2	2
122	в следующей	3	2
123	переход от	2	2
124	в свою	2	2
125	для него	4	2
126	они могут	2	2
127	но для	3	2
128	в ней	4	2
129	в нем	4	2
130	к нему	4	2
131	не по	4	2
132	данном случае	8	2
133	в отличие	2	2
134	не имеет	2	2
135	а в	13	2
136	также и	3	2
137	в данном	11	2
138	из этих	4	2
139	но как	3	2
140	в начале	3	2
141	их в	3	2
142	мы имеем	3	2
143	в известном	2	2
144	между двумя	5	2
145	но они	3	2
146	у него	7	2
147	которая в	2	2
148	детей это	2	2
149	зависимости от	2	2
150	еще не	4	2
151	никак не	2	2
152	в современной	3	2
153	а также	6	2
154	раз в	2	2
155	ли не	2	2
156	только на	2	2
157	и т.п	8	2
158	и тогда	2	2
159	входит в	2	2
160	тогда как	10	2
161	если не	2	2
162	в той	2	2
163	может служить	3	2
164	и он	6	2
165	в слове	3	2
166	в таком	2	2
167	тому как	3	2
168	подобно тому	3	2
169	и т.д	6	2
170	здесь не	2	2
171	едва ли	3	2
172	отличие от	2	2
