N	2gram	Vygotskiy__3	EvropaiC
1	таким образом	12	32
2	в том	25	31
3	и в	38	24
4	том что	14	20
5	все эти	4	19
6	не может	7	18
7	то что	35	17
8	может быть	19	15
9	все же	8	15
10	точки зрения	16	13
11	в своем	5	12
12	до сих	6	12
13	сих пор	5	12
14	самом деле	21	12
15	в этом	13	12
16	все это	3	11
17	между тем	7	11
18	с этим	8	11
19	как бы	14	10
20	во всех	4	10
21	на то	16	9
22	при этом	4	9
23	как и	8	9
24	того же	3	9
25	что в	20	9
26	не в	12	8
27	в самом	25	8
28	так же	2	8
29	если бы	14	8
30	и все	10	8
31	ясно что	6	8
32	мы говорили	3	8
33	с точки	9	8
34	для этого	2	7
35	к тому	6	7
36	но и	5	7
37	и не	10	7
38	и что	18	7
39	из этих	3	7
40	о котором	5	7
41	о том	6	7
42	что он	11	7
43	о которых	9	7
44	по существу	2	7
45	в силу	2	7
46	на самом	2	7
47	того чтобы	9	7
48	для того	8	7
49	из этого	8	7
50	должна быть	5	6
51	все они	2	6
52	с другой	7	6
53	так что	8	6
54	в этой	13	6
55	в общем	2	6
56	несмотря на	5	6
57	того что	4	6
58	как на	3	6
59	и на	6	6
60	так как	6	6
61	с ним	2	6
62	что и	4	6
63	у них	2	6
64	мы можем	7	6
65	только в	4	6
66	вместе с	5	6
67	что это	10	5
68	столь же	2	5
69	что все	3	5
70	у него	4	5
71	что с	4	5
72	в целом	4	5
73	другой стороны	5	5
74	как к	2	5
75	потому что	14	5
76	его в	3	5
77	но в	3	5
78	к этому	3	5
79	и к	3	5
80	из всех	3	5
81	в то	3	5
82	по своему	4	5
83	и если	6	5
84	в его	5	5
85	не только	12	5
86	и для	4	5
87	в себе	4	5
88	как будто	4	5
89	далеко не	3	5
90	в которой	5	5
91	не могут	2	4
92	никогда не	4	4
93	та же	3	4
94	в конце	2	4
95	в такой	3	4
96	что его	2	4
97	это есть	2	4
98	что как	3	4
99	из них	6	4
100	которых мы	6	4
101	не так	3	4
102	и то	8	4
103	признать что	2	4
104	всех этих	2	4
105	между собой	2	4
106	мы уже	7	4
107	иначе говоря	5	4
108	он не	6	4
109	что эта	4	4
110	совершенно не	5	4
111	то же	10	4
112	а с	2	4
113	в течение	4	4
114	если мы	6	4
115	из которых	4	4
116	что та	2	4
117	хотя бы	2	4
118	в таком	3	4
119	в виде	2	4
120	все прочие	2	4
121	с одной	6	3
122	в этих	2	3
123	в тех	4	3
124	для нас	8	3
125	очевидно что	2	3
126	указывают на	2	3
127	в нем	4	3
128	данном случае	2	3
129	целый ряд	2	3
130	в совершенно	2	3
131	что оно	2	3
132	заключается в	7	3
133	и наконец	2	3
134	и по	2	3
135	а в	7	3
136	что только	2	3
137	в истории	2	3
138	при помощи	4	3
139	бы в	3	3
140	с тем	8	3
141	можно назвать	2	3
142	у нас	2	3
143	тот же	3	3
144	и может	2	3
145	конечно не	4	3
146	что если	4	3
147	только что	2	3
148	может служить	7	3
149	что по	3	3
150	в данном	2	3
151	и это	8	3
152	не то	4	3
153	свою очередь	2	2
154	страсть к	3	2
155	тому что	6	2
156	что у	7	2
157	с этой	2	2
158	что эти	4	2
159	к своим	2	2
160	он все	2	2
161	как мы	7	2
162	всех прочих	2	2
163	для него	2	2
164	совершенно ясно	13	2
165	такой же	2	2
166	что они	4	2
167	на этом	5	2
168	в свою	4	2
169	одной стороны	5	2
170	к ним	3	2
171	в ней	15	2
172	но если	4	2
173	в виду	4	2
174	всяком случае	2	2
175	в котором	6	2
176	и уже	2	2
177	с ее	2	2
178	мы видели	6	2
179	в противоречие	2	2
180	по его	3	2
181	образом и	2	2
182	что она	16	2
183	то и	3	2
184	имеет место	2	2
185	в самой	4	2
186	они не	2	2
187	в которых	6	2
188	одно из	2	2
189	но как	2	2
190	все то	7	2
191	в один	3	2
192	во всяком	2	2
193	то есть	15	2
194	том и	2	2
195	в основе	3	2
196	и более	2	2
197	отнюдь не	2	2
198	при таком	2	2
199	из нее	2	2
200	в них	3	2
201	следует что	2	2
202	должен быть	3	2
203	если он	4	2
204	вовсе не	8	2
205	тем сильнее	2	2
206	конечно в	3	2
207	при том	2	2
208	одна из	4	2
209	только то	2	2
210	она не	6	2
211	было бы	12	2
212	со своей	2	2
213	в сущности	10	2
214	всех остальных	2	2
215	что же	2	2
216	из одного	3	2
217	что под	3	2
218	одной и	2	2
219	не более	2	2
220	однако мы	3	2
221	мы все	4	2
222	и ее	2	2
223	в другом	5	2
224	этого слова	2	2
225	есть в	2	2
226	и только	3	2
227	этими двумя	2	2
228	в эту	2	2
229	из него	4	2
