N	2gram	Losev_Prob_1	FransuaR
1	и в	32	65
2	то есть	33	45
3	как бы	14	22
4	и не	31	22
5	вовсе не	35	18
6	в сущности	2	16
7	в том	9	16
8	в этом	19	15
9	но в	14	14
10	в нем	13	13
11	мы уже	5	12
12	прежде всего	10	11
13	и на	8	11
14	и его	3	10
15	и потому	2	10
16	не только	17	10
17	но и	9	10
18	так и	12	10
19	все эти	8	10
20	в его	6	9
21	во всех	7	9
22	все это	7	9
23	по своему	9	8
24	в своем	5	8
25	всех этих	7	8
26	в дальнейшем	4	8
27	здесь в	3	8
28	и даже	11	8
29	за пределы	6	8
30	его в	6	7
31	в области	2	7
32	точки зрения	3	7
33	только в	7	7
34	никогда не	7	6
35	том что	12	6
36	как мы	7	6
37	еще не	9	6
38	при этом	6	6
39	может быть	14	6
40	искусства и	3	6
41	в отношении	3	6
42	на самом	6	6
43	сказать что	13	6
44	одно из	2	6
45	в литературе	4	6
46	так как	11	6
47	с его	2	5
48	в них	7	5
49	потому что	16	5
50	есть в	5	5
51	или иной	5	5
52	для него	2	5
53	и пр	4	5
54	в своей	8	5
55	той или	5	5
56	еще и	5	5
57	как в	4	5
58	как и	3	5
59	между тем	2	5
60	и все	7	5
61	литературы и	4	5
62	поэтому и	2	4
63	связи с	5	4
64	не в	4	4
65	в этой	10	4
66	совершенно не	6	4
67	в самом	6	4
68	нужно сказать	3	4
69	и искусства	4	4
70	из них	3	4
71	и до	2	4
72	сих пор	3	4
73	до сих	3	4
74	в их	4	4
75	для нас	5	4
76	и еще	3	4
77	входит в	4	4
78	в жизни	3	4
79	не могут	2	3
80	и ни	4	3
81	мы будем	2	3
82	что в	12	3
83	не является	5	3
84	это не	6	3
85	и во	3	3
86	не просто	23	3
87	что он	7	3
88	в ее	3	3
89	но все	3	3
90	но это	8	3
91	мы и	4	3
92	в самой	3	3
93	самом деле	6	3
94	нем только	2	3
95	но для	3	3
96	о нем	3	3
97	к нему	3	3
98	с точки	3	3
99	то что	42	3
100	на этой	2	3
101	от всех	2	3
102	как раз	13	3
103	не может	8	3
104	разного рода	6	3
105	уже не	3	3
106	во всей	3	3
107	с другой	3	3
108	по его	2	3
109	в других	5	3
110	даже и	8	3
111	он и	8	3
112	в себе	15	3
113	в искусстве	3	3
114	и вообще	4	3
115	и вовсе	4	3
116	далеко не	5	3
117	нет ничего	10	3
118	но как	6	3
119	и здесь	6	3
120	с ним	3	3
121	ничего не	10	3
122	и с	2	3
123	в виду	6	3
124	но не	9	2
125	к тому	3	2
126	из этих	2	2
127	раз и	9	2
128	во многих	2	2
129	конечно в	2	2
130	можно сказать	5	2
131	и так	2	2
132	же в	4	2
133	его от	3	2
134	да и	3	2
135	мы видим	2	2
136	xix и	2	2
137	и чисто	3	2
138	кроме того	2	2
139	и часто	2	2
140	в это	2	2
141	несмотря на	3	2
142	например в	2	2
143	на его	2	2
144	между прочим	2	2
145	хотя и	6	2
146	он не	3	2
147	на что	2	2
148	в таких	2	2
149	для своего	2	2
150	нет и	2	2
151	и особенно	2	2
152	и для	4	2
153	от всего	3	2
154	только на	4	2
155	таковы например	2	2
156	особенно в	2	2
157	не для	2	2
158	мы здесь	2	2
159	того что	7	2
160	что не	3	2
161	что мы	13	2
162	литературе и	4	2
163	на этот	3	2
164	и очень	2	2
165	есть только	8	2
166	в таком	9	2
167	или в	4	2
168	их в	4	2
169	в этих	3	2
170	могут быть	2	2
171	ни на	4	2
172	о том	11	2
173	и это	9	2
174	дело в	3	2
175	здесь только	2	2
176	в чем	3	2
177	это было	2	2
178	говорили что	2	2
