N	2gram	Vygotskiy__4	formyVre
1	и в	33	46
2	в этом	28	22
3	прежде всего	2	14
4	и т	6	14
5	вовсе не	5	13
6	и его	5	12
7	только в	4	11
8	не только	7	11
9	во всех	2	11
10	т п	3	11
11	во время	6	10
12	в том	21	10
13	как бы	25	10
14	точки зрения	6	10
15	то есть	13	10
16	но в	2	10
17	у него	6	9
18	не в	2	9
19	мы уже	5	9
20	вместе с	8	9
21	но и	3	9
22	и не	13	9
23	и для	3	9
24	связи с	2	8
25	как и	5	8
26	в его	10	8
27	жизни и	4	8
28	то же	9	8
29	того чтобы	22	8
30	для того	23	8
31	с точки	4	8
32	потому что	24	8
33	из них	4	8
34	всех этих	3	7
35	в них	2	7
36	в одном	3	7
37	может быть	22	7
38	то что	44	7
39	так и	3	7
40	и на	5	7
41	никогда не	5	6
42	и все	12	6
43	при этом	2	6
44	как мы	4	6
45	здесь в	3	6
46	его в	3	6
47	все же	5	6
48	все это	13	6
49	те же	2	6
50	и наконец	2	6
51	в основе	3	6
52	так как	12	6
53	и с	2	6
54	в частности	4	5
55	в своем	7	5
56	с этим	5	5
57	по существу	2	5
58	в пределах	3	5
59	в то	3	5
60	но не	3	5
61	он не	11	5
62	в нем	7	5
63	что в	21	5
64	все эти	6	5
65	должно быть	3	5
66	место в	2	4
67	уже в	2	4
68	с этой	4	4
69	из этих	2	4
70	же время	2	4
71	с ним	5	4
72	том что	22	4
73	так что	7	4
74	что они	6	4
75	с другом	4	4
76	друг с	4	4
77	в котором	2	4
78	в мире	3	4
79	конечно не	3	4
80	как в	3	4
81	а не	6	4
82	и он	3	4
83	также и	2	4
84	их в	3	4
85	в себе	6	4
86	о том	20	4
87	не было	3	3
88	мы будем	5	3
89	все они	2	3
90	не является	2	3
91	та же	3	3
92	к этому	4	3
93	к тому	12	3
94	что он	20	3
95	и как	5	3
96	тот же	3	3
97	том как	3	3
98	в это	2	3
99	точка зрения	2	3
100	что и	3	3
101	слова и	4	3
102	ее в	4	3
103	на нас	4	3
104	целый ряд	5	3
105	т д	2	3
106	не на	2	3
107	таким образом	13	3
108	почти все	2	3
109	в их	2	3
110	здесь мы	3	3
111	того что	4	3
112	нас это	2	3
113	а в	4	3
114	жизнь и	4	3
115	в которых	3	3
116	и совершенно	5	3
117	тем что	3	3
118	же самое	6	3
119	в виду	2	3
120	на этом	3	2
121	и затем	3	2
122	не был	2	2
123	и есть	4	2
124	и та	2	2
125	смысла и	4	2
126	говорить о	3	2
127	лежит в	2	2
128	с другой	2	2
129	и других	4	2
130	это не	6	2
131	и так	4	2
132	в одной	2	2
133	что все	11	2
134	ее и	2	2
135	по себе	9	2
136	одна и	2	2
137	можно сказать	2	2
138	без всякого	2	2
139	в самой	6	2
140	именно в	2	2
141	у нас	4	2
142	мы видим	6	2
143	в этой	9	2
144	с тем	4	2
145	утверждает что	4	2
146	во все	3	2
147	а на	2	2
148	всего романа	2	2
149	до конца	7	2
150	она не	3	2
151	было бы	12	2
152	и к	2	2
153	в сущности	6	2
154	и о	4	2
155	и потому	2	2
156	в уста	3	2
157	значение имеет	3	2
158	один из	2	2
159	сих пор	3	2
160	принадлежит к	2	2
161	после этого	6	2
162	для чего	4	2
163	и до	3	2
164	не может	10	2
165	и только	7	2
166	с одной	3	2
167	не для	3	2
168	в двух	4	2
169	и вот	6	2
170	в той	3	2
171	так же	13	2
172	как на	6	2
173	почти всегда	2	2
174	о смерти	5	2
175	сами по	3	2
176	от этого	3	2
177	и от	2	2
178	мы имеем	2	2
179	но он	6	2
180	далеко не	3	2
181	человеческой природы	2	2
182	в конце	8	2
183	как он	5	2
184	и это	5	2
185	как это	14	2
186	во всяком	3	2
187	до сих	3	2
