N	2gram	Propp_Isto_2	FransuaR
1	и в	15	29
2	таким образом	7	20
3	и не	11	16
4	в этой	4	13
5	как и	2	12
6	но в	6	12
7	так и	5	11
8	и на	4	11
9	в этом	11	11
10	то же	10	10
11	во время	2	10
12	мы уже	6	10
13	не только	18	10
14	но и	14	9
15	все эти	4	9
16	и с	4	9
17	его в	10	9
18	прежде всего	5	8
19	в его	6	8
20	и его	3	8
21	как бы	6	8
22	мы видели	2	7
23	так же	13	7
24	в том	6	7
25	так как	14	7
26	из них	2	6
27	здесь в	2	6
28	в сущности	2	6
29	но он	4	6
30	что это	6	5
31	у него	4	5
32	это не	2	5
33	в нем	7	5
34	и по	2	5
35	сказать что	2	5
36	он и	3	5
37	перед нами	2	4
38	но они	4	4
39	руки и	4	4
40	что он	24	4
41	но это	4	4
42	есть и	2	4
43	еще не	9	4
44	и есть	5	4
45	и др	4	4
46	один из	8	4
47	то что	12	4
48	все это	3	4
49	на самом	2	4
50	с другой	2	4
51	связана с	6	4
52	связан с	5	4
53	тем что	4	4
54	в которой	2	4
55	в доме	3	3
56	тому как	3	3
57	всех этих	3	3
58	они были	2	3
59	в качестве	3	3
60	превращается в	2	3
61	и так	2	3
62	с ее	2	3
63	самого начала	2	3
64	и здесь	9	3
65	что у	2	3
66	а затем	2	3
67	все же	9	3
68	с самого	2	3
69	том что	7	3
70	мы видим	8	3
71	имеется в	2	3
72	такой же	2	3
73	что здесь	4	3
74	мы можем	8	3
75	того что	3	3
76	той же	2	3
77	и их	2	3
78	и ноги	2	3
79	он не	8	3
80	к нему	5	3
81	здесь не	2	3
82	другой стороны	2	3
83	в разных	2	3
84	при этом	4	3
85	и они	4	3
86	того чтобы	2	3
87	роль в	3	3
88	и вполне	2	3
89	с ними	2	3
90	в ней	4	3
91	же и	3	3
92	подобно тому	3	3
93	в себе	4	3
94	в эту	2	3
95	не видят	4	3
96	уже в	2	2
97	связи с	8	2
98	и другие	4	2
99	в другой	4	2
100	в этих	11	2
101	другими словами	4	2
102	он знал	2	2
103	в жизни	2	2
104	к тому	5	2
105	одной из	4	2
106	о его	2	2
107	ни в	2	2
108	он был	3	2
109	да и	2	2
110	что они	10	2
111	именно в	2	2
112	мы увидим	8	2
113	но не	2	2
114	о своей	2	2
115	в себя	3	2
116	кроме того	2	2
117	одной стороны	3	2
118	не может	5	2
119	на его	2	2
120	может быть	17	2
121	между прочим	3	2
122	и дает	2	2
123	никогда не	15	2
124	а также	2	2
125	в виду	2	2
126	в котором	5	2
127	дает нам	2	2
128	на котором	2	2
129	и для	2	2
130	на этой	2	2
131	после этого	4	2
132	его и	4	2
133	также в	2	2
134	как в	5	2
135	в их	3	2
136	в особенности	2	2
137	в других	3	2
138	с одной	4	2
139	с образом	2	2
140	он стал	2	2
141	они не	4	2
142	мы здесь	6	2
143	и наконец	5	2
144	не столько	2	2
145	или в	2	2
146	не мог	3	2
147	и то	2	2
148	их в	2	2
149	в одной	4	2
150	как будто	3	2
151	только в	6	2
152	о том	3	2
153	как он	3	2
154	и это	3	2
155	нет ничего	2	2
156	так сказать	2	2
157	к которому	5	2
