N	2gram	Trubetskoy_1	Problemy
1	и в	23	35
2	как бы	10	31
3	и не	8	27
4	что он	7	24
5	в его	5	21
6	но в	4	19
7	не может	17	18
8	как и	9	18
9	в нем	3	16
10	то есть	2	16
11	то же	4	15
12	и все	7	15
13	но и	9	14
14	для него	2	14
15	может быть	16	14
16	все это	11	14
17	в сущности	2	14
18	в этом	12	14
19	к нему	2	13
20	он не	3	13
21	прежде всего	3	12
22	и с	5	12
23	и к	5	12
24	в другом	2	12
25	в то	6	11
26	не в	8	10
27	самом деле	12	10
28	же время	2	10
29	не только	7	10
30	то что	18	10
31	на самом	7	9
32	я не	2	8
33	так и	10	8
34	себя и	2	8
35	потому что	9	8
36	мы уже	4	8
37	все же	13	8
38	как мы	2	8
39	и для	6	8
40	и сам	2	7
41	лишь в	5	7
42	так же	8	7
43	а в	3	7
44	и наконец	3	7
45	точки зрения	13	7
46	с ним	6	7
47	вовсе не	2	7
48	еще не	5	7
49	для себя	2	7
50	отношению к	9	7
51	что же	2	7
52	в виде	4	7
53	таким образом	31	7
54	что в	8	6
55	к тому	8	6
56	что они	2	6
57	и что	8	6
58	отношение к	4	6
59	в самом	8	6
60	что у	2	6
61	и на	6	6
62	не знает	2	6
63	от него	3	6
64	но не	2	6
65	по отношению	9	6
66	только в	6	6
67	в конце	4	5
68	в том	30	5
69	так что	5	5
70	как к	5	5
71	от себя	2	5
72	с ними	2	5
73	этого слова	2	5
74	даже в	3	5
75	на него	2	5
76	и то	4	5
77	в себе	5	5
78	и это	3	5
79	но на	2	4
80	никогда не	4	4
81	с другой	6	4
82	та же	3	4
83	в такой	4	4
84	в мире	6	4
85	но все	5	4
86	друг с	9	4
87	всяком случае	2	4
88	между тем	12	4
89	и так	2	4
90	в эту	2	4
91	но как	2	4
92	его в	5	4
93	так как	7	4
94	бы в	3	4
95	у него	5	4
96	в них	2	4
97	так чтобы	2	4
98	во всем	3	4
99	по своему	5	4
100	тот же	3	4
101	и у	4	4
102	и без	5	4
103	во всяком	2	4
104	я в	2	4
105	как будто	5	4
106	с другом	9	4
107	что это	5	4
108	все его	2	4
109	же не	3	4
110	то ни	3	3
111	ибо в	4	3
112	но так	2	3
113	и от	5	3
114	такой же	2	3
115	ни было	2	3
116	тому же	6	3
117	нет в	2	3
118	в общем	6	3
119	в виду	2	3
120	с ее	2	3
121	бы то	2	3
122	в целом	5	3
123	из них	5	3
124	другой стороны	5	3
125	все эти	19	3
126	того что	6	3
127	должно быть	4	3
128	это не	3	3
129	говорить о	2	3
130	в начале	2	3
131	мы должны	4	3
132	в котором	2	3
133	с тем	2	3
134	друг к	2	3
135	с этим	11	3
136	том что	19	3
137	было бы	3	3
138	во всех	10	3
139	конце концов	4	3
140	что и	7	3
141	к другу	2	3
142	только что	3	3
143	а с	4	3
144	сводится к	2	3
145	и т.д	4	3
146	а между	8	3
147	не менее	7	2
148	на вопрос	4	2
149	в сторону	2	2
150	в этих	3	2
151	тому что	2	2
152	для этого	7	2
153	о них	2	2
154	столь же	5	2
155	с этой	3	2
156	он все	2	2
157	что все	5	2
158	именно потому	2	2
159	вопрос о	3	2
160	мы знаем	10	2
161	что его	4	2
162	в дальнейшем	2	2
163	на этом	2	2
164	что с	5	2
165	при этом	9	2
166	с уже	2	2
167	хотя и	4	2
168	лишь о	2	2
169	чтобы все	3	2
170	в эти	3	2
171	на нее	2	2
172	мы видели	2	2
173	в своем	10	2
174	что оно	3	2
175	те же	2	2
176	и по	3	2
177	каждый из	3	2
178	но для	2	2
179	в которых	2	2
180	их в	2	2
181	в ней	3	2
182	по своей	7	2
183	о том	7	2
184	с которыми	2	2
185	всех этих	4	2
186	уже и	3	2
187	можно лишь	2	2
188	в жизни	3	2
189	этих двух	2	2
190	конечно в	2	2
191	а затем	2	2
192	и того	3	2
193	то в	2	2
194	конечно не	3	2
195	мы говорили	7	2
196	друг друга	2	2
197	вместе с	6	2
198	быть и	5	2
199	этот процесс	2	2
200	жизнь и	3	2
201	хотя бы	4	2
202	с точки	8	2
203	в которой	5	2
204	мы можем	6	2
205	между двумя	5	2
206	всех тех	2	2
207	и вообще	3	2
208	из этого	6	2
209	этими двумя	2	2
210	отличие от	3	2
