N	2gram	Bakhtin_Fr_6	slovoVRo
1	и в	41	41
2	в нем	16	30
3	то есть	24	26
4	в романе	2	21
5	во всех	17	17
6	но и	13	16
7	и не	3	16
8	точки зрения	2	16
9	не только	10	16
10	а не	2	15
11	то же	5	14
12	может быть	2	14
13	и др	10	14
14	не может	4	14
15	и его	13	14
16	и на	9	14
17	в то	6	14
18	в сущности	8	13
19	в его	7	13
20	же время	5	12
21	до конца	2	12
22	как бы	7	12
23	в этом	12	12
24	так и	5	11
25	в большинстве	4	10
26	в той	5	10
27	таким образом	17	9
28	все эти	11	9
29	себя в	2	9
30	прежде всего	10	8
31	на его	2	8
32	в особенности	7	8
33	но в	8	8
34	как в	4	8
35	как мы	12	8
36	с точки	2	8
37	или в	6	8
38	все они	2	7
39	не в	4	7
40	они могут	2	7
41	с ним	4	7
42	вовсе не	7	7
43	всех его	4	7
44	в своей	2	7
45	все же	4	7
46	того же	4	6
47	при этом	3	6
48	и даже	4	6
49	а в	4	6
50	большинстве случаев	5	6
51	в плане	3	6
52	в них	7	6
53	только в	3	6
54	с другой	4	5
55	почти вовсе	2	5
56	в самом	10	5
57	все это	11	5
58	в основе	4	5
59	как его	2	5
60	не на	2	5
61	еще более	2	5
62	к нему	3	5
63	с другими	3	5
64	он в	2	5
65	так сказать	2	5
66	связанных с	3	4
67	перед нами	3	4
68	и от	4	4
69	или меньшей	3	4
70	большей или	4	4
71	кроме того	9	4
72	одной стороны	4	4
73	и часто	2	4
74	меньшей степени	4	4
75	одним из	4	4
76	в ней	4	4
77	один из	6	4
78	за пределы	2	4
79	с одной	4	4
80	лишь в	2	4
81	и наконец	4	4
82	рядом с	5	4
83	и с	16	4
84	и все	9	4
85	с его	5	4
86	всех этих	2	4
87	как и	7	4
88	здесь в	9	4
89	и потому	2	4
90	другой стороны	2	4
91	и для	3	4
92	там где	5	4
93	не могут	2	3
94	все время	4	3
95	никогда не	8	3
96	из этих	2	3
97	переходит в	2	3
98	в том	2	3
99	и сам	3	3
100	в большей	4	3
101	в него	3	3
102	из них	5	3
103	данном случае	2	3
104	в своем	5	3
105	именно в	4	3
106	того что	3	3
107	также и	6	3
108	в результате	4	3
109	образом в	2	3
110	выходит за	3	3
111	в истории	2	3
112	о том	9	3
113	в первом	3	3
114	так как	10	3
115	влияния на	2	3
116	поэтому и	3	3
117	у него	7	3
118	и во	2	3
119	с этим	3	3
120	романа в	3	3
121	но здесь	2	3
122	в себе	5	3
123	с этой	3	3
124	не были	3	3
125	было бы	3	3
126	одной из	3	3
127	конечно не	3	3
128	но оно	3	3
129	он не	2	3
130	у рабле	10	3
131	из этого	4	3
132	и этим	2	3
133	в данном	3	3
134	более того	4	3
135	связана с	2	2
136	в частности	2	2
137	характерно что	2	2
138	что все	2	2
139	на все	3	2
140	для нас	2	2
141	так что	2	2
142	они были	3	2
143	и самая	2	2
144	что они	2	2
145	на этом	2	2
146	например в	6	2
147	хотя и	2	2
148	между ними	3	2
149	был бы	2	2
150	в этих	2	2
151	где они	2	2
152	те же	3	2
153	так же	5	2
154	и те	2	2
155	конечно и	4	2
156	сказать что	6	2
157	потому что	3	2
158	но он	5	2
159	между тем	2	2
160	в котором	4	2
161	первом случае	3	2
162	в одном	5	2
163	в духе	3	2
164	у нас	4	2
165	том что	7	2
166	мы видим	6	2
167	но не	2	2
168	а на	2	2
169	до сих	3	2
170	мы уже	18	2
171	уже сказали	3	2
172	а также	5	2
173	даже в	4	2
174	сих пор	3	2
175	в ее	5	2
176	как раз	2	2
177	если мы	2	2
178	и у	2	2
179	той же	5	2
180	роль в	4	2
181	мы не	2	2
182	и то	2	2
183	в другом	4	2
184	связи с	2	2
185	и вообще	4	2
186	в эту	2	2
