N	2gram	Tiupa_Narr_1	Dialekti
1	не есть	3	47
2	и не	20	30
3	может быть	25	20
4	и в	19	19
5	не только	32	19
6	по себе	5	18
7	а не	12	16
8	в себе	8	15
9	то что	11	14
10	и даже	3	14
11	в том	18	14
12	как бы	4	14
13	но и	23	12
14	то же	4	12
15	точки зрения	10	12
16	и все	2	12
17	есть всегда	2	11
18	что это	3	10
19	ни в	3	10
20	как и	7	10
21	и как	5	10
22	в нем	4	10
23	так и	9	10
24	том что	14	10
25	это не	2	10
26	сказать что	4	10
27	времени и	7	9
28	никогда не	3	9
29	не может	10	9
30	личности в	2	8
31	прежде всего	4	8
32	она не	2	8
33	с точки	2	8
34	не в	14	8
35	в этом	17	8
36	как это	6	7
37	совершенно не	2	7
38	что в	3	7
39	как будто	3	7
40	что он	6	6
41	что не	4	6
42	да и	4	6
43	что они	3	6
44	отнюдь не	5	6
45	в то	3	6
46	но не	5	6
47	жизни и	3	6
48	не обязательно	3	5
49	должна быть	2	5
50	с другой	8	5
51	же время	4	5
52	в силу	4	5
53	можно сказать	5	5
54	и потому	2	5
55	а именно	3	5
56	как раз	2	5
57	и его	5	5
58	но как	2	5
59	говорить о	2	5
60	только в	4	5
61	о том	6	5
62	не то	2	5
63	и с	4	5
64	уже в	3	4
65	или иное	2	4
66	может не	3	4
67	независимо от	2	4
68	в своем	2	4
69	та же	2	4
70	в ее	3	4
71	все же	7	4
72	субъекта и	2	4
73	при этом	9	4
74	еще не	7	4
75	к нему	5	4
76	той или	4	4
77	он не	3	4
78	хотя бы	4	4
79	связи с	4	4
80	во времени	8	4
81	другой стороны	4	4
82	в связи	2	4
83	и только	2	4
84	самом деле	2	4
85	то или	3	4
86	а в	11	4
87	в таком	2	4
88	одно из	2	4
89	могут быть	3	4
90	и когда	2	4
91	по своей	3	4
92	не менее	3	3
93	же как	3	3
94	иное как	2	3
95	о чем	2	3
96	не что	2	3
97	как мы	3	3
98	что иное	2	3
99	уже не	5	3
100	это и	3	3
101	в этой	5	3
102	было бы	4	3
103	себе не	2	3
104	даже в	2	3
105	сами по	2	3
106	из них	3	3
107	не было	2	3
108	мы имеем	2	3
109	в той	6	3
110	но без	2	3
111	в данном	5	3
112	нуждается в	5	3
113	они не	2	3
114	будто бы	3	3
115	его в	2	3
116	таком случае	2	3
117	когда мы	2	3
118	ничего не	2	3
119	же не	4	3
120	в противоположность	2	2
121	зависит от	2	2
122	в частности	14	2
123	что у	2	2
124	в какой	2	2
125	перед нами	4	2
126	как ни	2	2
127	но о	3	2
128	именно в	6	2
129	к тому	7	2
130	что на	2	2
131	тем не	3	2
132	же в	4	2
133	но все	4	2
134	не будет	3	2
135	или менее	2	2
136	как известно	2	2
137	в сущности	3	2
138	несмотря на	2	2
139	в ней	3	2
140	если в	3	2
141	так или	2	2
142	себя в	5	2
143	в мире	9	2
144	на него	3	2
145	данном случае	4	2
146	так же	2	2
147	не на	2	2
148	например в	2	2
149	с ее	3	2
150	с одной	7	2
151	как в	7	2
152	хотя в	2	2
153	это все	2	2
154	более или	2	2
155	времени в	2	2
156	или в	2	2
157	или иначе	3	2
158	в результате	2	2
159	между тем	3	2
160	не как	2	2
161	тем что	3	2
162	только о	2	2
163	его личности	2	2
164	что мы	2	2
165	того или	2	2
166	все эти	2	2
167	есть в	2	2
168	в области	2	2
169	что по	2	2
170	но в	6	2
