N	2gram	Propp_Isto_4	TeoriaLi
1	не только	15	18
2	в качестве	7	17
3	тогда как	4	16
4	и не	9	16
5	а в	8	14
6	в частности	2	13
7	и в	26	13
8	может быть	14	12
9	так и	10	12
10	представляет собой	2	11
11	при этом	3	11
12	в этом	7	11
13	в том	3	11
14	но не	5	10
15	в тексте	2	10
16	а не	6	10
17	и его	10	10
18	в его	5	9
19	то же	8	9
20	что в	14	8
21	такого рода	2	8
22	но и	12	8
23	себя в	2	7
24	в себе	2	7
25	том что	3	7
26	в данном	3	7
27	по своей	2	7
28	только в	3	7
29	как это	3	7
30	еще не	6	6
31	лишь в	2	6
32	как бы	3	6
33	в русской	3	6
34	но в	5	6
35	однако в	2	5
36	в своем	2	5
37	а также	3	5
38	как и	7	5
39	не в	5	5
40	между ними	3	5
41	в нем	2	5
42	данном случае	3	5
43	как в	7	5
44	он не	7	5
45	уже не	5	5
46	с другой	4	5
47	не случайно	2	5
48	мы имеем	7	5
49	не менее	2	4
50	ни в	2	4
51	в своей	4	4
52	то что	16	4
53	отношение к	2	4
54	в форме	2	4
55	не может	6	4
56	на смену	3	4
57	сказать что	2	4
58	хотя и	2	4
59	но он	4	4
60	перед нами	3	3
61	и др	5	3
62	никогда не	2	3
63	в этих	7	3
64	он должен	3	3
65	тем не	2	3
66	того что	2	3
67	например в	3	3
68	этого слова	2	3
69	другой стороны	4	3
70	так в	4	3
71	таким образом	10	3
72	в другом	5	3
73	и вот	2	3
74	и что	5	3
75	и по	5	3
76	или в	3	3
77	и то	6	3
78	потому что	6	3
79	между двумя	12	3
80	в этой	2	3
81	его в	9	3
82	все эти	3	3
83	человека с	3	3
84	о чем	3	2
85	если бы	2	2
86	могут быть	6	2
87	это не	5	2
88	вовсе не	4	2
89	по себе	2	2
90	что он	10	2
91	об этом	7	2
92	и как	5	2
93	что они	6	2
94	а на	4	2
95	из которых	5	2
96	здесь мы	2	2
97	в роли	2	2
98	даже в	4	2
99	не могло	2	2
100	и тем	2	2
101	к нему	6	2
102	в целом	2	2
103	вместе с	6	2
104	дело не	2	2
105	а именно	3	2
106	не на	3	2
107	здесь не	4	2
108	это и	5	2
109	говорит что	2	2
110	и даже	4	2
111	так же	18	2
112	право на	2	2
113	их в	7	2
114	у него	5	2
115	на себя	4	2
116	и здесь	5	2
117	о том	4	2
118	в области	2	2
