N	2gram	Voloshinov_1	Myslijsy
1	и в	16	39
2	может быть	17	27
3	в том	3	26
4	только в	4	25
5	что в	3	22
6	не может	8	22
7	так как	4	21
8	не только	7	21
9	в нем	4	20
10	но и	4	20
11	и не	4	18
12	том что	3	16
13	в этом	9	15
14	чувства и	2	13
15	так и	4	13
16	таким образом	9	13
17	было бы	2	12
18	в душе	2	11
19	мы не	2	10
20	а потому	4	10
21	что не	2	10
22	не есть	2	10
23	то что	3	10
24	могут быть	3	9
25	для нас	2	9
26	как и	2	9
27	мысли и	4	9
28	но в	4	9
29	в одном	3	8
30	вместе с	3	8
31	точки зрения	8	8
32	на язык	3	7
33	с этим	2	7
34	в этих	3	7
35	не менее	2	6
36	и как	3	6
37	еще не	5	6
38	что на	2	6
39	как бы	5	6
40	что и	2	6
41	то же	2	6
42	при этом	6	6
43	и по	2	6
44	между собою	2	6
45	в каком	2	6
46	для всех	4	5
47	но это	2	5
48	и потому	3	5
49	в его	4	5
50	во всех	3	5
51	так же	2	5
52	а в	3	5
53	и для	2	5
54	и его	8	5
55	не могут	2	4
56	никогда не	2	4
57	с нею	2	4
58	этом смысле	3	4
59	прежде всего	9	4
60	мы видим	2	4
61	для него	6	4
62	и притом	3	4
63	и других	2	4
64	и даже	4	4
65	все остальные	2	4
66	этой теории	2	4
67	из этих	2	4
68	что мы	2	4
69	только для	5	3
70	что это	2	3
71	в них	2	3
72	оно не	2	3
73	и это	6	3
74	в жизни	2	3
75	самого начала	4	3
76	с самого	4	3
77	в этой	4	3
78	оно и	2	3
79	того же	2	3
80	если мы	2	3
81	только на	3	3
82	в своей	2	3
83	и их	4	3
84	но оно	3	3
85	в самом	2	3
86	с ним	2	3
87	понятия и	2	3
88	сказать что	7	3
89	во всяком	3	3
90	он не	2	3
91	что можно	2	3
92	и вообще	2	3
93	с точки	6	3
94	и все	4	3
95	до сознания	5	3
96	и с	8	3
97	но как	2	3
98	не существует	2	2
99	это последнее	2	2
100	и есть	3	2
101	нуждается в	5	2
102	с этой	2	2
103	по крайней	3	2
104	не можем	2	2
105	как мы	4	2
106	ни было	2	2
107	жизни и	3	2
108	не будет	2	2
109	все что	4	2
110	только то	2	2
111	и может	4	2
112	если б	3	2
113	за пределы	2	2
114	и о	2	2
115	к другим	2	2
116	не нуждается	2	2
117	крайней мере	3	2
118	с ее	4	2
119	для этого	2	2
120	и только	9	2
121	что оно	2	2
122	в одно	2	2
123	хотя бы	4	2
124	к ним	2	2
125	в начале	2	2
126	все то	2	2
127	в один	4	2
128	о том	2	2
129	есть в	2	2
130	жизни человека	4	2
131	мы можем	9	2
